Lag,BAT,BTC,DASH,DCR,DOGE,ETC,ETH,GNO,IOTA,LTC,QTUM,USDT,XLM,XMR,ZEC
1,0.11049777769566824,0.059790258812193235,0.2800227633563739,0.40670700769896295,0.08876330212001453,0.21734585623358427,0.3397551982577284,0.36242157986417384,0.11853035307818167,0.22852311730062114,0.3964672013194027,0.4601823374638822,0.03457912181467343,0.07218124045699724,0.03849038291054345
2,0.3030967343608017,0.12591255237351917,0.4173630313919762,0.2613707554221695,8.425947395558217e-05,0.19584128396453898,0.21359620236681226,0.30871868151442866,0.16856883823586688,0.03564366603283562,0.18612585208369706,0.27839912479638956,0.04345291201267229,0.10608347563093146,0.10551615333030032
3,0.2168884805802257,0.11516083263274413,0.4900139061967845,0.321710841338793,0.00014371118461952424,0.1788235410113152,0.22299480191099186,0.26103794136640984,0.27474269272363355,0.06166395824914857,0.10978241238422627,0.23692111986149447,0.008751251710598144,0.15160564371027221,0.17674287198015592
4,0.03742099925358571,0.14541322226475667,0.4070061524948107,0.23446755844136258,0.00036287586864627326,0.17297815594775506,0.1892102140786044,0.280727478181902,0.199912342546707,0.00015887662110456482,0.07620252389577448,0.019400100411769303,0.015838963321089118,0.21329731431648818,0.2007461933987938
5,0.04480518352706524,0.22029228375717302,0.32527405251343455,0.2625469362520155,0.0007775290999749312,0.2033381130409984,0.18849066554498684,0.3235740477876144,0.19297866340551575,0.0002307840480045476,0.034801712507567535,0.027844170688576923,0.029640377083993898,0.17027930998195434,0.17528448308534467
6,0.045626906921665246,0.267570116689274,0.4066209979629637,0.26456040981198914,0.0014259265325148617,0.21571519777837042,0.2629702804344376,0.2945478040355185,0.2136594839098866,0.00044942840784558855,0.0073799161505786965,0.08045753081179528,0.04444492318395459,0.26573482637814977,0.2647122545615779
7,0.006336782975669151,0.3223090132155873,0.1131483986847282,0.04411433977504778,0.002027274202060784,0.13543716284723642,0.020565950015370024,0.30987607857168886,0.21505835279701796,1.693468461541837e-05,0.005926189565543743,0.07903491318155079,0.03154059169347735,0.07809437514982523,0.0823982362153619
8,0.007910173867811805,0.38161592529999944,0.02435549100838025,0.042587945613609506,0.00020769492260328223,0.06378208084195895,0.016369389367454856,0.3759158072071919,0.01189796348020666,1.4203205834552727e-07,0.007224912405345242,0.03080313259764956,0.0489330634282013,0.08466701334494606,0.10730028417697292
9,0.015173891093988347,0.32297509410973,0.0053890873220001695,0.044291881338620324,0.00031736683449466155,0.06947962430702469,0.029328219332141983,0.42712714575095123,0.004540964110986086,3.5295401351105325e-07,0.011946129431881896,0.010324175632433954,0.07585096320891116,0.045677321438181956,0.0953903916009123
10,0.005409227486938394,0.27016647047367287,0.010801145482527594,0.06013926572730004,7.98278810074542e-05,0.08227666057523576,0.00229573355872754,0.46319093304168346,0.0006338540555810457,5.261812793456493e-07,0.018154678159359238,0.012141105043968488,0.10235394916185747,0.03407902501325416,0.11395880980021639
11,0.004620803569596474,0.2799650444959666,0.008519433815101849,0.07740515486140176,5.979704734504705e-06,0.10455035891941553,0.0017207976579715909,0.4738910101178929,0.0005417255135536556,6.183795833523266e-07,0.0003693876477471724,0.005601363905527626,0.09326819887400359,0.024657467274441337,0.13957580599541183
12,0.0092859854783559,0.27629354334520917,0.013291245263861735,0.09852761356020263,3.368162161341746e-06,0.12732119714720136,0.002895598836154619,0.5011130800260355,0.0005934294119793546,1.1646701882959113e-06,0.0002897586825958879,0.009150864020530142,0.06683621204077181,0.04464587172261525,0.17237028898312617
13,0.01969033231954924,0.2924539280277654,0.017510553237318063,0.10971195630128516,1.3672454155520892e-06,0.05824302622502968,0.004216238323910822,0.5642046659105762,0.001397363135877636,4.4436481765189127e-07,0.0005142341869236889,0.014829637940268007,0.04499611996608997,0.060918452138427136,0.1503101857892752
