TIMESTAMP,ELS25196_OPEN_PRICE_USD,ELS25196_HIGH_PRICE_USD,ELS25196_LOW_PRICE_USD,ELS25196_CLOSE_PRICE_USD,ELS25196_VOLUME_USD,ELS25196_DIVIDENDS_USD,ELS25196_STOCK_SPLITS_USD
2023-06-28 00:00:00+00:00,0.21102899312973022,0.5282869935035706,0.20899899303913116,0.30102699995040894,1170506,0.0,0.0
2023-06-29 00:00:00+00:00,0.30150601267814636,0.344310998916626,0.2648409903049469,0.26489201188087463,193609,0.0,0.0
2023-06-30 00:00:00+00:00,0.26488199830055237,0.26489800214767456,0.25599101185798645,0.25909000635147095,49537,0.0,0.0
2023-07-01 00:00:00+00:00,0.2590920031070709,0.3079890012741089,0.25039198994636536,0.2599230110645294,37785,0.0,0.0
2023-07-02 00:00:00+00:00,0.25992199778556824,0.35284700989723206,0.2551589906215668,0.2769300043582916,177455,0.0,0.0
2023-07-03 00:00:00+00:00,0.275613009929657,0.2984029948711395,0.2452699989080429,0.24595700204372406,97002,0.0,0.0
2023-07-04 00:00:00+00:00,0.24585500359535217,0.2614690065383911,0.22933800518512726,0.230663001537323,46228,0.0,0.0
2023-07-05 00:00:00+00:00,0.23076100647449493,0.23248399794101715,0.22931300103664398,0.2310979962348938,225800,0.0,0.0
2023-07-06 00:00:00+00:00,0.2310989946126938,0.2319519966840744,0.2295989990234375,0.22987599670886993,15571,0.0,0.0
2023-07-07 00:00:00+00:00,0.22985999286174774,0.2321850061416626,0.22891899943351746,0.23063300549983978,197573,0.0,0.0
2023-07-08 00:00:00+00:00,0.23062099516391754,0.23133499920368195,0.23030899465084076,0.23113800585269928,214631,0.0,0.0
2023-07-09 00:00:00+00:00,0.23114199936389923,0.23123699426651,0.23092299699783325,0.23110100626945496,242002,0.0,0.0
2023-07-10 00:00:00+00:00,0.231113001704216,0.23130099475383759,0.22805100679397583,0.22805100679397583,57230,0.0,0.0
2023-07-11 00:00:00+00:00,0.22833099961280823,0.2305240035057068,0.20821300148963928,0.20841099321842194,360179,0.0,0.0
2023-07-12 00:00:00+00:00,0.2084130048751831,0.2085060030221939,0.19575199484825134,0.20220699906349182,322811,0.0,0.0
2023-07-13 00:00:00+00:00,0.20213499665260315,0.20295299589633942,0.1797959953546524,0.1799740046262741,398606,0.0,0.0
2023-07-14 00:00:00+00:00,0.1799750030040741,0.1809689998626709,0.1694599986076355,0.17870600521564484,79431,0.0,0.0
2023-07-15 00:00:00+00:00,0.17870299518108368,0.1787489950656891,0.15051299333572388,0.15470300614833832,25194,0.0,0.0
2023-07-16 00:00:00+00:00,0.15517699718475342,0.1560019999742508,0.1488720029592514,0.14893099665641785,63032,0.0,0.0
2023-07-17 00:00:00+00:00,0.14893299341201782,0.1535869985818863,0.14654499292373657,0.15337300300598145,55563,0.0,0.0
2023-07-18 00:00:00+00:00,0.1533679962158203,0.44922301173210144,0.15317800641059875,0.26205500960350037,364697,0.0,0.0
2023-07-19 00:00:00+00:00,0.26208600401878357,0.26461100578308105,0.16119100153446198,0.16119100153446198,111326,0.0,0.0
2023-07-20 00:00:00+00:00,0.16058799624443054,0.18057000637054443,0.16058799624443054,0.16388000547885895,62275,0.0,0.0
2023-07-21 00:00:00+00:00,0.16388000547885895,0.19560599327087402,0.15962499380111694,0.16675500571727753,90662,0.0,0.0
2023-07-22 00:00:00+00:00,0.1667570024728775,0.18283000588417053,0.1661970019340515,0.18029999732971191,66613,0.0,0.0
2023-07-23 00:00:00+00:00,0.1805330067873001,0.1806049942970276,0.15254199504852295,0.1649630069732666,74026,0.0,0.0
2023-07-24 00:00:00+00:00,0.16488100588321686,0.2148749977350235,0.15848800539970398,0.17433799803256989,109004,0.0,0.0
