TIMESTAMP,BTCAT_OPEN_PRICE_USD,BTCAT_HIGH_PRICE_USD,BTCAT_LOW_PRICE_USD,BTCAT_CLOSE_PRICE_USD,BTCAT_VOLUME_USD,BTCAT_DIVIDENDS_USD,BTCAT_STOCK_SPLITS_USD
2024-04-05 00:00:00+00:00,,,,0.0,650664,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,2596293,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,638594,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,134235,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,63351,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,36095,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,51035,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,62004,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,18674,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,26387,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,10489,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,5896,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,6990,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,11519,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,4355,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,8156,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,8456,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,10578,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,31312,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,23198,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,5472,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,10951,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,14124,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,7292,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,3000,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,5248,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,4047,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,3759,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,2221,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,2301,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,10545,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,9793,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,3010,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,4118,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,2420,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,17555,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,1612,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,1342,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,1939,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,8394,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,9055,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,8656,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,5875,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,1122,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,688,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,2368,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,619,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,261,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,3147,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,70,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,1607,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,1050,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,330,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,1170,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,1081,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,3019,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,717,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,8807,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,2320,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,7308,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,823,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,1892,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,2210,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,486,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,1576,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,1551,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,1464,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,1360,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,448,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,86,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,200,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,1343,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,38,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,525,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,625,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,110,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,197,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,208,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,71,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,487,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,220,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,198,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,456,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,266,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,550,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,183,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,111,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,20,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,14,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,216,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,139,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,142,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,308,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,286,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,1156,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,474,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,21,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,654,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,1831,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,526,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,325,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,31,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,25,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,55,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,32,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,343,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,318,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,17,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,532,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,139,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,102,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,374,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,35,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,83,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,19,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,28,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,24,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,28,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,63,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,83,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,406,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,223,0.0,0.0
