TIMESTAMP,BOBLS_OPEN_PRICE_USD,BOBLS_HIGH_PRICE_USD,BOBLS_LOW_PRICE_USD,BOBLS_CLOSE_PRICE_USD,BOBLS_VOLUME_USD,BOBLS_DIVIDENDS_USD,BOBLS_STOCK_SPLITS_USD
2025-01-06 00:00:00+00:00,0.0025500000920146704,0.0025649999734014273,0.0025049999821931124,0.0025239998940378428,166819,0.0,0.0
2025-01-07 00:00:00+00:00,0.0025239998940378428,0.0025289999321103096,0.0018269999418407679,0.0020630001090466976,124113,0.0,0.0
2025-01-08 00:00:00+00:00,0.0020630001090466976,0.0020649998914450407,0.0014799999771639705,0.0017170000355690718,214887,0.0,0.0
2025-01-09 00:00:00+00:00,0.0017170000355690718,0.001914000022225082,0.0017170000355690718,0.001867000013589859,167885,0.0,0.0
2025-01-10 00:00:00+00:00,0.001867000013589859,0.0040699997916817665,0.0017089999746531248,0.0022299999836832285,1347885,0.0,0.0
2025-01-11 00:00:00+00:00,0.0022299999836832285,0.0026400000788271427,0.0021269998978823423,0.002196999965235591,155194,0.0,0.0
2025-01-12 00:00:00+00:00,0.002196999965235591,0.0022169998846948147,0.002019000006839633,0.0020210000220686197,144728,0.0,0.0
2025-01-13 00:00:00+00:00,0.0020210000220686197,0.002044999971985817,0.0017729999963194132,0.0017740000039339066,157085,0.0,0.0
2025-01-14 00:00:00+00:00,0.0017740000039339066,0.0018680000212043524,0.0017549999756738544,0.0018210000125691295,151167,0.0,0.0
2025-01-15 00:00:00+00:00,0.0018210000125691295,0.0018680000212043524,0.0018189999973401427,0.0018350000027567148,146246,0.0,0.0
2025-01-16 00:00:00+00:00,0.0018350000027567148,0.002326000016182661,0.001702000037766993,0.0017389999702572823,155876,0.0,0.0
2025-01-17 00:00:00+00:00,0.0017389999702572823,0.0017399999778717756,0.0015960000455379486,0.0016499999910593033,139354,0.0,0.0
2025-01-18 00:00:00+00:00,0.0016499999910593033,0.002114000031724572,0.0015360000543296337,0.002107999986037612,231263,0.0,0.0
2025-01-19 00:00:00+00:00,0.002107999986037612,0.002919000107795,0.0019570000004023314,0.0020959998946636915,215359,0.0,0.0
2025-01-20 00:00:00+00:00,0.0020959998946636915,0.0021540001034736633,0.0013439999893307686,0.0020280000753700733,261324,0.0,0.0
2025-01-21 00:00:00+00:00,0.0020280000753700733,0.0023950000759214163,0.0019509999547153711,0.002222999930381775,215117,0.0,0.0
2025-01-22 00:00:00+00:00,0.002222999930381775,0.0024530000519007444,0.0022189998999238014,0.0023429999127984047,177482,0.0,0.0
2025-01-23 00:00:00+00:00,0.0023429999127984047,0.0023759999312460423,0.0018729999428614974,0.0019440000178292394,176931,0.0,0.0
2025-01-24 00:00:00+00:00,0.0019440000178292394,0.0028460000175982714,0.0019440000178292394,0.002512000035494566,227308,0.0,0.0
2025-01-25 00:00:00+00:00,0.002512000035494566,0.002558999927714467,0.002389000030234456,0.0024880000855773687,176442,0.0,0.0
2025-01-26 00:00:00+00:00,0.0024880000855773687,0.002512000035494566,0.0023010000586509705,0.0023219999857246876,156865,0.0,0.0
2025-01-27 00:00:00+00:00,0.0023219999857246876,0.0023429999127984047,0.0017760000191628933,0.0020280000753700733,200825,0.0,0.0
2025-01-28 00:00:00+00:00,0.0020280000753700733,0.0020359999034553766,0.0017269999952986836,0.0017709999810904264,206471,0.0,0.0
2025-01-29 00:00:00+00:00,0.0017709999810904264,0.0018579999450594187,0.0016959999920800328,0.0018260000506415963,197130,0.0,0.0
2025-01-30 00:00:00+00:00,0.0018260000506415963,0.0018909999635070562,0.0018070000223815441,0.0018769999733194709,155668,0.0,0.0
2025-01-31 00:00:00+00:00,0.0018769999733194709,0.0018769999733194709,0.001664999988861382,0.0017079999670386314,186410,0.0,0.0
2025-02-01 00:00:00+00:00,0.0017079999670386314,0.0017719999887049198,0.001386999967508018,0.001386999967508018,182071,0.0,0.0
2025-02-02 00:00:00+00:00,0.001386999967508018,0.0014830000000074506,0.0013229999458417296,0.0013419999741017818,177949,0.0,0.0
2025-02-03 00:00:00+00:00,0.0013419999741017818,0.001598999951966107,0.0012730000307783484,0.0015610000118613243,184253,0.0,0.0
2025-02-04 00:00:00+00:00,0.0015610000118613243,0.002051000017672777,0.0015610000118613243,0.0017810000572353601,197311,0.0,0.0
2025-02-05 00:00:00+00:00,0.0017810000572353601,0.0018889999482780695,0.0016560000367462635,0.001711999997496605,175404,0.0,0.0
