TIMESTAMP,GRIN_OPEN_PRICE_USD,GRIN_HIGH_PRICE_USD,GRIN_LOW_PRICE_USD,GRIN_CLOSE_PRICE_USD,GRIN_VOLUME_USD,GRIN_DIVIDENDS_USD,GRIN_STOCK_SPLITS_USD
2019-01-27 00:00:00+00:00,9.961668968200684,14.476284980773926,9.955406188964844,14.364803314208984,15941428,0.0,0.0
2019-01-28 00:00:00+00:00,14.866236686706543,14.866236686706543,8.437044143676758,10.3090238571167,10613946,0.0,0.0
2019-01-29 00:00:00+00:00,10.341909408569336,10.488883018493652,8.23681926727295,8.844808578491211,6310407,0.0,0.0
2019-01-30 00:00:00+00:00,8.876498222351074,8.876498222351074,6.381534099578857,6.930054187774658,5777397,0.0,0.0
2019-01-31 00:00:00+00:00,6.971272945404053,6.971272945404053,5.077176094055176,5.627320766448975,4994843,0.0,0.0
2019-02-01 00:00:00+00:00,5.570352077484131,6.86012601852417,4.993194103240967,6.366878986358643,5894634,0.0,0.0
2019-02-02 00:00:00+00:00,6.354712009429932,6.555354118347168,5.802300930023193,6.043948173522949,4970725,0.0,0.0
2019-02-03 00:00:00+00:00,5.989093780517578,6.09536600112915,5.216938018798828,5.280701160430908,5006311,0.0,0.0
2019-02-04 00:00:00+00:00,5.314138889312744,5.414711952209473,5.256453990936279,5.344717025756836,4701760,0.0,0.0
2019-02-05 00:00:00+00:00,5.3243279457092285,5.443850040435791,4.897363185882568,4.953636169433594,4932231,0.0,0.0
2019-02-06 00:00:00+00:00,4.941884994506836,4.941884994506836,4.2914838790893555,4.323495864868164,4506477,0.0,0.0
2019-02-07 00:00:00+00:00,4.317560195922852,4.453358173370361,3.805605888366699,3.9144110679626465,4031206,0.0,0.0
2019-02-08 00:00:00+00:00,3.910362958908081,4.3726019859313965,3.6212260723114014,4.207427978515625,4426124,0.0,0.0
2019-02-09 00:00:00+00:00,4.166851043701172,5.288005828857422,3.91936993598938,5.198672771453857,6649807,0.0,0.0
2019-02-10 00:00:00+00:00,5.194665908813477,6.069811820983887,5.1627349853515625,5.8743767738342285,8580550,0.0,0.0
2019-02-11 00:00:00+00:00,5.837678909301758,5.906033039093018,5.038754940032959,5.189445972442627,5316881,0.0,0.0
2019-02-12 00:00:00+00:00,5.170434951782227,5.186026096343994,5.047423839569092,5.113350868225098,10124246,0.0,0.0
