TIMESTAMP,RIF_OPEN_PRICE_USD,RIF_HIGH_PRICE_USD,RIF_LOW_PRICE_USD,RIF_CLOSE_PRICE_USD,RIF_VOLUME_USD,RIF_DIVIDENDS_USD,RIF_STOCK_SPLITS_USD
2019-01-16 00:00:00+00:00,0.20823200047016144,0.20823200047016144,0.20341800153255463,0.20341800153255463,443407,0.0,0.0
2019-01-17 00:00:00+00:00,0.2033890038728714,0.22180399298667908,0.19716499745845795,0.2003750056028366,574864,0.0,0.0
2019-01-18 00:00:00+00:00,0.2001049965620041,0.20043200254440308,0.1508750021457672,0.15963900089263916,379379,0.0,0.0
2019-01-19 00:00:00+00:00,0.1604830026626587,0.17728400230407715,0.14670200645923615,0.1485929936170578,277984,0.0,0.0
2019-01-20 00:00:00+00:00,0.14850400388240814,0.15321099758148193,0.09210599958896637,0.11431899666786194,513575,0.0,0.0
2019-01-21 00:00:00+00:00,0.10320699959993362,0.11727499961853027,0.09059400111436844,0.10594400018453598,421067,0.0,0.0
2019-01-22 00:00:00+00:00,0.10621999949216843,0.13546200096607208,0.10287199914455414,0.1309950053691864,278853,0.0,0.0
2019-01-23 00:00:00+00:00,0.13083100318908691,0.16243599355220795,0.12436900287866592,0.129271000623703,219502,0.0,0.0
2019-01-24 00:00:00+00:00,0.12156300246715546,0.1367579996585846,0.12156300246715546,0.12843500077724457,194898,0.0,0.0
2019-01-25 00:00:00+00:00,0.12872099876403809,0.13660000264644623,0.1276479959487915,0.13389399647712708,174531,0.0,0.0
2019-01-26 00:00:00+00:00,0.13378499448299408,0.13702300190925598,0.13006000220775604,0.13527600467205048,161568,0.0,0.0
2019-01-27 00:00:00+00:00,0.13562700152397156,0.14656800031661987,0.13318100571632385,0.1380620002746582,212483,0.0,0.0
2019-01-28 00:00:00+00:00,0.1381949931383133,0.13838300108909607,0.12793900072574615,0.13197599351406097,204977,0.0,0.0
2019-01-29 00:00:00+00:00,0.1329900026321411,0.13311900198459625,0.12529399991035461,0.12638600170612335,190952,0.0,0.0
2019-01-30 00:00:00+00:00,0.12647700309753418,0.13172399997711182,0.12592099606990814,0.13006600737571716,172347,0.0,0.0
2019-01-31 00:00:00+00:00,0.1300240010023117,0.13015900552272797,0.12302900105714798,0.12454800307750702,160070,0.0,0.0
2019-02-01 00:00:00+00:00,0.1247590035200119,0.12575100362300873,0.10516799986362457,0.11312799900770187,126739,0.0,0.0
2019-02-02 00:00:00+00:00,0.11306499689817429,0.12099699676036835,0.09825599938631058,0.10136900097131729,137766,0.0,0.0
2019-02-03 00:00:00+00:00,0.10120899975299835,0.10244899988174438,0.09455999732017517,0.0953890010714531,121089,0.0,0.0
2019-02-04 00:00:00+00:00,0.09571900218725204,0.10008899867534637,0.08995699882507324,0.09179200232028961,116338,0.0,0.0
2019-02-05 00:00:00+00:00,0.09160000085830688,0.10029199719429016,0.0895330011844635,0.09536699950695038,178350,0.0,0.0
