TIMESTAMP,FPS29092_OPEN_PRICE_USD,FPS29092_HIGH_PRICE_USD,FPS29092_LOW_PRICE_USD,FPS29092_CLOSE_PRICE_USD,FPS29092_VOLUME_USD,FPS29092_DIVIDENDS_USD,FPS29092_STOCK_SPLITS_USD
2024-02-08 00:00:00+00:00,0.08191200345754623,0.09706799685955048,0.08003000169992447,0.09447000175714493,204803,0.0,0.0
2024-02-09 00:00:00+00:00,0.09447000175714493,0.11073900014162064,0.08692000061273575,0.09700699895620346,216939,0.0,0.0
2024-02-10 00:00:00+00:00,0.09701000154018402,0.10139200091362,0.09662199765443802,0.10078199952840805,48686,0.0,0.0
2024-02-11 00:00:00+00:00,0.10037799924612045,0.10233300179243088,0.08529800176620483,0.09481900185346603,53849,0.0,0.0
2024-02-12 00:00:00+00:00,0.09483599662780762,0.09595300257205963,0.08729399740695953,0.08930400013923645,53632,0.0,0.0
2024-02-13 00:00:00+00:00,0.08930999785661697,0.09008199721574783,0.0841049998998642,0.08827099949121475,53000,0.0,0.0
2024-02-14 00:00:00+00:00,0.08827099949121475,0.09003999829292297,0.08636700361967087,0.08956500142812729,32745,0.0,0.0
2024-02-15 00:00:00+00:00,0.08959399908781052,0.09606499969959259,0.08956299722194672,0.09347199648618698,50181,0.0,0.0
2024-02-16 00:00:00+00:00,0.09347499907016754,0.11989700049161911,0.09345900267362595,0.11347600072622299,170739,0.0,0.0
2024-02-17 00:00:00+00:00,0.1134679988026619,0.12784400582313538,0.11190500110387802,0.1269579976797104,101483,0.0,0.0
2024-02-18 00:00:00+00:00,0.12702399492263794,0.15127000212669373,0.12385699898004532,0.1252879947423935,258211,0.0,0.0
2024-02-19 00:00:00+00:00,0.12528899312019348,0.15923400223255157,0.12303200364112854,0.15826299786567688,169444,0.0,0.0
2024-02-20 00:00:00+00:00,0.15826299786567688,0.16781200468540192,0.14003999531269073,0.15455499291419983,207469,0.0,0.0
2024-02-21 00:00:00+00:00,0.15454000234603882,0.4879379868507385,0.14831200242042542,0.3814910054206848,2921088,0.0,0.0
2024-02-22 00:00:00+00:00,0.38027098774909973,0.43904998898506165,0.26678401231765747,0.3365679979324341,1784301,0.0,0.0
2024-02-23 00:00:00+00:00,0.33663201332092285,0.3735550045967102,0.2702789902687073,0.30963200330734253,367070,0.0,0.0
2024-02-24 00:00:00+00:00,0.30963099002838135,0.37763500213623047,0.29144299030303955,0.31446000933647156,406407,0.0,0.0
2024-02-25 00:00:00+00:00,0.31446000933647156,0.3630549907684326,0.28915899991989136,0.3131920099258423,377350,0.0,0.0
2024-02-26 00:00:00+00:00,0.31175199151039124,0.31665000319480896,0.2926659882068634,0.3114140033721924,139404,0.0,0.0
2024-02-27 00:00:00+00:00,0.3114140033721924,0.3126470148563385,0.23980900645256042,0.25692299008369446,331441,0.0,0.0
2024-02-28 00:00:00+00:00,0.25663599371910095,0.2673279941082001,0.20837199687957764,0.21714599430561066,351216,0.0,0.0
2024-02-29 00:00:00+00:00,0.2168949991464615,0.3413049876689911,0.19179899990558624,0.2116129994392395,755624,0.0,0.0
2024-03-01 00:00:00+00:00,0.21163299679756165,0.26054999232292175,0.19353200495243073,0.20821499824523926,502866,0.0,0.0
2024-03-02 00:00:00+00:00,0.20822100341320038,0.25023800134658813,0.20816099643707275,0.2405640035867691,263667,0.0,0.0
2024-03-03 00:00:00+00:00,0.24053600430488586,0.24705100059509277,0.225832000374794,0.23586000502109528,140494,0.0,0.0
2024-03-04 00:00:00+00:00,0.2358579933643341,0.23819200694561005,0.19153200089931488,0.212909996509552,311714,0.0,0.0
2024-03-05 00:00:00+00:00,0.2129029929637909,0.2324730008840561,0.17819100618362427,0.20477400720119476,494919,0.0,0.0
2024-03-06 00:00:00+00:00,0.20477400720119476,0.22006100416183472,0.1943340003490448,0.20375999808311462,175298,0.0,0.0
2024-03-07 00:00:00+00:00,0.20358599722385406,0.22497500479221344,0.20102599263191223,0.21392400562763214,159346,0.0,0.0
2024-03-08 00:00:00+00:00,0.21390900015830994,0.2148749977350235,0.19496199488639832,0.19961300492286682,103090,0.0,0.0
2024-03-09 00:00:00+00:00,0.19961300492286682,0.21877899765968323,0.1932629942893982,0.1991409957408905,158451,0.0,0.0
