,Frequency,ADF_P_Val,ADF_Determination,KPSS_P_Val,KPSS_Determination
0,12_Hour,0.12993084336878086,Non-Stationary,0.01,Non-Stationary
1,1_Day,0.04947240230412918,Stationary,0.01,Non-Stationary
2,1_Hour,0.16479365070044005,Non-Stationary,0.01,Non-Stationary
3,2_Hour,0.1162069467437955,Non-Stationary,0.01,Non-Stationary
4,4_Hour,0.10793276217142611,Non-Stationary,0.01,Non-Stationary
5,6_Hour,0.12156842489304387,Non-Stationary,0.01,Non-Stationary
6,8_Hour,0.11425094321283957,Non-Stationary,0.01,Non-Stationary
