TIMESTAMP,SPORE9468_OPEN_PRICE_USD,SPORE9468_HIGH_PRICE_USD,SPORE9468_LOW_PRICE_USD,SPORE9468_CLOSE_PRICE_USD,SPORE9468_VOLUME_USD,SPORE9468_DIVIDENDS_USD,SPORE9468_STOCK_SPLITS_USD
2021-04-29 00:00:00+00:00,,,,0.0,6610978,0.0,0.0
2021-04-30 00:00:00+00:00,,,,0.0,26193778,0.0,0.0
2021-05-01 00:00:00+00:00,,,,0.0,8677985,0.0,0.0
2021-05-02 00:00:00+00:00,,,,0.0,2979894,0.0,0.0
2021-05-03 00:00:00+00:00,,,,0.0,2364848,0.0,0.0
2021-05-04 00:00:00+00:00,,,,0.0,2865674,0.0,0.0
2021-05-05 00:00:00+00:00,,,,0.0,1619958,0.0,0.0
2021-05-06 00:00:00+00:00,,,,0.0,1505754,0.0,0.0
2021-05-07 00:00:00+00:00,,,,0.0,818938,0.0,0.0
2021-05-08 00:00:00+00:00,,,,0.0,3590370,0.0,0.0
2021-05-09 00:00:00+00:00,,,,0.0,3880886,0.0,0.0
2021-05-10 00:00:00+00:00,,,,0.0,1219881,0.0,0.0
2021-05-11 00:00:00+00:00,,,,0.0,372761,0.0,0.0
2021-05-17 00:00:00+00:00,,,,0.0,77906,0.0,0.0
2021-05-18 00:00:00+00:00,,,,0.0,21271,0.0,0.0
2021-05-19 00:00:00+00:00,,,,0.0,20299,0.0,0.0
2021-05-20 00:00:00+00:00,,,,0.0,20795,0.0,0.0
2021-05-21 00:00:00+00:00,,,,0.0,72560,0.0,0.0
2021-05-22 00:00:00+00:00,,,,0.0,7343,0.0,0.0
2021-05-23 00:00:00+00:00,,,,0.0,352106,0.0,0.0
2021-05-24 00:00:00+00:00,,,,0.0,450504,0.0,0.0
2021-05-25 00:00:00+00:00,,,,0.0,356326,0.0,0.0
2021-05-26 00:00:00+00:00,,,,0.0,325485,0.0,0.0
2021-05-27 00:00:00+00:00,,,,0.0,312420,0.0,0.0
2021-05-28 00:00:00+00:00,,,,0.0,286447,0.0,0.0
2021-05-29 00:00:00+00:00,,,,0.0,242447,0.0,0.0
2021-05-30 00:00:00+00:00,,,,0.0,241168,0.0,0.0
2021-05-31 00:00:00+00:00,,,,0.0,216679,0.0,0.0
2021-06-01 00:00:00+00:00,,,,0.0,179734,0.0,0.0
2021-06-02 00:00:00+00:00,,,,0.0,180995,0.0,0.0
2021-06-03 00:00:00+00:00,,,,0.0,151549,0.0,0.0
2021-06-04 00:00:00+00:00,,,,0.0,124264,0.0,0.0
2021-06-05 00:00:00+00:00,,,,0.0,125942,0.0,0.0
2021-06-06 00:00:00+00:00,,,,0.0,178380,0.0,0.0
2021-06-07 00:00:00+00:00,,,,0.0,192660,0.0,0.0
2021-06-08 00:00:00+00:00,,,,0.0,156599,0.0,0.0
2021-06-09 00:00:00+00:00,,,,0.0,130770,0.0,0.0
2021-06-10 00:00:00+00:00,,,,0.0,136186,0.0,0.0
2021-06-11 00:00:00+00:00,,,,0.0,125036,0.0,0.0
2021-06-12 00:00:00+00:00,,,,0.0,95176,0.0,0.0
2021-06-13 00:00:00+00:00,,,,0.0,86601,0.0,0.0
2021-06-14 00:00:00+00:00,,,,0.0,46883,0.0,0.0
