,MSE,MAE,RMSE,MAPE,R2
0,3148249.645194384,1396.3093541666672,1774.3307598061822,0.039355316806739905,0.42659779858332547
1,1008562.9640346828,817.3696093749994,1004.2723555065543,0.023598168200974556,0.894570345198555
2,2106293.263160863,1209.5133064516126,1451.3074323384633,0.026650462318004907,0.7952637861340347
3,3176961.762772253,1320.087416666666,1782.4033670222498,0.029105874125886867,0.6668078388770182
4,3679933.7668570913,1551.4095413306445,1918.3153460411797,0.02687692415481267,0.851127300355566
5,3808324.987623252,1530.3160833333325,1951.4930150075486,0.025551036278594938,0.7049072397245937
6,2586496.8204326965,1195.7726864919352,1608.258940728357,0.02446703422259443,0.6359997037135894
7,1175378.239997232,733.9611995967745,1084.148624496306,0.01820155576069535,0.8992105875577432
8,2999868.472613754,1183.4626004464283,1732.0128384667805,0.029003438159531915,0.5194972983699772
9,1722662.066355832,973.7342842741937,1312.5022157527324,0.023506755777999436,0.7941848090682342
10,1055036.2969029616,850.3424114583332,1027.1495981126418,0.020772118796218545,0.8312742566119076
11,1898217.1061887334,1040.9915264423078,1377.7579998638125,0.03277169117136941,0.8496820984151467
Mean,2363832.1160111446,1150.2725016694915,1501.9960410952342,0.026655031314451915,0.7390935885508076
