TIMESTAMP,SMART23520_OPEN_PRICE_USD,SMART23520_HIGH_PRICE_USD,SMART23520_LOW_PRICE_USD,SMART23520_CLOSE_PRICE_USD,SMART23520_VOLUME_USD,SMART23520_DIVIDENDS_USD,SMART23520_STOCK_SPLITS_USD
2023-02-15 00:00:00+00:00,3.406913995742798,3.74625301361084,3.2683730125427246,3.563878059387207,8528841,0.0,0.0
2023-02-16 00:00:00+00:00,3.562598943710327,7.378168106079102,3.556720018386841,5.5272040367126465,5888064,0.0,0.0
2023-02-17 00:00:00+00:00,5.530567169189453,9.683206558227539,5.522065162658691,8.939538955688477,5369548,0.0,0.0
2023-02-18 00:00:00+00:00,8.940951347351074,9.21638298034668,7.55536413192749,7.6816558837890625,3897349,0.0,0.0
2023-02-19 00:00:00+00:00,7.686305046081543,8.164445877075195,6.462989807128906,6.844555854797363,5025219,0.0,0.0
2023-02-20 00:00:00+00:00,6.849495887756348,8.75447940826416,5.9424238204956055,8.44437026977539,2937339,0.0,0.0
2023-02-21 00:00:00+00:00,8.447501182556152,9.086413383483887,7.399324893951416,7.470154762268066,2167555,0.0,0.0
2023-02-22 00:00:00+00:00,7.466125011444092,8.111265182495117,7.045470237731934,7.381392955780029,2555780,0.0,0.0
2023-02-23 00:00:00+00:00,7.382152080535889,8.504005432128906,7.328127861022949,8.235320091247559,1892534,0.0,0.0
2023-02-24 00:00:00+00:00,8.23531436920166,8.314092636108398,7.644615173339844,8.310729026794434,381734,0.0,0.0
2023-02-25 00:00:00+00:00,8.310723304748535,8.313858032226562,7.147600173950195,7.634285926818848,2282514,0.0,0.0
2023-02-26 00:00:00+00:00,7.632727146148682,7.637022972106934,6.125577926635742,6.7014970779418945,2063512,0.0,0.0
2023-02-27 00:00:00+00:00,6.700132846832275,7.61151123046875,6.68822717666626,7.190295219421387,1527006,0.0,0.0
2023-02-28 00:00:00+00:00,7.190340995788574,7.193790912628174,6.395884037017822,6.4075398445129395,1041533,0.0,0.0
2023-03-01 00:00:00+00:00,6.407139778137207,7.142906188964844,6.381608963012695,7.118450164794922,1779950,0.0,0.0
2023-03-02 00:00:00+00:00,7.1174421310424805,7.743467807769775,5.573876857757568,7.5016961097717285,2421138,0.0,0.0
2023-03-03 00:00:00+00:00,7.502200126647949,7.540074825286865,6.807538032531738,6.926840782165527,2304945,0.0,0.0
2023-03-04 00:00:00+00:00,6.927002906799316,7.766231060028076,6.911891937255859,7.3339691162109375,1723744,0.0,0.0
2023-03-05 00:00:00+00:00,7.333169937133789,8.121631622314453,7.317860126495361,8.117424011230469,1655597,0.0,0.0
2023-03-06 00:00:00+00:00,8.117573738098145,8.401655197143555,7.888147830963135,8.400795936584473,1904322,0.0,0.0
2023-03-07 00:00:00+00:00,8.401419639587402,8.687872886657715,7.815298080444336,7.818302154541016,1344995,0.0,0.0
2023-03-08 00:00:00+00:00,7.816902160644531,7.833716869354248,6.39914608001709,6.875980854034424,2000008,0.0,0.0
2023-03-09 00:00:00+00:00,6.876948833465576,7.104622840881348,5.98629093170166,5.990602970123291,2226129,0.0,0.0
2023-03-10 00:00:00+00:00,5.989893913269043,6.0227370262146,3.6144320964813232,3.9141619205474854,2385261,0.0,0.0
2023-03-11 00:00:00+00:00,3.9159350395202637,4.10088586807251,2.9023430347442627,2.9412739276885986,2072266,0.0,0.0
2023-03-12 00:00:00+00:00,2.93652606010437,2.9494469165802,2.151603937149048,2.5466670989990234,1591540,0.0,0.0
2023-03-13 00:00:00+00:00,2.5469110012054443,2.5563719272613525,2.3726439476013184,2.383862018585205,2843803,0.0,0.0
2023-03-14 00:00:00+00:00,2.383923053741455,2.3886098861694336,2.3558239936828613,2.356518030166626,2670206,0.0,0.0
2023-03-15 00:00:00+00:00,2.3571128845214844,2.3574769496917725,1.686020016670227,1.687304973602295,1427804,0.0,0.0
2023-03-16 00:00:00+00:00,1.687069058418274,2.001688003540039,1.5780349969863892,1.9996470212936401,2089803,0.0,0.0
2023-03-17 00:00:00+00:00,2.0006120204925537,2.208101987838745,1.9992530345916748,2.0560948848724365,2095041,0.0,0.0
2023-03-18 00:00:00+00:00,2.056462049484253,2.0574231147766113,1.9459569454193115,1.952949047088623,2227880,0.0,0.0
