TIMESTAMP,FINC_OPEN_PRICE_USD,FINC_HIGH_PRICE_USD,FINC_LOW_PRICE_USD,FINC_CLOSE_PRICE_USD,FINC_VOLUME_USD,FINC_DIVIDENDS_USD,FINC_STOCK_SPLITS_USD
2024-01-04 00:00:00+00:00,0.2115509957075119,0.3271929919719696,0.21067200601100922,0.2876330018043518,655656,0.0,0.0
2024-01-05 00:00:00+00:00,0.285645991563797,0.3651669919490814,0.2645159959793091,0.3018749952316284,905511,0.0,0.0
2024-01-06 00:00:00+00:00,0.30188798904418945,0.30334699153900146,0.25946301221847534,0.2701910138130188,167990,0.0,0.0
2024-01-07 00:00:00+00:00,0.27021801471710205,0.29548799991607666,0.2685979902744293,0.28736698627471924,199826,0.0,0.0
2024-01-08 00:00:00+00:00,0.28762000799179077,0.29087701439857483,0.24021799862384796,0.2548289895057678,321399,0.0,0.0
2024-01-09 00:00:00+00:00,0.25481998920440674,0.2548460066318512,0.21311500668525696,0.2224079966545105,169199,0.0,0.0
2024-01-10 00:00:00+00:00,0.223471000790596,0.23418700695037842,0.21186800301074982,0.23416200280189514,184856,0.0,0.0
2024-01-11 00:00:00+00:00,0.23419299721717834,0.2501940131187439,0.2227039933204651,0.22316400706768036,126970,0.0,0.0
2024-01-12 00:00:00+00:00,0.22317899763584137,0.22845399379730225,0.21292099356651306,0.21818800270557404,131451,0.0,0.0
2024-01-13 00:00:00+00:00,0.2180750072002411,0.2490690052509308,0.21587200462818146,0.24419300258159637,171797,0.0,0.0
2024-01-14 00:00:00+00:00,0.2441979944705963,0.24565500020980835,0.2333959937095642,0.23940899968147278,87275,0.0,0.0
2024-01-15 00:00:00+00:00,0.23941099643707275,0.2762109935283661,0.23664100468158722,0.2614290118217468,255754,0.0,0.0
2024-01-16 00:00:00+00:00,0.26144498586654663,0.2621789872646332,0.24226899445056915,0.24385499954223633,107688,0.0,0.0
2024-01-17 00:00:00+00:00,0.2438420057296753,0.24866899847984314,0.23978999257087708,0.2411399930715561,60619,0.0,0.0
2024-01-18 00:00:00+00:00,0.2411479949951172,0.24115100502967834,0.21754099428653717,0.21754999458789825,124730,0.0,0.0
2024-01-19 00:00:00+00:00,0.21755200624465942,0.2190369963645935,0.20521500706672668,0.2093999981880188,92833,0.0,0.0
2024-01-20 00:00:00+00:00,0.20938999950885773,0.21275000274181366,0.2043820023536682,0.21151000261306763,50074,0.0,0.0
