,BTC
QBC,4.211564924293498e-06
IBANK,2.51540218615482e-05
XEM,3.818749461919738e-05
ETH,6.970277515688016e-05
XRP,0.0002084349690606616
GAS,0.0010861009804254433
SC,0.0013553346895708886
QTUM,0.001721528293781817
LTC,0.0024563595563051386
ARK,0.0045908000497171695
CJ,0.005005095781988956
ETC,0.005392293053755549
KMD,0.006617736319594685
SWING,0.007001545186026364
FRN,0.011139380662719887
TAJ,0.011396197688851873
RBT,0.017990699459516205
KOBO,0.02014110128837016
C2,0.020395664124459263
RLC,0.020578795836620412
ZEC,0.02074271716289755
SKULL,0.02384395900879823
ZCL,0.027429696743295373
USDT,0.03142415380499734
DGB,0.03190163980814833
SYS,0.03270636124663478
XLM,0.033310458361967665
LTCR,0.033574959138478605
XMS,0.034053623219381726
WGR,0.0393052082058203
CREVA,0.03996092079695579
XWC,0.04186298316769866
EVIL,0.04193087367094784
ICON,0.042212282511005395
PPC,0.042350544940416325
NMC,0.04260610193732111
ZEN,0.04323964650098134
PXI,0.04565924700426115
VIDZ,0.04631105440643812
VLT,0.04873835928568907
XMR,0.04941470295136074
KURT,0.05144764031455578
GNO,0.0616674389261368
LOG,0.06882252661242516
VEC2,0.06927732898179213
IFC,0.07253425451634382
DASH,0.07265496777287558
ACES,0.07645727534804707
UNIT,0.07709764527132608
XPY,0.07827909760130793
MONA,0.0794097826502985
PIVX,0.08062291475219113
XHI,0.0873204386559936
ZET,0.0928476573299311
CETI,0.11120125643324959
AV,0.11883379348796944
IMS,0.11928444416937288
LSK,0.12113348492788467
PZM,0.12644473255409167
OZO,0.12755979703058293
POST,0.13024600346797338
AE,0.14071367540777077
MAID,0.1478429894226738
42,0.1535907564166736
BAT,0.15896210886712356
EUC,0.16252102107047184
NOBL,0.1658042382170954
DCT,0.16687800571080305
NXS,0.16812134157415182
WAVES,0.17529498936583537
TRST,0.1796707109636268
GBYTE,0.18199646241997003
ANT,0.18481047474054996
WBB,0.1848710870099273
FOREX,0.18738484830588753
ZUR,0.18872718392387186
FIRO,0.1926552743007303
WYZ,0.2049553694232409
ENT,0.20529054321286644
DOGE,0.20964146478610826
VAL,0.21171256962962393
HUSH,0.21259628161788752
COOL,0.2141308160734315
SKR,0.21560320922026863
DCR,0.2173544262765418
JLP,0.22236243382712143
NAV,0.23251688700162723
ZER,0.2330391977077128
HBD,0.23548199421027086
CARBON,0.24696017723615427
GRS,0.2512820509629439
SPR,0.2608982811093224
BTB,0.2660402091244877
CAB,0.2667645712565957
BS,0.2718171112439647
ZOOM,0.2781338203603646
OPAL,0.27960093376027234
LMC,0.2817317893832702
GLC,0.28837223049858896
MST,0.29035344671028135
XDN,0.2906774214847258
BLK,0.29735900332112464
PLU,0.2999244979813743
XPX,0.3014682316111728
ADZ,0.30297652026026584
CF,0.30654971058301667
ZYD,0.3070159987949402
IRL,0.3070780398075433
TAB,0.31227999733337714
BCN,0.3472329922084255
CKC,0.34827642759645466
EDRC,0.3521346004345344
NEWB,0.36361427503820987
BTCS,0.36565095584613355
2GIVE,0.3690047740719449
DEM,0.37116985644955924
LUN,0.3776007014493356
VERI,0.3807114851108932
BCDN,0.3817244415431726
STEEM,0.38327642015718383
ADC,0.39177965374481666
SILK,0.3918876602224527
SNRG,0.39221432166828296
LDOGE,0.4116133826070195
NETKO,0.4147326381365485
LAMB,0.42674767379097067
ARGUS,0.4274153791542487
FRC,0.4285376075903206
RBY,0.4373719953110377
MCN,0.44025052488523386
SXC,0.44693606256137774
XQN,0.4599870398088831
