,BTC
XRP,2.4415158207113778e-08
QBC,3.57595451800055e-07
IBANK,1.3636329649697093e-06
ETH,1.8184279954536427e-06
XEM,1.4585465317627959e-05
QTUM,2.0623260025990257e-05
LTCR,2.2866701792825934e-05
ACES,6.437600020972259e-05
USDT,0.00011043514532894724
TAJ,0.0001864150300861
IFC,0.00025091038995674996
GAS,0.00030560299379525
SWING,0.0005974940523501
SC,0.00059814583614235
LTC,0.0008579081992891001
RBT,0.001334379712546
CJ,0.0015117159464723
CETI,0.0017533855327852002
KURT,0.0018698776447853
FRN,0.0019829567009739
VEC2,0.00231543842370775
XLM,0.0023855780221551
ETC,0.00252365488922635
PXI,0.0025632823211684
ARK,0.002571080506972
DASH,0.00311314147223385
KMD,0.0034703646176915
KOBO,0.0039877361381561996
ICON,0.00406330030556465
XMS,0.00437907801628385
DOGE,0.0060869931672909005
EVIL,0.00662292154381025
VIDZ,0.0067207383474626
ZEC,0.00817146398143315
IMS,0.009668453282999551
DGB,0.010062418628200849
C2,0.0106750743118387
VLT,0.01261960768251175
XWC,0.01318702585680245
RLC,0.0135907353214308
XMR,0.014950865536099651
SYS,0.016534308665082348
ZEN,0.01676220327351015
WGR,0.01814797209313955
CREVA,0.0184917826327901
MONA,0.01861707460624165
POST,0.019097593012822302
SKULL,0.0202673274464173
ZCL,0.02170136011191105
PPC,0.022585295674452
UNIT,0.02722153764715895
GNO,0.0292585087930493
WBB,0.031541550875455404
ZET,0.03243401259247605
COOL,0.032854170762772444
NMC,0.033407302924678806
LOG,0.0343996523800146
AE,0.04672809507219295
EDRC,0.0483585029037939
XPY,0.050919251540895896
XHI,0.05681948532190255
FOREX,0.06555338521608225
LSK,0.06577192664994115
EUC,0.07033847010765
DEM,0.07980212759349875
PIVX,0.0840255185830025
MAID,0.09516968090859801
BAT,0.097006845052068
ENT,0.10516577392582815
DCT,0.10535514814948921
GBYTE,0.1075237834880616
PZM,0.1083521600208477
AV,0.11271147564511035
ZUR,0.12140357523500694
OZO,0.12470051466877426
ZER,0.12731224799624305
JLP,0.1273706521033382
FIRO,0.12884118167265224
WYZ,0.13497674953513905
VAL,0.13974244439912034
42,0.14035770596817815
HUSH,0.14478782910832416
LMC,0.14654414908491975
NOBL,0.14932260464103636
NXS,0.15046036420691314
BS,0.15052234451273555
HBD,0.16080974419905808
ANT,0.16583585240088333
TRST,0.16696480228450095
PLU,0.16716372694806458
SPR,0.17215412499653085
SKR,0.17603176276104732
CARBON,0.1793711777800846
BTB,0.18190667211223616
DCR,0.18704177978700895
OPAL,0.18737928492514744
WAVES,0.19130311612033424
IRL,0.19568600160688138
ADZ,0.2068509133319458
XPX,0.2196343464036179
NAV,0.2232729166187984
CAB,0.2282334935642525
BLK,0.24638149296315054
FRC,0.2538387569015911
TAB,0.2585445306905755
XDN,0.2590490949716535
ZOOM,0.2782608022747959
GLC,0.28068845775678775
MST,0.28280130507737744
ZYD,0.28534099862963075
BTCS,0.2921523355100131
GRS,0.293812106335692
CKC,0.30405101133481227
LUN,0.3075051394457075
CF,0.3232786349274386
BCN,0.34344312868100835
NEWB,0.3453313483326226
BCDN,0.35369117551251744
ADC,0.36411597261154627
SNRG,0.3844186195334697
SXC,0.3892308978998622
STEEM,0.3976117138757944
NETKO,0.4210011772089435
LDOGE,0.4217993990423253
LAMB,0.42534167235936904
ARGUS,0.4255700541499219
KIN,0.42621458370530574
VERI,0.43549344447977445
XTO,0.43827914740638807
2GIVE,0.43852844187932727
SWT,0.443717265436604
SILK,0.4474095295274657
MCN,0.45040837180605797
RBY,0.46366064297165943
QTZ,0.47108016902715655
TECH,0.47282696707419986
EFL,0.47458070363240507
PUT,0.4781116788616559
IOTA,0.47864653918166367
XQN,0.4788300166488631
CLUB,0.5049635135259097
BLAZR,0.5296139218634892
ACOIN,0.5334446669306319
BTS,0.5461849491771908
CANN,0.5677801572527288
