TIMESTAMP,ZYPTO29812_OPEN_PRICE_USD,ZYPTO29812_HIGH_PRICE_USD,ZYPTO29812_LOW_PRICE_USD,ZYPTO29812_CLOSE_PRICE_USD,ZYPTO29812_VOLUME_USD,ZYPTO29812_DIVIDENDS_USD,ZYPTO29812_STOCK_SPLITS_USD
2024-10-12 00:00:00+00:00,0.012934999540448189,0.013306000269949436,0.011552000418305397,0.01170200016349554,47636,0.0,0.0
2024-10-13 00:00:00+00:00,0.01170200016349554,0.012621999718248844,0.011485000140964985,0.012124000117182732,67033,0.0,0.0
2024-10-14 00:00:00+00:00,0.012124000117182732,0.013776999898254871,0.011641000397503376,0.013652999885380268,68957,0.0,0.0
2024-10-15 00:00:00+00:00,0.013652999885380268,0.01385900005698204,0.013013999909162521,0.013264000415802002,67271,0.0,0.0
2024-10-16 00:00:00+00:00,0.01388499978929758,0.014196000061929226,0.013430999591946602,0.0138349998742342,68276,0.0,0.0
2024-10-17 00:00:00+00:00,0.0138349998742342,0.013850999996066093,0.0125730000436306,0.012608000077307224,87920,0.0,0.0
2024-10-18 00:00:00+00:00,0.012608000077307224,0.013170000165700912,0.01231400016695261,0.01260599959641695,90144,0.0,0.0
2024-10-19 00:00:00+00:00,0.01260599959641695,0.012656000442802906,0.010808000341057777,0.010838000103831291,151935,0.0,0.0
2024-10-20 00:00:00+00:00,0.010838000103831291,0.011207999661564827,0.007625000085681677,0.010955999605357647,106540,0.0,0.0
2024-10-21 00:00:00+00:00,0.011119999922811985,0.01369599997997284,0.010374000295996666,0.010374000295996666,83352,0.0,0.0
2024-10-22 00:00:00+00:00,0.010374000295996666,0.010816000401973724,0.010157999582588673,0.010245000012218952,90326,0.0,0.0
2024-10-23 00:00:00+00:00,0.010245000012218952,0.01039199996739626,0.010042999871075153,0.010138999670743942,95129,0.0,0.0
2024-10-24 00:00:00+00:00,0.010080999694764614,0.010559000074863434,0.009734000079333782,0.01018999982625246,97345,0.0,0.0
2024-10-25 00:00:00+00:00,0.010281000286340714,0.010708999820053577,0.009623999707400799,0.009788000024855137,95417,0.0,0.0
2024-10-26 00:00:00+00:00,0.009788000024855137,0.011127999983727932,0.009569000452756882,0.009592000395059586,100786,0.0,0.0
2024-10-27 00:00:00+00:00,0.009592000395059586,0.010976999998092651,0.007530000060796738,0.009557999670505524,42670,0.0,0.0
2024-10-28 00:00:00+00:00,0.009557999670505524,0.009770999662578106,0.009432000108063221,0.009432000108063221,52554,0.0,0.0
2024-10-29 00:00:00+00:00,0.009432000108063221,0.01030999980866909,0.00853000022470951,0.009308000095188618,128063,0.0,0.0
2024-10-30 00:00:00+00:00,0.009247000329196453,0.009677999652922153,0.008549000136554241,0.00861200038343668,86562,0.0,0.0
2024-10-31 00:00:00+00:00,0.00861200038343668,0.008999999612569809,0.00826799962669611,0.008410000242292881,83652,0.0,0.0
2024-11-01 00:00:00+00:00,0.008410000242292881,0.009221999906003475,0.007534000091254711,0.008177000097930431,107166,0.0,0.0
2024-11-02 00:00:00+00:00,0.008177000097930431,0.0087890001013875,0.00810800027102232,0.008441000245511532,101470,0.0,0.0
2024-11-03 00:00:00+00:00,0.008441000245511532,0.008700000122189522,0.007236999925225973,0.008162000216543674,93736,0.0,0.0
2024-11-04 00:00:00+00:00,0.008139999583363533,0.00824700016528368,0.007763000205159187,0.007914000190794468,93691,0.0,0.0
2024-11-05 00:00:00+00:00,0.007914000190794468,0.008054000325500965,0.007697000168263912,0.00798800028860569,76350,0.0,0.0
2024-11-06 00:00:00+00:00,0.00798800028860569,0.008295999839901924,0.0078940000385046,0.00813900027424097,77741,0.0,0.0
2024-11-07 00:00:00+00:00,0.008190999738872051,0.00868299975991249,0.008135000243782997,0.00861399993300438,80061,0.0,0.0
