TIMESTAMP,CLOKI_OPEN_PRICE_USD,CLOKI_HIGH_PRICE_USD,CLOKI_LOW_PRICE_USD,CLOKI_CLOSE_PRICE_USD,CLOKI_VOLUME_USD,CLOKI_DIVIDENDS_USD,CLOKI_STOCK_SPLITS_USD
2024-07-16 00:00:00+00:00,8.600000001024455e-05,0.00015900000289548188,1.8999999156221747e-05,2.9000000722589903e-05,213553,0.0,0.0
2024-07-17 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,1.1000000085914508e-05,1.1000000085914508e-05,11871,0.0,0.0
2024-07-18 00:00:00+00:00,1.1000000085914508e-05,1.9999999494757503e-05,9.000000318337698e-06,1.9999999494757503e-05,3524,0.0,0.0
2024-07-19 00:00:00+00:00,1.9999999494757503e-05,3.5000000934815034e-05,9.000000318337698e-06,1.2999999853491317e-05,9055,0.0,0.0
2024-07-20 00:00:00+00:00,1.2999999853491317e-05,1.700000029813964e-05,9.999999747378752e-06,1.2999999853491317e-05,5928,0.0,0.0
2024-07-21 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,9.999999747378752e-06,1.2999999853491317e-05,2821,0.0,0.0
2024-07-22 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,9.000000318337698e-06,1.1000000085914508e-05,4185,0.0,0.0
2024-07-23 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,7.000000096013537e-06,1.1000000085914508e-05,2309,0.0,0.0
2024-07-24 00:00:00+00:00,1.1000000085914508e-05,2.099999983329326e-05,7.999999979801942e-06,1.4000000192027073e-05,6432,0.0,0.0
2024-07-25 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.2000000424450263e-05,1.2999999853491317e-05,451,0.0,0.0
2024-07-26 00:00:00+00:00,1.2999999853491317e-05,1.8999999156221747e-05,9.000000318337698e-06,1.1000000085914508e-05,8440,0.0,0.0
2024-07-27 00:00:00+00:00,1.1000000085914508e-05,1.9999999494757503e-05,1.1000000085914508e-05,1.8999999156221747e-05,4319,0.0,0.0
2024-07-28 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.4000000192027073e-05,1.700000029813964e-05,3217,0.0,0.0
2024-07-29 00:00:00+00:00,1.700000029813964e-05,2.5999999706982635e-05,1.5999999959603883e-05,2.4000000848900527e-05,2046,0.0,0.0
2024-07-30 00:00:00+00:00,2.4000000848900527e-05,2.4000000848900527e-05,2.2000000171829015e-05,2.4000000848900527e-05,1080,0.0,0.0
2024-07-31 00:00:00+00:00,2.4000000848900527e-05,2.4000000848900527e-05,1.2000000424450263e-05,1.4000000192027073e-05,4661,0.0,0.0
2024-08-01 00:00:00+00:00,1.4000000192027073e-05,1.700000029813964e-05,1.4000000192027073e-05,1.5999999959603883e-05,510,0.0,0.0
2024-08-02 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.4999999621068127e-05,1.4999999621068127e-05,435,0.0,0.0
2024-08-03 00:00:00+00:00,1.4999999621068127e-05,1.8000000636675395e-05,1.4999999621068127e-05,1.700000029813964e-05,550,0.0,0.0
2024-08-04 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.4999999621068127e-05,1.4999999621068127e-05,499,0.0,0.0
2024-08-05 00:00:00+00:00,1.4999999621068127e-05,1.9999999494757503e-05,1.2999999853491317e-05,1.9999999494757503e-05,1109,0.0,0.0
2024-08-06 00:00:00+00:00,1.9999999494757503e-05,9.100000170292333e-05,1.9999999494757503e-05,8.499999967170879e-05,9376,0.0,0.0
2024-08-07 00:00:00+00:00,8.399999933317304e-05,0.0001320000010309741,7.599999662488699e-05,7.699999696342275e-05,16154,0.0,0.0
2024-08-08 00:00:00+00:00,7.699999696342275e-05,8.199999865610152e-05,6.299999949987978e-05,6.70000008540228e-05,5461,0.0,0.0
2024-08-09 00:00:00+00:00,6.70000008540228e-05,6.900000153109431e-05,6.299999949987978e-05,6.800000119255856e-05,1210,0.0,0.0
2024-08-10 00:00:00+00:00,6.800000119255856e-05,7.400000322377309e-05,6.800000119255856e-05,7.000000186963007e-05,1529,0.0,0.0
2024-08-11 00:00:00+00:00,7.000000186963007e-05,7.200000254670158e-05,5.999999848427251e-05,5.999999848427251e-05,980,0.0,0.0
2024-08-12 00:00:00+00:00,5.999999848427251e-05,6.500000017695129e-05,5.900000178371556e-05,5.999999848427251e-05,446,0.0,0.0
2024-08-13 00:00:00+00:00,5.999999848427251e-05,7.300000288523734e-05,5.6000000768108293e-05,7.100000220816582e-05,2174,0.0,0.0
2024-08-14 00:00:00+00:00,7.100000220816582e-05,7.79999973019585e-05,7.000000186963007e-05,7.200000254670158e-05,713,0.0,0.0
2024-08-15 00:00:00+00:00,7.300000288523734e-05,7.400000322377309e-05,5.500000042957254e-05,5.6000000768108293e-05,1006,0.0,0.0
2024-08-16 00:00:00+00:00,5.6000000768108293e-05,5.8000001445179805e-05,5.400000009103678e-05,5.700000110664405e-05,595,0.0,0.0
2024-08-17 00:00:00+00:00,5.700000110664405e-05,6.500000017695129e-05,5.6000000768108293e-05,6.500000017695129e-05,633,0.0,0.0
2024-08-18 00:00:00+00:00,6.399999983841553e-05,6.70000008540228e-05,5.400000009103678e-05,6.199999916134402e-05,2834,0.0,0.0
2024-08-19 00:00:00+00:00,6.199999916134402e-05,6.399999983841553e-05,6.0999998822808266e-05,6.399999983841553e-05,194,0.0,0.0
2024-08-20 00:00:00+00:00,6.399999983841553e-05,6.600000051548705e-05,5.999999848427251e-05,6.299999949987978e-05,605,0.0,0.0
2024-08-21 00:00:00+00:00,6.299999949987978e-05,6.70000008540228e-05,5.999999848427251e-05,6.70000008540228e-05,470,0.0,0.0
2024-08-22 00:00:00+00:00,6.70000008540228e-05,6.900000153109431e-05,6.500000017695129e-05,6.600000051548705e-05,482,0.0,0.0
2024-08-23 00:00:00+00:00,6.600000051548705e-05,7.100000220816582e-05,6.600000051548705e-05,7.100000220816582e-05,226,0.0,0.0
2024-08-24 00:00:00+00:00,7.100000220816582e-05,7.79999973019585e-05,7.000000186963007e-05,7.500000356230885e-05,536,0.0,0.0
2024-08-25 00:00:00+00:00,7.599999662488699e-05,8.099999831756577e-05,7.400000322377309e-05,8.099999831756577e-05,505,0.0,0.0
2024-08-26 00:00:00+00:00,8.099999831756577e-05,8.399999933317304e-05,7.899999764049426e-05,8.299999899463728e-05,681,0.0,0.0
2024-08-27 00:00:00+00:00,8.299999899463728e-05,8.499999967170879e-05,7.899999764049426e-05,7.899999764049426e-05,474,0.0,0.0
2024-08-28 00:00:00+00:00,7.899999764049426e-05,7.999999797903001e-05,7.000000186963007e-05,7.699999696342275e-05,1524,0.0,0.0
2024-08-29 00:00:00+00:00,7.699999696342275e-05,7.699999696342275e-05,6.600000051548705e-05,6.600000051548705e-05,1404,0.0,0.0
2024-08-30 00:00:00+00:00,6.600000051548705e-05,6.900000153109431e-05,6.600000051548705e-05,6.900000153109431e-05,162,0.0,0.0
2024-08-31 00:00:00+00:00,6.900000153109431e-05,7.200000254670158e-05,6.900000153109431e-05,7.100000220816582e-05,990,0.0,0.0
2024-09-01 00:00:00+00:00,7.100000220816582e-05,7.100000220816582e-05,7.000000186963007e-05,7.000000186963007e-05,203,0.0,0.0
2024-09-02 00:00:00+00:00,7.000000186963007e-05,7.000000186963007e-05,6.70000008540228e-05,6.800000119255856e-05,1021,0.0,0.0
2024-09-03 00:00:00+00:00,6.800000119255856e-05,7.000000186963007e-05,6.600000051548705e-05,6.600000051548705e-05,241,0.0,0.0
2024-09-04 00:00:00+00:00,6.600000051548705e-05,7.000000186963007e-05,6.399999983841553e-05,6.900000153109431e-05,264,0.0,0.0
2024-09-05 00:00:00+00:00,6.900000153109431e-05,7.000000186963007e-05,6.399999983841553e-05,6.600000051548705e-05,905,0.0,0.0
2024-09-06 00:00:00+00:00,6.600000051548705e-05,6.800000119255856e-05,6.299999949987978e-05,6.500000017695129e-05,1145,0.0,0.0
