,params_TRAIN_batch_size,params_TRAIN_learning_rate,params_TRAIN_momentum,params_TRAIN_n_epochs,params_TRAIN_optimizer,params_TRAIN_weight_decay,params_VMD_DC,params_VMD_K,params_VMD_alpha,params_VMD_init,params_VMD_tau,params_VMD_tol,user_attrs_mean_train_mae,user_attrs_mean_train_mse,user_attrs_mean_val_mae,user_attrs_mean_val_mse,user_attrs_median_train_mae,user_attrs_median_train_mse,user_attrs_median_val_mae,user_attrs_median_val_mse,Mean_Train_MSE,Median_Train_MSE,Mean_Train_MAE,Median_Train_MAE,Mean_Val_MSE,Median_Val_MSE,Mean_Val_MAE,Median_Val_MAE
0,16,0.0002491214043290914,0.9132415006786045,32,RMSprop,1e-06,True,5,1500,zero,0.2,1.0028438805316771e-08,0.0196771027218156,0.0019567798948250466,0.036051976674088236,0.002995808771267703,0.01916417718383396,0.0019137722641785187,0.03630745012855714,0.00319681071661066,0.0019567798948250466,0.0019137722641785187,0.0196771027218156,0.01916417718383396,0.002995808771267703,0.00319681071661066,0.036051976674088236,0.03630745012855714
1,16,9.11156736840736e-05,0.9199094994438854,42,RMSprop,1e-06,True,4,1300,zero,0.2,3.6375884681525175e-08,0.018977016963983153,0.001906061780506014,0.036343046769818206,0.0030568549193958597,0.01810133184702295,0.0018479693764473545,0.03626684693432365,0.003293381393083962,0.001906061780506014,0.0018479693764473545,0.018977016963983153,0.01810133184702295,0.0030568549193958597,0.003293381393083962,0.036343046769818206,0.03626684693432365
2,16,0.000176987679354475,0.9523069541699701,54,Adam,0.0,True,3,600,zero,0.4,1.857369273535906e-07,0.018855380944427708,0.0023049479536149625,0.03653073971921559,0.0031448983773121036,0.01867001878673153,0.002278071093409526,0.03659986516078603,0.0031270681630515655,0.0023049479536149625,0.002278071093409526,0.018855380944427708,0.01867001878673153,0.0031448983773121036,0.0031270681630515655,0.03653073971921559,0.03659986516078603
3,16,0.0002302456964735669,0.9227563735144928,64,Adam,0.0,True,2,1500,zero,0.25,9.115589218447842e-08,0.018491666266605675,0.002162394888681505,0.03450841528019739,0.0031728337072949296,0.018151691298006485,0.0021295790045984383,0.035431472156094004,0.0031927363572543384,0.002162394888681505,0.0021295790045984383,0.018491666266605675,0.018151691298006485,0.0031728337072949296,0.0031927363572543384,0.03450841528019739,0.035431472156094004
4,16,7.85844676566948e-05,0.9542808171707892,44,Adam,0.0,True,4,1100,zero,0.4,2.7529823468729364e-08,0.019957906807542863,0.002182177653691118,0.03807892707907184,0.0031900236277370634,0.018756322671416532,0.0021125172120974294,0.037490099356238364,0.0032384793087552608,0.002182177653691118,0.0021125172120974294,0.019957906807542863,0.018756322671416532,0.0031900236277370634,0.0032384793087552608,0.03807892707907184,0.037490099356238364
5,16,7.562453667947544e-05,0.9528353241681746,24,Adam,0.0,True,2,1200,zero,0.4,9.355481794807386e-08,0.019514553307917525,0.0025643894383782736,0.03606981642073622,0.0033605712612111323,0.019140132708996744,0.0025694960556778045,0.03780409664175727,0.0034874079373493905,0.0025643894383782736,0.0025694960556778045,0.019514553307917525,0.019140132708996744,0.0033605712612111323,0.0034874079373493905,0.03606981642073622,0.03780409664175727
6,16,6.506372230794041e-05,0.9549334630604863,22,Adam,0.0,True,3,1100,zero,0.4,2.1522848069125222e-08,0.022214886925473607,0.002944799714773417,0.04412700156118854,0.0037667490697430015,0.022897344819483335,0.002845491134913867,0.043881304668909854,0.003874344744608141,0.002944799714773417,0.002845491134913867,0.022214886925473607,0.022897344819483335,0.0037667490697430015,0.003874344744608141,0.04412700156118854,0.043881304668909854
7,16,7.453731583190767e-05,0.9538502611534724,20,Adam,0.0,True,2,1100,zero,0.4,7.48089540588844e-08,0.021663250706014686,0.002950024441052726,0.04083950005344417,0.004181993254081117,0.020943164538654233,0.0028165900985013424,0.03794868186910355,0.003810626570176442,0.002950024441052726,0.0028165900985013424,0.021663250706014686,0.020943164538654233,0.004181993254081117,0.003810626570176442,0.04083950005344417,0.03794868186910355
8,24,9.861623517487928e-05,0.9142687800919799,44,RMSprop,1e-06,True,4,1600,zero,0.2,3.735686508907668e-08,0.023417549990362413,0.0032857250810500627,0.04534746012172114,0.005261854012708893,0.023372944171828003,0.0032404113455448812,0.047269915623069515,0.005689692456551494,0.0032857250810500627,0.0032404113455448812,0.023417549990362413,0.023372944171828003,0.005261854012708893,0.005689692456551494,0.04534746012172114,0.047269915623069515
9,24,8.255834593892115e-05,0.9449249847399867,192,Adam,0.0,True,4,2100,random,0.45,5.8810294405587694e-08,0.022551997722551773,0.0032092806781249977,0.046056889994622104,0.005271755081651431,0.02217302541357391,0.0031440922081294688,0.048311007606437514,0.005744560291105408,0.0032092806781249977,0.0031440922081294688,0.022551997722551773,0.02217302541357391,0.005271755081651431,0.005744560291105408,0.046056889994622104,0.048311007606437514
10,32,0.0002731858113527834,0.9084982677490175,70,RMSprop,1e-06,True,8,1800,zero,0.2,4.5462322112574024e-08,0.02625434267631119,0.0039937224482254835,0.05199794673391739,0.005465842052716549,0.026051715550147854,0.003954329087886387,0.05321128882327178,0.00598993762344625,0.0039937224482254835,0.003954329087886387,0.02625434267631119,0.026051715550147854,0.005465842052716549,0.00598993762344625,0.05199794673391739,0.05321128882327178
11,32,0.00030700522884199294,0.9133962573307188,62,RMSprop,1e-06,True,8,1900,zero,0.2,4.594966621339645e-08,0.027185482175916032,0.004220171363963694,0.053383363592655414,0.0055540804504705015,0.026703203599793973,0.004226515701793167,0.05487490461071935,0.006061396500145767,0.004220171363963694,0.004226515701793167,0.027185482175916032,0.026703203599793973,0.0055540804504705015,0.006061396500145767,0.053383363592655414,0.05487490461071935
12,32,0.00018706769053330487,0.9756875595274757,56,Adam,0.001,True,2,500,zero,0.4,1.6328048620721981e-07,0.02753870869037647,0.004795961397263898,0.05385699672106731,0.006223792988615452,0.027106279651064918,0.004832752738028067,0.057269014114993216,0.006896709152540869,0.004795961397263898,0.004832752738028067,0.02753870869037647,0.027106279651064918,0.006223792988615452,0.006896709152540869,0.05385699672106731,0.057269014114993216
13,40,0.00022939239132340565,0.8983807520935745,80,RMSprop,1e-06,True,8,3500,zero,0.2,1.3509295626764465e-07,0.02752652295512477,0.003959872658742966,0.05759225179244639,0.0065531277550171544,0.026852455398116568,0.0038915807202048827,0.05928801490197114,0.0069333783737860755,0.003959872658742966,0.0038915807202048827,0.02752652295512477,0.026852455398116568,0.0065531277550171544,0.0069333783737860755,0.05759225179244639,0.05928801490197114
14,40,0.0018615638908709715,0.8401398791306637,132,AdamW,0.01,False,13,600,zero,0.1,1.7989590508688963e-06,0.026570304566878918,0.003781984445963112,0.05840405992107379,0.00663947374124108,0.026445571726068248,0.003708182453703907,0.06087795791434082,0.006987840489146623,0.003781984445963112,0.003708182453703907,0.026570304566878918,0.026445571726068248,0.00663947374124108,0.006987840489146623,0.05840405992107379,0.06087795791434082
15,40,0.0001519078673680338,0.9613629833820452,66,Adam,0.001,True,3,3200,zero,0.0,1.0396159197920938e-08,0.02987171558353913,0.005184354943574458,0.06083896081018946,0.006986198609068204,0.029429426028951863,0.005154145279106857,0.0632172980310608,0.0071980673278895495,0.005184354943574458,0.005154145279106857,0.02987171558353913,0.029429426028951863,0.006986198609068204,0.0071980673278895495,0.06083896081018946,0.0632172980310608
16,48,0.0002485834384110314,0.8852142661804167,60,AdamW,1e-05,True,3,1600,zero,0.25,2.2844547427934255e-07,0.03403630354369683,0.006443030193190543,0.06384056414373868,0.008281449237221739,0.03353783189555336,0.006357229599173579,0.06564145108865188,0.00874883296891556,0.006443030193190543,0.006357229599173579,0.03403630354369683,0.03353783189555336,0.008281449237221739,0.00874883296891556,0.06384056414373868,0.06564145108865188
17,56,0.000650674319799618,0.950762170433277,74,Adamax,0.0001,True,4,1400,zero,0.5,1.099198215417814e-06,0.03121215456346296,0.004542494893883799,0.06612559066982253,0.008325003043553781,0.030473970112123445,0.004342475761537591,0.07078524431321842,0.009298520661982317,0.004542494893883799,0.004342475761537591,0.03121215456346296,0.030473970112123445,0.008325003043553781,0.009298520661982317,0.06612559066982253,0.07078524431321842
18,48,3.383397060348405e-05,0.8644947702329063,108,RMSprop,1e-06,True,11,5100,zero,0.1,4.190721220124592e-06,0.03354749750516654,0.005854822324499815,0.06724174980463872,0.00838784626829151,0.03275374902087427,0.005717676759716508,0.06905916912639404,0.009023075485268097,0.005854822324499815,0.005717676759716508,0.03354749750516654,0.03275374902087427,0.00838784626829151,0.009023075485268097,0.06724174980463872,0.06905916912639404
19,56,0.00019802156431777588,0.8952471145638361,86,RMSprop,1e-06,True,7,3800,zero,0.2,1.501263175856611e-07,0.029009580636820787,0.003754936617365012,0.06462103206052675,0.008401834991384026,0.028635707038103544,0.003677327094671554,0.06863493949660476,0.009256806011780468,0.003754936617365012,0.003677327094671554,0.029009580636820787,0.028635707038103544,0.008401834991384026,0.009256806011780468,0.06462103206052675,0.06863493949660476
20,48,3.8381272588761036e-05,0.8620668070088884,154,AdamW,1e-06,False,6,7800,zero,0.3,0.00020770863142929814,0.03421967739290333,0.006115043102956459,0.06803033191611609,0.008526849181528623,0.033514680738169725,0.006047362619447289,0.07030969114874253,0.009013123598366875,0.006115043102956459,0.006047362619447289,0.03421967739290333,0.033514680738169725,0.008526849181528623,0.009013123598366875,0.06803033191611609,0.07030969114874253
21,16,0.0004475162162647579,0.8240791012247375,52,Adamax,0.01,True,12,4800,uniform,1e-06,2.3511456310731783e-07,0.03204146541083045,0.004925482428203423,0.06596973215695574,0.009115965996922269,0.03038177591471212,0.004371231629904333,0.06203713741931145,0.008139880994746343,0.004925482428203423,0.004371231629904333,0.03204146541083045,0.03038177591471212,0.009115965996922269,0.008139880994746343,0.06596973215695574,0.06203713741931145
22,72,0.00010404960608940205,0.9308247190922232,40,RMSprop,1e-06,True,4,2500,uniform,0.2,2.4726325614989747e-08,0.03729222486125894,0.006619291569649979,0.07503834930350109,0.01014987663046101,0.03697585314998516,0.006575214154138981,0.07944710793537285,0.010350543234371293,0.006619291569649979,0.006575214154138981,0.03729222486125894,0.03697585314998516,0.01014987663046101,0.010350543234371293,0.07503834930350109,0.07944710793537285
23,64,0.0025582085385723744,0.9153531854717816,120,Adagrad,1e-06,True,9,2700,zero,0.45,1.8498629285153024e-05,0.03766958358393379,0.007069642754801541,0.07564155608215263,0.010270755207419586,0.03695158785435956,0.006920208893042487,0.07840040262128736,0.010872717893324769,0.007069642754801541,0.006920208893042487,0.03766958358393379,0.03695158785435956,0.010270755207419586,0.010872717893324769,0.07564155608215263,0.07840040262128736
24,80,0.0011310580449589629,0.8089729253048794,148,AdamW,0.01,False,12,5500,zero,0.15,5.3704219957243205e-06,0.031503134719217625,0.004343406741167957,0.0746956486014823,0.010426043729963764,0.03094646289022324,0.004272539029851257,0.0750900317091159,0.01025665627339266,0.004343406741167957,0.004272539029851257,0.031503134719217625,0.03094646289022324,0.010426043729963764,0.01025665627339266,0.0746956486014823,0.0750900317091159
25,24,0.00038455550466799107,0.9382528181062445,34,SGD,0.0,True,3,800,zero,0.05,4.091448058767841e-07,0.03550492130082973,0.005312817388460014,0.07279866289056529,0.01078274200052308,0.03498855700520409,0.005125094255679178,0.06788495513187214,0.010263182360745533,0.005312817388460014,0.005125094255679178,0.03550492130082973,0.03498855700520409,0.01078274200052308,0.010263182360745533,0.07279866289056529,0.06788495513187214
