TIMESTAMP,BITCOIN36497_OPEN_PRICE_USD,BITCOIN36497_HIGH_PRICE_USD,BITCOIN36497_LOW_PRICE_USD,BITCOIN36497_CLOSE_PRICE_USD,BITCOIN36497_VOLUME_USD,BITCOIN36497_DIVIDENDS_USD,BITCOIN36497_STOCK_SPLITS_USD
2025-05-13 00:00:00+00:00,,,,0.0,359613,0.0,0.0
2025-05-14 00:00:00+00:00,,,,0.0,659722,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,25501,0.0,0.0
2025-05-17 00:00:00+00:00,,,,0.0,1660,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,201,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,1451,0.0,0.0
2025-05-22 00:00:00+00:00,,,,0.0,332,0.0,0.0
2025-05-24 00:00:00+00:00,,,,0.0,279,0.0,0.0
2025-05-25 00:00:00+00:00,,,,0.0,385,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,58,0.0,0.0
2025-05-28 00:00:00+00:00,,,,0.0,70,0.0,0.0
2025-06-01 00:00:00+00:00,1.3233099512011126e-13,1.3255699706296586e-13,1.2917000368622977e-13,1.3125092646840836e-13,28,0.0,0.0
