TIMESTAMP,CR_OPEN_PRICE_USD,CR_HIGH_PRICE_USD,CR_LOW_PRICE_USD,CR_CLOSE_PRICE_USD,CR_VOLUME_USD,CR_DIVIDENDS_USD,CR_STOCK_SPLITS_USD
2023-06-16 00:00:00+00:00,0.0006820000126026571,0.0007949999999254942,0.0005370000144466758,0.0006890000076964498,128724,0.0,0.0
2023-06-17 00:00:00+00:00,0.0007019999902695417,0.0009350000182166696,0.0005029999883845448,0.0008249999955296516,222339,0.0,0.0
2023-06-18 00:00:00+00:00,0.0008249999955296516,0.0008249999955296516,0.0006070000235922635,0.0006389999762177467,100018,0.0,0.0
2023-06-19 00:00:00+00:00,0.0006389999762177467,0.0007029999978840351,0.0005000000237487257,0.0005319999763742089,71907,0.0,0.0
2023-06-20 00:00:00+00:00,0.0005319999763742089,0.0006849999772384763,0.0005319999763742089,0.0006840000278316438,47738,0.0,0.0
2023-06-21 00:00:00+00:00,0.0006840000278316438,0.0008340000058524311,0.000582000007852912,0.0007869999972172081,77709,0.0,0.0
2023-06-22 00:00:00+00:00,0.0007869999972172081,0.0008040000102482736,0.00048600000445730984,0.0007220000261440873,2010256,0.0,0.0
2023-06-23 00:00:00+00:00,0.0007220000261440873,0.0007329999934881926,0.000526999996509403,0.0006120000034570694,2706859,0.0,0.0
2023-06-24 00:00:00+00:00,0.0006120000034570694,0.0007880000048317015,0.0005729999975301325,0.0006910000229254365,5115032,0.0,0.0
2023-06-25 00:00:00+00:00,0.0006910000229254365,0.0007280000136233866,0.0006300000241026282,0.000691999972332269,5113230,0.0,0.0
2023-06-26 00:00:00+00:00,0.000691999972332269,0.0007430000114254653,0.0006559999892488122,0.000674000009894371,8465658,0.0,0.0
2023-06-27 00:00:00+00:00,0.000674000009894371,0.0007089999853633344,0.0006459999713115394,0.0007089999853633344,8332629,0.0,0.0
2023-06-28 00:00:00+00:00,0.0007089999853633344,0.0007089999853633344,0.0006670000148005784,0.0006929999799467623,13931929,0.0,0.0
2023-06-29 00:00:00+00:00,0.0006929999799467623,0.0008970000199042261,0.0006079999729990959,0.000615999975707382,13043712,0.0,0.0
2023-06-30 00:00:00+00:00,0.000615999975707382,0.0006220000213943422,0.0005540000274777412,0.0005540000274777412,6729984,0.0,0.0
2023-07-01 00:00:00+00:00,0.0005540000274777412,0.0005600000149570405,0.0004990000161342323,0.000522000016644597,3828109,0.0,0.0
2023-07-02 00:00:00+00:00,0.000522000016644597,0.0005360000068321824,0.00044299999717622995,0.00047599998652003706,1854709,0.0,0.0
