TIMESTAMP,SASHA_OPEN_PRICE_USD,SASHA_HIGH_PRICE_USD,SASHA_LOW_PRICE_USD,SASHA_CLOSE_PRICE_USD,SASHA_VOLUME_USD,SASHA_DIVIDENDS_USD,SASHA_STOCK_SPLITS_USD
2024-11-16 00:00:00+00:00,,,,0.0,2901,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,1662,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,905,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,7933,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,6996,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,20507,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,8771,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,3123,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,3287,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,4607,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,3096,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,1932,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,2207,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,1894,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,2064,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,446,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,979,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,766,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,298,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,657,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,881,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,155,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,324,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,69,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,840,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,1160,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,948,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,659,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,500,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,175,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,560,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,1181,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,196,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,1988,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,1260,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,288,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,988,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,266,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,164,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,455,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,1454,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,260,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,45,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,60,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,116,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,313,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,129,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,36,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,11,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,101,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,257,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,125,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,148,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,35,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,18,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,147,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,108,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,31,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,124,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,116,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,22,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,247,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,16,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,115,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,159,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,51,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,226,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,269,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,17,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,73,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,92,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,64,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,44,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,13,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,91,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,81,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,37,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,53,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,17,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,50,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,20,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,341,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,1555,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,21,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,27,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,28,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,47,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,16,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,10,0.0,0.0
2025-04-05 00:00:00+00:00,,,,0.0,2600,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,6001,0.0,0.0
2025-04-07 00:00:00+00:00,,,,0.0,417,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,148,0.0,0.0
2025-04-19 00:00:00+00:00,,,,0.0,191,0.0,0.0
2025-05-20 00:00:00+00:00,,,,0.0,62,0.0,0.0
2025-05-22 00:00:00+00:00,,,,0.0,10,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-06-01 00:00:00+00:00,6.036900038024207e-14,6.126199672334617e-14,6.036900038024207e-14,6.09026243607487e-14,6,0.0,0.0
