TIMESTAMP,MPRA_OPEN_PRICE_USD,MPRA_HIGH_PRICE_USD,MPRA_LOW_PRICE_USD,MPRA_CLOSE_PRICE_USD,MPRA_VOLUME_USD,MPRA_DIVIDENDS_USD,MPRA_STOCK_SPLITS_USD
2025-04-17 00:00:00+00:00,4598198.5,4601386.5,4596553.0,4600832.0,690141,0.0,0.0
2025-04-18 00:00:00+00:00,4600832.0,4601142.0,4597182.5,4600018.0,710628,0.0,0.0
2025-04-19 00:00:00+00:00,4600018.0,4601165.5,4597957.5,4599659.5,637369,0.0,0.0
2025-04-20 00:00:00+00:00,4599659.5,5025930.0,4598897.0,5024610.5,573401,0.0,0.0
2025-04-21 00:00:00+00:00,5024610.5,5026955.5,5017622.0,5024814.5,442229,0.0,0.0
2025-04-22 00:00:00+00:00,5024814.5,5030053.0,5020658.5,5027050.5,309149,0.0,0.0
2025-04-23 00:00:00+00:00,5027050.5,5027908.5,5020894.0,5025243.5,756726,0.0,0.0
2025-04-24 00:00:00+00:00,5025243.5,5027565.0,5023967.5,5026328.0,754775,0.0,0.0
2025-04-25 00:00:00+00:00,5026328.0,5029497.5,5024550.0,5027463.5,875539,0.0,0.0
2025-04-26 00:00:00+00:00,5027463.5,5028322.5,5025404.0,5026380.5,354446,0.0,0.0
2025-04-27 00:00:00+00:00,5026380.5,5028442.5,5024933.5,5026098.0,158609,0.0,0.0
2025-04-28 00:00:00+00:00,5026098.0,5033364.0,5023877.5,5033248.5,1003534,0.0,0.0
2025-04-29 00:00:00+00:00,5033248.5,5302462.5,5031089.0,5301850.0,809150,0.0,0.0
2025-04-30 00:00:00+00:00,5301850.0,5303933.0,5294598.5,5299128.0,1602036,0.0,0.0
2025-05-01 00:00:00+00:00,5299128.0,5303079.0,5295518.5,5300069.5,1446722,0.0,0.0
2025-05-02 00:00:00+00:00,5300069.5,5839162.0,5297636.5,5820585.5,1613659,0.0,0.0
2025-05-03 00:00:00+00:00,5820585.5,6505735.0,5815615.0,6501823.5,1379642,0.0,0.0
2025-05-04 00:00:00+00:00,6501823.5,7004434.5,6455535.0,7004061.0,1236131,0.0,0.0
2025-05-05 00:00:00+00:00,7004061.0,8600062.0,7003619.5,7098032.5,1988362,0.0,0.0
2025-05-06 00:00:00+00:00,7098032.5,7107691.0,7096484.5,7100900.0,2340428,0.0,0.0
2025-05-07 00:00:00+00:00,7100900.0,7105459.0,7099133.5,7102880.5,2360267,0.0,0.0
2025-05-08 00:00:00+00:00,7102880.5,7105968.5,7097416.5,7101230.0,2368008,0.0,0.0
2025-05-09 00:00:00+00:00,7101230.0,7104147.0,7097674.0,7100865.0,2399722,0.0,0.0
2025-05-10 00:00:00+00:00,7100865.0,7602251.0,7099034.0,7601259.0,2188783,0.0,0.0
2025-05-11 00:00:00+00:00,7601259.0,8113169.5,7595907.5,8111211.5,2118410,0.0,0.0
2025-05-12 00:00:00+00:00,8111211.5,8114086.0,8107007.5,8110984.5,3265473,0.0,0.0
2025-05-13 00:00:00+00:00,8110984.5,8114620.5,8107157.5,8110719.0,3345838,0.0,0.0
2025-05-14 00:00:00+00:00,8110719.0,8112546.0,8106944.0,8112264.5,3285513,0.0,0.0
2025-05-15 00:00:00+00:00,8112264.5,8702478.0,8110428.0,8702478.0,3056587,0.0,0.0
2025-05-16 00:00:00+00:00,8702478.0,8704654.0,8697992.0,8702146.0,3972085,0.0,0.0
2025-05-17 00:00:00+00:00,8702146.0,10031214.0,8698555.0,9301263.0,3004010,0.0,0.0
2025-05-18 00:00:00+00:00,9301263.0,9304420.0,9293704.0,9299574.0,3561931,0.0,0.0
2025-05-19 00:00:00+00:00,9299574.0,9352920.0,9293446.0,9351034.0,3631286,0.0,0.0
2025-05-20 00:00:00+00:00,9351034.0,10208802.0,1000061.5625,10207055.0,3079553,0.0,0.0
2025-05-21 00:00:00+00:00,10207055.0,10209037.0,10199131.0,10202324.0,3218223,0.0,0.0
2025-05-22 00:00:00+00:00,10202324.0,10206469.0,10195590.0,10200517.0,3915834,0.0,0.0
2025-05-23 00:00:00+00:00,10200517.0,10205081.0,10193348.0,10200950.0,3518236,0.0,0.0
2025-05-24 00:00:00+00:00,10200950.0,10205882.0,10196795.0,10202371.0,3382129,0.0,0.0
2025-05-25 00:00:00+00:00,10202371.0,10206345.0,10193519.0,10195452.0,3515173,0.0,0.0
2025-05-26 00:00:00+00:00,10195452.0,10207417.0,10195452.0,10203189.0,3589710,0.0,0.0
2025-05-27 00:00:00+00:00,10203189.0,10207538.0,10197826.0,10205615.0,2997037,0.0,0.0
2025-05-28 00:00:00+00:00,10205615.0,10206757.0,10196058.0,10199809.0,2913718,0.0,0.0
2025-05-29 00:00:00+00:00,10199809.0,10204852.0,10196762.0,10197920.0,3402130,0.0,0.0
2025-05-30 00:00:00+00:00,10197920.0,10203888.0,10195022.0,10201909.0,3562106,0.0,0.0
2025-05-31 00:00:00+00:00,10201909.0,10206568.0,10199728.0,10203840.0,3295477,0.0,0.0
2025-06-01 00:00:00+00:00,10203840.0,10207103.0,10200229.0,10203531.0,3422597,0.0,0.0
