,0
0,3.307622273763021
1,2.998205861737651
2,3.0832640124905493
3,3.1746729532877604
4,3.0192145070722027
5,3.390907796223958
6,3.0889786751039567
7,3.089143814579133
8,3.4302902221679688
9,3.0837924095892135
10,3.3886207580566405
11,3.84326905470628
