TIMESTAMP,JAM17852_OPEN_PRICE_USD,JAM17852_HIGH_PRICE_USD,JAM17852_LOW_PRICE_USD,JAM17852_CLOSE_PRICE_USD,JAM17852_VOLUME_USD,JAM17852_DIVIDENDS_USD,JAM17852_STOCK_SPLITS_USD
2022-04-01 00:00:00+00:00,0.025319000706076622,0.025808999314904213,0.017134999856352806,0.017532000318169594,7469827,0.0,0.0
2022-04-02 00:00:00+00:00,0.017545999959111214,0.017545999959111214,0.012482999823987484,0.013162000104784966,2213742,0.0,0.0
2022-04-03 00:00:00+00:00,0.013132000342011452,0.013530000112950802,0.012215999886393547,0.012258999980986118,1010434,0.0,0.0
2022-04-04 00:00:00+00:00,0.012230999767780304,0.01886099949479103,0.011297999881207943,0.014015999622642994,8295704,0.0,0.0
2022-04-05 00:00:00+00:00,0.014015999622642994,0.015529000200331211,0.012067999690771103,0.014258000068366528,3997232,0.0,0.0
2022-04-06 00:00:00+00:00,0.01423799991607666,0.014720000326633453,0.011401000432670116,0.014587000012397766,3299560,0.0,0.0
2022-04-07 00:00:00+00:00,0.014564000070095062,0.016434000805020332,0.013395999558269978,0.014783999882638454,3064056,0.0,0.0
2022-04-08 00:00:00+00:00,0.014782999642193317,0.015143999829888344,0.009602000005543232,0.009612999856472015,491902,0.0,0.0
2022-04-09 00:00:00+00:00,0.009602000005543232,0.013725999742746353,0.009499999694526196,0.01133199967443943,2093119,0.0,0.0
2022-04-10 00:00:00+00:00,0.01135099958628416,0.011486000381410122,0.01040599960833788,0.010563000105321407,380974,0.0,0.0
2022-04-11 00:00:00+00:00,0.010563000105321407,0.01135099958628416,0.009750000201165676,0.010629000142216682,636478,0.0,0.0
2022-04-12 00:00:00+00:00,0.010629000142216682,0.011483999900519848,0.010571000166237354,0.011202000081539154,807677,0.0,0.0
2022-04-13 00:00:00+00:00,0.011180000379681587,0.011869999580085278,0.010631999932229519,0.011734999716281891,760126,0.0,0.0
2022-04-14 00:00:00+00:00,0.011734999716281891,0.011766999959945679,0.011075000278651714,0.011648000217974186,225347,0.0,0.0
2022-04-15 00:00:00+00:00,0.011648000217974186,0.01269999984651804,0.011584999971091747,0.012338000349700451,394316,0.0,0.0
2022-04-16 00:00:00+00:00,0.012337000109255314,0.012968000024557114,0.011850999668240547,0.012517999857664108,657547,0.0,0.0
2022-04-17 00:00:00+00:00,0.012517999857664108,0.012803000397980213,0.011188000440597534,0.011296999640762806,385532,0.0,0.0
2022-04-18 00:00:00+00:00,0.011296999640762806,0.011687000282108784,0.010962000116705894,0.011580999940633774,176222,0.0,0.0
2022-04-19 00:00:00+00:00,0.011579999700188637,0.011737000197172165,0.01094099972397089,0.010958000086247921,226983,0.0,0.0
