,MSE,MAE,RMSE,MAPE,R2
0,0.0015483729357517334,0.03059104483160703,0.039349285317781195,0.06539418416991133,0.6546914699759373
1,0.00019451129944253335,0.011581472728040868,0.0139424641432209,0.0293692081319097,0.8108260336143579
2,0.0005782979139761666,0.0204415115017083,0.024047314387781033,0.0377689115792275,0.7910785070402421
3,0.0008694908776235,0.019375795964151597,0.029482606090701635,0.03908645758039387,0.747915451711224
4,0.00035519610400293333,0.0146450942422273,0.018846457859020935,0.02765446408518707,0.19797748385420966
5,0.000526093277113,0.018722999137308835,0.0229360237810924,0.0386446493478008,0.6183708945538381
6,0.00032311715652153335,0.013970571760368568,0.0179743673332875,0.036243200797985736,0.7375657595347272
7,0.0004942292809302667,0.0188576008583749,0.0222256061814804,0.052814523395584595,0.9016134221622094
8,0.00026468405711386664,0.012335398888570166,0.016266751075589368,0.040844249869991835,0.6832124159677327
9,0.0005381548433690666,0.015932124668872432,0.023196728192721533,0.04561170923056187,0.6413603972454389
10,0.000498101749695,0.017912804697536703,0.022313460885735232,0.03890188122653217,0.6981897189288885
11,0.0009449742057727,0.025868423593540937,0.0307397516066496,0.07833622541134012,0.6843376193115932
Mean,0.0005946019751093583,0.0183529035726923,0.023443401404588476,0.044222472068868875,0.6805949311583664
