,K,Alpha,Tau,Non_Stationary_IMFs,MSE,IMF_1_P_Val
0,6,250,0.3,1,0.0034620212754018437,0.01
1,7,250,0.3,1,0.0034620993122237947,0.01
2,9,500,0.3,1,0.0034621139993847704,0.01
3,7,250,0.25,1,0.0034621485019978317,0.01
4,7,250,0.2,1,0.0034622380535422265,0.01
5,10,750,0.3,1,0.003462287892808342,0.01
6,7,250,0.15,1,0.003462432412954123,0.01
7,10,500,0.3,1,0.00346248505538516,0.01
8,10,500,0.25,1,0.0034626797693269548,0.01
9,7,250,0.1,1,0.0034629673075416206,0.01
10,10,500,0.2,1,0.0034630244005897084,0.01
11,11,500,0.3,1,0.0034637618857794087,0.01
12,10,500,0.15,1,0.0034637625637650876,0.01
13,11,750,0.3,1,0.003463981659644138,0.01
14,11,500,0.25,1,0.003464324933222847,0.01
15,14,500,0.3,1,0.003464378848449447,0.01
16,13,500,0.3,1,0.0034645609451201998,0.01
17,15,500,0.3,1,0.00346456357921348,0.01
18,11,750,0.25,1,0.003464803047106698,0.01
19,8,250,0.3,1,0.0034650896420482555,0.01
20,11,500,0.2,1,0.0034653018332396366,0.01
21,9,250,0.3,1,0.0034653184618908773,0.01
22,14,500,0.25,1,0.003465439480775984,0.01
23,13,500,0.25,1,0.0034655942972171123,0.01
24,15,500,0.25,1,0.0034657057310112016,0.01
25,10,250,0.3,1,0.003465824381358074,0.01
26,11,1000,0.3,1,0.003466060377830188,0.01
27,11,750,0.2,1,0.0034663063988658624,0.01
28,8,250,0.25,1,0.003466334246738741,0.01
29,9,250,0.25,1,0.003466372480457778,0.01
30,10,250,0.25,1,0.003467139819917406,0.01
31,11,500,0.15,1,0.0034672979928602565,0.01
32,14,500,0.2,1,0.003467394621111482,0.01
33,13,500,0.2,1,0.0034674596989633538,0.01
34,15,500,0.2,1,0.0034678101505349656,0.01
35,9,250,0.2,1,0.0034680317274334025,0.01
36,11,1000,0.25,1,0.0034681054392100338,0.01
37,8,250,0.2,1,0.003468601731073283,0.01
38,10,250,0.2,1,0.0034693884663484255,0.01
39,10,500,0.1,1,0.003470002135816017,0.01
40,9,250,0.15,1,0.003470741808137676,0.01
41,13,500,0.15,1,0.0034714308222959906,0.01
42,14,500,0.15,1,0.0034716284748131784,0.01
43,15,500,0.15,1,0.003472357112829003,0.01
44,8,250,0.15,1,0.003473531496783678,0.01
45,12,250,0.3,1,0.0034735335265758988,0.01
46,10,250,0.15,1,0.003473931154441671,0.01
47,9,250,0.1,1,0.0034744696164028845,0.01
48,11,500,0.1,1,0.003475118223084306,0.01
