TIMESTAMP,MASHA_OPEN_PRICE_USD,MASHA_HIGH_PRICE_USD,MASHA_LOW_PRICE_USD,MASHA_CLOSE_PRICE_USD,Adj Close,MASHA_VOLUME_USD,MASHA_DIVIDENDS_USD,MASHA_STOCK_SPLITS_USD
,0.017728963866829872,0.020545944571495056,0.016209661960601807,0.020438674837350845,,774987.0,0.0,0.0
