TIMESTAMP,MOONBIX_OPEN_PRICE_USD,MOONBIX_HIGH_PRICE_USD,MOONBIX_LOW_PRICE_USD,MOONBIX_CLOSE_PRICE_USD,MOONBIX_VOLUME_USD,MOONBIX_DIVIDENDS_USD,MOONBIX_STOCK_SPLITS_USD
2025-06-01 00:00:00+00:00,1.945199982534597e-14,1.945199982534597e-14,1.944858120037085e-14,1.944858120037085e-14,0,0.0,0.0
