TIMESTAMP,CVN25554_OPEN_PRICE_USD,CVN25554_HIGH_PRICE_USD,CVN25554_LOW_PRICE_USD,CVN25554_CLOSE_PRICE_USD,CVN25554_VOLUME_USD,CVN25554_DIVIDENDS_USD,CVN25554_STOCK_SPLITS_USD
2023-05-24 00:00:00+00:00,9.940361022949219,10.3601655960083,9.810027122497559,10.132635116577148,37161,0.0,0.0
2023-05-25 00:00:00+00:00,10.133101463317871,10.778399467468262,9.619583129882812,10.659784317016602,50721,0.0,0.0
2023-05-26 00:00:00+00:00,10.659807205200195,10.733030319213867,9.62987232208252,9.855452537536621,42523,0.0,0.0
2023-05-27 00:00:00+00:00,9.855173110961914,10.549866676330566,9.7562255859375,9.97616195678711,46455,0.0,0.0
2023-05-28 00:00:00+00:00,9.976271629333496,10.819135665893555,9.884428024291992,10.50087833404541,50354,0.0,0.0
2023-05-29 00:00:00+00:00,10.50143814086914,10.72788143157959,9.919575691223145,9.999934196472168,46154,0.0,0.0
2023-05-30 00:00:00+00:00,10.070832252502441,10.576719284057617,9.857965469360352,10.326955795288086,40413,0.0,0.0
2023-05-31 00:00:00+00:00,10.326924324035645,10.704231262207031,10.090385437011719,10.581611633300781,48844,0.0,0.0
2023-06-01 00:00:00+00:00,10.582186698913574,10.582186698913574,9.891977310180664,10.06901741027832,20396,0.0,0.0
2023-06-02 00:00:00+00:00,10.06861400604248,10.06861400604248,10.040230751037598,10.046107292175293,77,0.0,0.0
2023-06-03 00:00:00+00:00,10.045692443847656,10.046125411987305,10.045692443847656,10.046125411987305,0,0.0,0.0
2023-06-04 00:00:00+00:00,10.046125411987305,10.046125411987305,10.046125411987305,10.046125411987305,0,0.0,0.0
2023-06-05 00:00:00+00:00,10.046125411987305,10.046125411987305,10.046125411987305,10.046125411987305,0,0.0,0.0
2023-06-06 00:00:00+00:00,10.046125411987305,10.046125411987305,10.046125411987305,10.046125411987305,0,0.0,0.0
2023-06-07 00:00:00+00:00,10.046125411987305,10.43310546875,9.894379615783691,9.931512832641602,28533,0.0,0.0
2023-06-08 00:00:00+00:00,9.932613372802734,10.789101600646973,9.93108081817627,10.62360668182373,46602,0.0,0.0
2023-06-09 00:00:00+00:00,10.623784065246582,10.626328468322754,10.140544891357422,10.401534080505371,35541,0.0,0.0
2023-06-10 00:00:00+00:00,10.400489807128906,10.802652359008789,10.116778373718262,10.279668807983398,48302,0.0,0.0
2023-06-11 00:00:00+00:00,10.279993057250977,10.634546279907227,10.121787071228027,10.266580581665039,34495,0.0,0.0
2023-06-12 00:00:00+00:00,10.263326644897461,10.617643356323242,10.079388618469238,10.315889358520508,48866,0.0,0.0
2023-06-13 00:00:00+00:00,10.315214157104492,10.746138572692871,10.04231071472168,10.110993385314941,62562,0.0,0.0
2023-06-14 00:00:00+00:00,10.110482215881348,10.515536308288574,10.036434173583984,10.10080623626709,34965,0.0,0.0
2023-06-15 00:00:00+00:00,10.099417686462402,10.60410213470459,9.972702980041504,10.507019996643066,54944,0.0,0.0
2023-06-16 00:00:00+00:00,10.50699234008789,10.559808731079102,9.996443748474121,10.230332374572754,52334,0.0,0.0
2023-06-17 00:00:00+00:00,10.230029106140137,10.502301216125488,9.99958324432373,10.110442161560059,56597,0.0,0.0
2023-06-18 00:00:00+00:00,10.109793663024902,10.674269676208496,9.99965763092041,10.145991325378418,69275,0.0,0.0
2023-06-19 00:00:00+00:00,10.145991325378418,10.42061996459961,10.049164772033691,10.104842185974121,27628,0.0,0.0
2023-06-20 00:00:00+00:00,10.104021072387695,10.114028930664062,10.092510223388672,10.107087135314941,10,0.0,0.0
2023-06-21 00:00:00+00:00,10.107560157775879,10.107560157775879,10.107560157775879,10.107560157775879,0,0.0,0.0
2023-06-22 00:00:00+00:00,10.107560157775879,10.107560157775879,10.053409576416016,10.066055297851562,100,0.0,0.0
2023-06-23 00:00:00+00:00,10.065705299377441,10.067694664001465,10.065705299377441,10.067694664001465,0,0.0,0.0
2023-06-24 00:00:00+00:00,10.067694664001465,10.067694664001465,10.067694664001465,10.067694664001465,0,0.0,0.0
