TIMESTAMP,NIGHT34135_OPEN_PRICE_USD,NIGHT34135_HIGH_PRICE_USD,NIGHT34135_LOW_PRICE_USD,NIGHT34135_CLOSE_PRICE_USD,NIGHT34135_VOLUME_USD,NIGHT34135_DIVIDENDS_USD,NIGHT34135_STOCK_SPLITS_USD
2024-12-10 00:00:00+00:00,0.0023360000923275948,0.0023620000574737787,0.002309999894350767,0.002337000099942088,8546,0.0,0.0
2024-12-11 00:00:00+00:00,0.002337000099942088,0.0027129999361932278,0.0023330000694841146,0.002503999974578619,19939,0.0,0.0
2024-12-12 00:00:00+00:00,0.002503999974578619,0.0025140000507235527,0.002445999998599291,0.002460000105202198,7706,0.0,0.0
2024-12-13 00:00:00+00:00,0.002460000105202198,0.0038010000716894865,0.0015739999944344163,0.002116000046953559,66647,0.0,0.0
2024-12-14 00:00:00+00:00,0.002116000046953559,0.003975000232458115,0.0018970000091940165,0.0020439999643713236,50001,0.0,0.0
2024-12-15 00:00:00+00:00,0.0020439999643713236,0.0027719999197870493,0.0019409999949857593,0.002157999901100993,29540,0.0,0.0
2024-12-16 00:00:00+00:00,0.002157999901100993,0.0027389999013394117,0.0017259999876841903,0.0018100000452250242,105231,0.0,0.0
2024-12-17 00:00:00+00:00,0.0018100000452250242,0.001978999935090542,0.001661999966017902,0.0016969999996945262,29023,0.0,0.0
2024-12-18 00:00:00+00:00,0.0016969999996945262,0.00171999994199723,0.0016959999920800328,0.001702000037766993,4965,0.0,0.0
2024-12-19 00:00:00+00:00,0.001702000037766993,0.0019000000320374966,0.0016189999878406525,0.0016949999844655395,22276,0.0,0.0
2024-12-20 00:00:00+00:00,0.0016949999844655395,0.001702000037766993,0.0015960000455379486,0.001598999951966107,8594,0.0,0.0
2024-12-21 00:00:00+00:00,0.001598999951966107,0.0015999999595806003,0.0010219999821856618,0.0010379999876022339,17384,0.0,0.0
2024-12-22 00:00:00+00:00,0.0010379999876022339,0.002394000068306923,0.0010290000354871154,0.001193000003695488,63586,0.0,0.0
2024-12-23 00:00:00+00:00,0.001193000003695488,0.0023159999400377274,0.0011269999668002129,0.0018129999516531825,88150,0.0,0.0
2024-12-24 00:00:00+00:00,0.0018129999516531825,0.0027970001101493835,0.0011919999960809946,0.0013790000230073929,179440,0.0,0.0
2024-12-25 00:00:00+00:00,0.0013790000230073929,0.0018690000288188457,0.001281999982893467,0.0016090000281110406,56917,0.0,0.0
2024-12-26 00:00:00+00:00,0.0016090000281110406,0.0017350000562146306,0.0014270000392571092,0.0016370000084862113,33216,0.0,0.0
2024-12-27 00:00:00+00:00,0.0016370000084862113,0.0017790000420063734,0.0015780000248923898,0.001617999980226159,37958,0.0,0.0
2024-12-28 00:00:00+00:00,0.001617999980226159,0.001677999971434474,0.0016169999726116657,0.0016509999986737967,7540,0.0,0.0
