TIMESTAMP,NOTAI_OPEN_PRICE_USD,NOTAI_HIGH_PRICE_USD,NOTAI_LOW_PRICE_USD,NOTAI_CLOSE_PRICE_USD,NOTAI_VOLUME_USD,NOTAI_DIVIDENDS_USD,NOTAI_STOCK_SPLITS_USD
2024-09-18 00:00:00+00:00,0.0003060000017285347,0.0003600000054575503,0.00023499999952036887,0.0002570000069681555,7511416,0.0,0.0
2024-09-19 00:00:00+00:00,0.0002610000083222985,0.00027099999715574086,0.0001829999964684248,0.00019700000120792538,2502659,0.0,0.0
2024-09-20 00:00:00+00:00,0.00019700000120792538,0.0002739999908953905,0.00017899999511428177,0.00023200000578071922,5480002,0.0,0.0
2024-09-21 00:00:00+00:00,0.00022200000239536166,0.00022600000374950469,0.00018600000475998968,0.00019099999917671084,2795002,0.0,0.0
2024-09-22 00:00:00+00:00,0.00019099999917671084,0.00019500000053085387,0.00015900000289548188,0.0001610000035725534,1990018,0.0,0.0
2024-09-23 00:00:00+00:00,0.0001610000035725534,0.0001610000035725534,0.00011300000187475234,0.0001340000017080456,3585895,0.0,0.0
2024-09-24 00:00:00+00:00,0.00013699999544769526,0.00018699999782256782,0.0001289999927394092,0.00016599999798927456,5038173,0.0,0.0
2024-09-25 00:00:00+00:00,0.0001610000035725534,0.0001900000061141327,0.0001449999981559813,0.0001539999939268455,3509661,0.0,0.0
2024-09-26 00:00:00+00:00,0.0001539999939268455,0.00019700000120792538,0.0001340000017080456,0.00014200000441633165,8873599,0.0,0.0
2024-09-27 00:00:00+00:00,0.00014200000441633165,0.0001500000071246177,0.00012700000661425292,0.00013800000306218863,4441933,0.0,0.0
2024-09-28 00:00:00+00:00,0.00013800000306218863,0.00015300000086426735,0.00013000000035390258,0.0001340000017080456,2443191,0.0,0.0
2024-09-29 00:00:00+00:00,0.0001340000017080456,0.00014200000441633165,0.00012199999764561653,0.0001250000059371814,2790037,0.0,0.0
2024-09-30 00:00:00+00:00,0.0001250000059371814,0.00013099999341648072,0.00011200000153621659,0.00011800000356743112,2495955,0.0,0.0
2024-10-01 00:00:00+00:00,0.00011800000356743112,0.00011899999663000926,8.600000001024455e-05,9.999999747378752e-05,3018558,0.0,0.0
