,K,Alpha,Tau,Non_Stationary_IMFs,MSE,IMF_1_P_Val
0,10,1000,0.05,1,5.704540346996058e-09,0.01
1,11,1000,0.05,1,5.7051823218935284e-09,0.01
2,12,1500,0.1,1,5.70645997341434e-09,0.01
3,10,1250,0.05,1,5.7067381221736544e-09,0.01
4,10,750,0.05,1,5.706938907441933e-09,0.01
5,11,750,0.05,1,5.7071452338616105e-09,0.01
6,13,1500,0.1,1,5.707323906771194e-09,0.01
7,12,1250,0.1,1,5.70732400318467e-09,0.01
8,14,2000,0.15,1,5.707361706665735e-09,0.01
9,10,1250,0.1,1,5.7073688673227076e-09,0.01
10,12,1500,0.15,1,5.70738813045492e-09,0.01
11,10,1000,0.1,1,5.707395102292067e-09,0.01
12,11,1000,0.1,1,5.707396713655943e-09,0.01
13,15,2250,0.3,1,5.707397066331782e-09,0.01
14,12,2000,0.3,1,5.707397428350241e-09,0.01
15,11,1500,0.25,1,5.707397994864841e-09,0.01
16,13,1750,0.2,1,5.707398127383217e-09,0.01
17,13,1750,0.25,1,5.7073982344457e-09,0.01
18,13,1750,0.3,1,5.707398240549516e-09,0.01
19,12,1750,0.3,1,5.707398258406475e-09,0.01
20,12,1750,0.25,1,5.707398262477724e-09,0.01
21,11,1250,0.15,1,5.707398288236669e-09,0.01
22,11,1500,0.3,1,5.7073983225967775e-09,0.01
23,14,2250,0.3,1,5.707398336810598e-09,0.01
24,10,1250,0.3,1,5.707398338017448e-09,0.01
25,11,1250,0.3,1,5.707398339760236e-09,0.01
26,10,1250,0.25,1,5.707398341979017e-09,0.01
27,11,1250,0.25,1,5.707398343786626e-09,0.01
28,11,1250,0.2,1,5.707398350941485e-09,0.01
29,10,1250,0.2,1,5.707398350963292e-09,0.01
30,14,2000,0.3,1,5.707398361892564e-09,0.01
31,10,1500,0.3,1,5.70739837604212e-09,0.01
32,12,1750,0.2,1,5.707398388627161e-09,0.01
33,14,2000,0.25,1,5.707398394074902e-09,0.01
34,13,1500,0.3,1,5.7073984172950445e-09,0.01
35,13,1500,0.25,1,5.707398610021395e-09,0.01
36,10,1250,0.15,1,5.70739862952702e-09,0.01
37,10,1000,0.3,1,5.707398634406933e-09,0.01
38,11,1000,0.3,1,5.707398645130124e-09,0.01
39,10,1000,0.25,1,5.707398742645168e-09,0.01
40,11,1000,0.25,1,5.707398752158484e-09,0.01
41,12,1500,0.25,1,5.707398878462397e-09,0.01
42,10,1000,0.2,1,5.707398930044816e-09,0.01
43,11,1000,0.2,1,5.7073989356997215e-09,0.01
44,13,1500,0.2,1,5.70739906019624e-09,0.01
45,12,1500,0.2,1,5.707399187913167e-09,0.01
46,15,1750,0.3,1,5.707399265840404e-09,0.01
47,11,1000,0.15,1,5.7073992894237276e-09,0.01
48,10,1000,0.15,1,5.707399293213802e-09,0.01
49,14,2000,0.2,1,5.707399394571762e-09,0.01
50,13,1500,0.15,1,5.70739970921634e-09,0.01
51,15,1750,0.25,1,5.707399712276761e-09,0.01
52,14,1750,0.3,1,5.707399791602991e-09,0.01
53,15,2250,0.25,1,5.7073998722205275e-09,0.01
54,14,2250,0.25,1,5.707399910388659e-09,0.01
55,13,2000,0.3,1,5.707400228107528e-09,0.01
56,14,1750,0.25,1,5.707400351550947e-09,0.01
57,15,1750,0.2,1,5.707400470491291e-09,0.01
58,10,1500,0.25,1,5.70740053252369e-09,0.01
59,14,1750,0.2,1,5.707401315682835e-09,0.01
60,13,1250,0.3,1,5.7074033037924525e-09,0.01
61,12,1250,0.3,1,5.7074040258170985e-09,0.01
62,14,1750,0.15,1,5.707405592729543e-09,0.01
63,13,1250,0.25,1,5.7074063447235405e-09,0.01
64,12,1250,0.25,1,5.707407735964188e-09,0.01
65,11,750,0.3,1,5.707409878902731e-09,0.01
66,10,750,0.3,1,5.707410155097839e-09,0.01
67,15,1500,0.3,1,5.707411369516284e-09,0.01
68,13,1250,0.2,1,5.707412686335979e-09,0.01
69,11,750,0.25,1,5.707415014157461e-09,0.01
70,14,1500,0.3,1,5.7074153190029495e-09,0.01
71,15,2000,0.3,1,5.7074154625593425e-09,0.01
72,10,750,0.25,1,5.707415475354446e-09,0.01
73,15,1500,0.25,1,5.707416417452153e-09,0.01
74,15,2500,0.3,1,5.707416848832461e-09,0.01
75,15,2000,0.25,1,5.70742044797137e-09,0.01
76,14,1500,0.25,1,5.707421423309081e-09,0.01
77,11,750,0.2,1,5.707424741363216e-09,0.01
78,15,1500,0.2,1,5.707425080230761e-09,0.01
79,10,750,0.2,1,5.7074255805959395e-09,0.01
80,13,1250,0.15,1,5.707429222009581e-09,0.01
