,K,Alpha,Tau,Non_Stationary_IMFs,MSE,IMF_1_P_Val
0,10,1000,0.05,0,5.704540346996058e-09,0.0017327618578556847
1,11,1000,0.05,0,5.7051823218935284e-09,0.0004655750641834852
2,12,1500,0.1,0,5.70645997341434e-09,3.186797399670478e-05
3,10,1250,0.05,0,5.7067381221736544e-09,0.0017330307283074291
4,10,750,0.05,0,5.706938907441933e-09,0.0017311328110488928
5,11,750,0.05,0,5.7071452338616105e-09,0.0004650709123444688
6,13,1500,0.1,0,5.707323906771194e-09,3.482735536917677e-05
7,12,1250,0.1,0,5.70732400318467e-09,3.170918329722669e-05
8,14,2000,0.15,0,5.707361706665735e-09,0.0020613518938672973
9,10,1250,0.1,0,5.7073688673227076e-09,0.0017327748555744263
10,12,1500,0.15,0,5.70738813045492e-09,3.186839442379286e-05
11,10,1000,0.1,0,5.707395102292067e-09,0.001732593904186442
12,11,1000,0.1,0,5.707396713655943e-09,0.0004655011824165961
13,15,2250,0.3,0,5.707397066331782e-09,0.0008071701710085659
14,12,2000,0.3,0,5.707397428350241e-09,3.1905894550301794e-05
15,11,1500,0.25,0,5.707397994864841e-09,0.000465561293299519
16,13,1750,0.2,0,5.707398127383217e-09,3.4853269269506926e-05
17,13,1750,0.25,0,5.7073982344457e-09,3.4853217021497066e-05
18,13,1750,0.3,0,5.707398240549516e-09,3.4853163379953406e-05
19,12,1750,0.3,0,5.707398258406475e-09,3.189919067111795e-05
20,12,1750,0.25,0,5.707398262477724e-09,3.189918465147548e-05
21,11,1250,0.15,0,5.707398288236669e-09,0.00046555037234806564
22,11,1500,0.3,0,5.7073983225967775e-09,0.00046555338588398173
23,14,2250,0.3,0,5.707398336810598e-09,0.002061530456211313
24,10,1250,0.3,0,5.707398338017448e-09,0.0017327454642877712
25,11,1250,0.3,0,5.707398339760236e-09,0.0004655468825006419
26,10,1250,0.25,0,5.707398341979017e-09,0.0017327473690383064
27,11,1250,0.25,0,5.707398343786626e-09,0.00046554745811914675
28,11,1250,0.2,0,5.707398350941485e-09,0.0004655483155052902
29,10,1250,0.2,0,5.707398350963292e-09,0.0017327502443432478
30,14,2000,0.3,0,5.707398361892564e-09,0.0020613170283607335
31,10,1500,0.3,0,5.70739837604212e-09,0.0017327661067243888
32,12,1750,0.2,0,5.707398388627161e-09,3.1899168534441584e-05
33,14,2000,0.25,0,5.707398394074902e-09,0.002061332129193791
34,13,1500,0.3,0,5.7073984172950445e-09,3.482390590974717e-05
35,13,1500,0.25,0,5.707398610021395e-09,3.482404015250913e-05
36,10,1250,0.15,0,5.70739862952702e-09,0.0017327539491556211
37,10,1000,0.3,0,5.707398634406933e-09,0.0017324455767147588
38,11,1000,0.3,0,5.707398645130124e-09,0.00046545632765378144
39,10,1000,0.25,0,5.707398742645168e-09,0.001732458660171732
40,11,1000,0.25,0,5.707398752158484e-09,0.00046546029361450744
41,12,1500,0.25,0,5.707398878462397e-09,3.18684298904989e-05
42,10,1000,0.2,0,5.707398930044816e-09,0.001732478898006161
43,11,1000,0.2,0,5.7073989356997215e-09,0.00046546642047840637
