TIMESTAMP,EWON_OPEN_PRICE_USD,EWON_HIGH_PRICE_USD,EWON_LOW_PRICE_USD,EWON_CLOSE_PRICE_USD,EWON_VOLUME_USD,EWON_DIVIDENDS_USD,EWON_STOCK_SPLITS_USD
2024-03-19 00:00:00+00:00,0.003283000085502863,0.005224000196903944,0.0027759999502450228,0.003378999885171652,577483,0.0,0.0
2024-03-20 00:00:00+00:00,0.003378999885171652,0.004540000110864639,0.0031560000497847795,0.004139000084251165,142203,0.0,0.0
2024-03-21 00:00:00+00:00,0.004139000084251165,0.004141999874264002,0.0025939999613910913,0.0029980000108480453,261340,0.0,0.0
2024-03-22 00:00:00+00:00,0.0029980000108480453,0.0029990000184625387,0.0015490000369027257,0.001921999966725707,301983,0.0,0.0
2024-03-23 00:00:00+00:00,0.001921999966725707,0.0020179999992251396,0.0015950000379234552,0.0017869999865069985,89229,0.0,0.0
2024-03-24 00:00:00+00:00,0.0017869999865069985,0.004538999870419502,0.0017689999658614397,0.002865999937057495,548127,0.0,0.0
2024-03-25 00:00:00+00:00,0.002865999937057495,0.0034630000591278076,0.0024739999789744616,0.002492999890819192,189587,0.0,0.0
2024-03-26 00:00:00+00:00,0.002492999890819192,0.0031079999171197414,0.0022440000902861357,0.002491000108420849,182207,0.0,0.0
2024-03-27 00:00:00+00:00,0.002491000108420849,0.002733000088483095,0.0018119999440386891,0.001959000015631318,167086,0.0,0.0
2024-03-28 00:00:00+00:00,0.001959000015631318,0.0020179999992251396,0.001762000028975308,0.0018500000005587935,46702,0.0,0.0
2024-03-29 00:00:00+00:00,0.0018500000005587935,0.0019409999949857593,0.001706999959424138,0.0017729999963194132,68033,0.0,0.0
2024-03-30 00:00:00+00:00,0.0017729999963194132,0.0018220000201836228,0.0015140000032261014,0.0015800000401213765,58142,0.0,0.0
2024-03-31 00:00:00+00:00,0.0015800000401213765,0.001626000041142106,0.0010049999691545963,0.0010930000571534038,95106,0.0,0.0
2024-04-01 00:00:00+00:00,0.0010930000571534038,0.0010930000571534038,0.0009030000073835254,0.0009469999931752682,37448,0.0,0.0
2024-04-02 00:00:00+00:00,0.0009469999931752682,0.0009519999730400741,0.0005520000122487545,0.0005549999768845737,77097,0.0,0.0
2024-04-03 00:00:00+00:00,0.0005549999768845737,0.001415999955497682,0.0005549999768845737,0.0010849999962374568,128181,0.0,0.0
2024-04-04 00:00:00+00:00,0.0010849999962374568,0.0010849999962374568,0.0010059999767690897,0.0010110000148415565,8801,0.0,0.0
2024-04-05 00:00:00+00:00,0.0010110000148415565,0.0010179999517276883,0.0008149999775923789,0.0008149999775923789,19659,0.0,0.0
2024-04-06 00:00:00+00:00,0.0008149999775923789,0.0008210000232793391,0.0007340000011026859,0.0007389999809674919,7034,0.0,0.0
2024-04-07 00:00:00+00:00,0.0007389999809674919,0.0007539999787695706,0.0006280000088736415,0.0006350000039674342,27033,0.0,0.0
2024-04-08 00:00:00+00:00,0.0006350000039674342,0.000666000007186085,0.0006230000290088356,0.0006430000066757202,7150,0.0,0.0
2024-04-09 00:00:00+00:00,0.0006430000066757202,0.0006469999789260328,0.0005959999980404973,0.0005959999980404973,14255,0.0,0.0
2024-04-10 00:00:00+00:00,0.0005959999980404973,0.0006040000007487833,0.0005719999899156392,0.000582000007852912,10556,0.0,0.0
2024-04-11 00:00:00+00:00,0.000582000007852912,0.0006230000290088356,0.0005319999763742089,0.0005799999926239252,17519,0.0,0.0
2024-04-12 00:00:00+00:00,0.0005799999926239252,0.0005869999877177179,0.0004910000134259462,0.0005050000036135316,6439,0.0,0.0
2024-04-13 00:00:00+00:00,0.0005050000036135316,0.0005050000036135316,0.00039599998854100704,0.0004250000056345016,9342,0.0,0.0
2024-04-14 00:00:00+00:00,0.0004250000056345016,0.0004920000210404396,0.00042100000428035855,0.0004920000210404396,3029,0.0,0.0
2024-04-15 00:00:00+00:00,0.0004920000210404396,0.000506000011228025,0.00042299999040551484,0.0004239999980200082,6505,0.0,0.0
2024-04-16 00:00:00+00:00,0.0004239999980200082,0.0004239999980200082,0.0003760000108741224,0.0003980000037699938,3118,0.0,0.0
2024-04-17 00:00:00+00:00,0.00039500001003034413,0.0004149999876972288,0.00038300000596791506,0.00039500001003034413,2302,0.0,0.0
2024-04-18 00:00:00+00:00,0.00039500001003034413,0.00041199999395757914,0.0003870000073220581,0.00041099998634308577,2264,0.0,0.0
2024-04-19 00:00:00+00:00,0.00041099998634308577,0.0004220000118948519,0.000391999987186864,0.0003980000037699938,6803,0.0,0.0
2024-04-20 00:00:00+00:00,0.0003980000037699938,0.00040099999750964344,0.00037900000461377203,0.0003969999961555004,4733,0.0,0.0
2024-04-21 00:00:00+00:00,0.00039900001138448715,0.00042100000428035855,0.0003980000037699938,0.0004090000002179295,1919,0.0,0.0
2024-04-22 00:00:00+00:00,0.0004090000002179295,0.00041599999531172216,0.00040600000647827983,0.0004140000091865659,485,0.0,0.0
2024-04-23 00:00:00+00:00,0.0004140000091865659,0.0004309999931138009,0.0004140000091865659,0.0004299999854993075,2687,0.0,0.0
2024-04-24 00:00:00+00:00,0.0004250000056345016,0.001547000021673739,0.0004250000056345016,0.00101200002245605,268033,0.0,0.0
2024-04-25 00:00:00+00:00,0.00101200002245605,0.001905999961309135,0.0010110000148415565,0.0012499999720603228,305716,0.0,0.0
2024-04-26 00:00:00+00:00,0.0012499999720603228,0.0012760000536218286,0.0007660000119358301,0.0007670000195503235,70211,0.0,0.0
2024-04-27 00:00:00+00:00,0.0007670000195503235,0.0007689999765716493,0.000661000027321279,0.000666000007186085,20881,0.0,0.0
2024-04-28 00:00:00+00:00,0.000666000007186085,0.0006709999870508909,0.0005910000181756914,0.0005920000257901847,8030,0.0,0.0
2024-04-29 00:00:00+00:00,0.0005920000257901847,0.0005929999751970172,0.0005329999839887023,0.0005409999866969883,8084,0.0,0.0
