TIMESTAMP,BORGY_OPEN_PRICE_USD,BORGY_HIGH_PRICE_USD,BORGY_LOW_PRICE_USD,BORGY_CLOSE_PRICE_USD,BORGY_VOLUME_USD,BORGY_DIVIDENDS_USD,BORGY_STOCK_SPLITS_USD
2025-04-27 00:00:00+00:00,6.70000008540228e-05,6.70000008540228e-05,4.400000034365803e-05,5.0999999075429514e-05,89447,0.0,0.0
2025-04-28 00:00:00+00:00,5.0999999075429514e-05,5.199999941396527e-05,4.199999966658652e-05,4.8000001697801054e-05,32736,0.0,0.0
2025-04-29 00:00:00+00:00,4.8000001697801054e-05,5.2999999752501026e-05,4.70000013592653e-05,4.70000013592653e-05,18285,0.0,0.0
2025-04-30 00:00:00+00:00,4.70000013592653e-05,5.0999999075429514e-05,4.70000013592653e-05,4.8999998398358e-05,0,0.0,0.0
2025-05-01 00:00:00+00:00,4.8999998398358e-05,5.199999941396527e-05,4.8000001697801054e-05,4.8000001697801054e-05,7561,0.0,0.0
2025-05-02 00:00:00+00:00,4.8000001697801054e-05,4.999999873689376e-05,4.8000001697801054e-05,4.8999998398358e-05,0,0.0,0.0
2025-05-03 00:00:00+00:00,4.8999998398358e-05,4.999999873689376e-05,4.8000001697801054e-05,4.8999998398358e-05,2341,0.0,0.0
2025-05-04 00:00:00+00:00,4.8999998398358e-05,4.8999998398358e-05,4.600000102072954e-05,4.8000001697801054e-05,6605,0.0,0.0
2025-05-05 00:00:00+00:00,4.8000001697801054e-05,4.999999873689376e-05,4.8000001697801054e-05,4.8999998398358e-05,112,0.0,0.0
2025-05-06 00:00:00+00:00,4.8999998398358e-05,5.2999999752501026e-05,4.70000013592653e-05,5.0999999075429514e-05,0,0.0,0.0
2025-05-07 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,4.8000001697801054e-05,4.8000001697801054e-05,0,0.0,0.0
2025-05-08 00:00:00+00:00,4.8000001697801054e-05,5.500000042957254e-05,4.8000001697801054e-05,5.500000042957254e-05,429,0.0,0.0
2025-05-09 00:00:00+00:00,5.500000042957254e-05,5.8000001445179805e-05,5.2999999752501026e-05,5.700000110664405e-05,7534,0.0,0.0
2025-05-10 00:00:00+00:00,5.700000110664405e-05,5.999999848427251e-05,5.2999999752501026e-05,5.700000110664405e-05,17444,0.0,0.0
2025-05-11 00:00:00+00:00,5.700000110664405e-05,5.8000001445179805e-05,4.70000013592653e-05,5.0999999075429514e-05,31718,0.0,0.0
2025-05-12 00:00:00+00:00,5.0999999075429514e-05,5.199999941396527e-05,4.8000001697801054e-05,5.0999999075429514e-05,16811,0.0,0.0
2025-05-13 00:00:00+00:00,5.0999999075429514e-05,5.6000000768108293e-05,4.8000001697801054e-05,5.500000042957254e-05,21727,0.0,0.0
2025-05-14 00:00:00+00:00,5.500000042957254e-05,5.700000110664405e-05,4.999999873689376e-05,5.0999999075429514e-05,16022,0.0,0.0
2025-05-15 00:00:00+00:00,5.0999999075429514e-05,6.0999998822808266e-05,4.8999998398358e-05,5.500000042957254e-05,23824,0.0,0.0
2025-05-16 00:00:00+00:00,5.500000042957254e-05,5.700000110664405e-05,5.199999941396527e-05,5.2999999752501026e-05,7492,0.0,0.0
2025-05-17 00:00:00+00:00,5.2999999752501026e-05,5.400000009103678e-05,5.2999999752501026e-05,5.400000009103678e-05,0,0.0,0.0
2025-05-18 00:00:00+00:00,5.400000009103678e-05,5.700000110664405e-05,5.2999999752501026e-05,5.700000110664405e-05,3962,0.0,0.0
2025-05-19 00:00:00+00:00,5.700000110664405e-05,5.700000110664405e-05,5.2999999752501026e-05,5.400000009103678e-05,0,0.0,0.0
2025-05-20 00:00:00+00:00,5.400000009103678e-05,5.6000000768108293e-05,5.2999999752501026e-05,5.500000042957254e-05,0,0.0,0.0
2025-05-21 00:00:00+00:00,5.500000042957254e-05,5.900000178371556e-05,5.500000042957254e-05,5.700000110664405e-05,4443,0.0,0.0
2025-05-22 00:00:00+00:00,5.700000110664405e-05,6.500000017695129e-05,5.700000110664405e-05,6.299999949987978e-05,20578,0.0,0.0
2025-05-23 00:00:00+00:00,6.299999949987978e-05,6.600000051548705e-05,5.999999848427251e-05,6.0999998822808266e-05,5844,0.0,0.0
2025-05-24 00:00:00+00:00,6.0999998822808266e-05,6.299999949987978e-05,5.999999848427251e-05,5.999999848427251e-05,0,0.0,0.0
2025-05-25 00:00:00+00:00,5.999999848427251e-05,6.0999998822808266e-05,5.2999999752501026e-05,5.500000042957254e-05,10034,0.0,0.0
2025-05-26 00:00:00+00:00,5.500000042957254e-05,6.399999983841553e-05,5.500000042957254e-05,5.999999848427251e-05,10903,0.0,0.0
2025-05-27 00:00:00+00:00,5.999999848427251e-05,6.0999998822808266e-05,5.8000001445179805e-05,5.900000178371556e-05,7306,0.0,0.0
2025-05-28 00:00:00+00:00,5.900000178371556e-05,6.0999998822808266e-05,5.500000042957254e-05,5.700000110664405e-05,8274,0.0,0.0
2025-05-29 00:00:00+00:00,5.700000110664405e-05,5.8000001445179805e-05,5.400000009103678e-05,5.400000009103678e-05,12423,0.0,0.0
2025-05-30 00:00:00+00:00,5.400000009103678e-05,5.500000042957254e-05,5.2999999752501026e-05,5.2999999752501026e-05,0,0.0,0.0
2025-05-31 00:00:00+00:00,5.2999999752501026e-05,5.500000042957254e-05,5.0999999075429514e-05,5.500000042957254e-05,0,0.0,0.0
2025-06-01 00:00:00+00:00,5.455744394566864e-05,6.997743184911087e-05,4.849806646234356e-05,5.317135583027266e-05,43590,0.0,0.0
