TIMESTAMP,BFIC_OPEN_PRICE_USD,BFIC_HIGH_PRICE_USD,BFIC_LOW_PRICE_USD,BFIC_CLOSE_PRICE_USD,BFIC_VOLUME_USD,BFIC_DIVIDENDS_USD,BFIC_STOCK_SPLITS_USD
2022-03-14 00:00:00+00:00,22.141834259033203,22.865894317626953,20.86182975769043,22.03525733947754,71509,0.0,0.0
2022-03-15 00:00:00+00:00,22.035192489624023,22.219234466552734,20.64944076538086,21.456697463989258,73317,0.0,0.0
2022-03-16 00:00:00+00:00,21.456666946411133,22.448566436767578,21.191415786743164,22.161165237426758,54003,0.0,0.0
2022-03-17 00:00:00+00:00,22.161022186279297,24.261863708496094,21.647096633911133,24.260160446166992,74994,0.0,0.0
2022-03-18 00:00:00+00:00,24.259693145751953,24.259693145751953,22.293989181518555,22.96770477294922,163817,0.0,0.0
2022-03-19 00:00:00+00:00,22.967796325683594,23.008525848388672,21.58662223815918,22.470584869384766,155006,0.0,0.0
2022-03-20 00:00:00+00:00,22.470481872558594,22.72769546508789,21.71987533569336,21.766048431396484,147831,0.0,0.0
2022-03-21 00:00:00+00:00,21.765825271606445,21.91476058959961,20.368127822875977,20.631351470947266,194388,0.0,0.0
2022-03-22 00:00:00+00:00,20.631412506103516,21.423709869384766,20.502731323242188,21.272640228271484,166304,0.0,0.0
2022-03-23 00:00:00+00:00,21.272916793823242,21.27628517150879,20.598756790161133,20.625316619873047,184101,0.0,0.0
2022-03-24 00:00:00+00:00,20.626230239868164,20.700504302978516,19.531042098999023,20.117406845092773,217914,0.0,0.0
2022-03-25 00:00:00+00:00,20.11748504638672,20.76896095275879,19.4626522064209,20.24260711669922,171723,0.0,0.0
2022-03-26 00:00:00+00:00,20.24295425415039,20.925771713256836,19.837547302246094,20.68366813659668,109215,0.0,0.0
2022-03-27 00:00:00+00:00,20.68366241455078,21.362594604492188,20.282562255859375,20.649436950683594,99823,0.0,0.0
2022-03-28 00:00:00+00:00,20.64921760559082,20.651508331298828,19.505903244018555,19.57898712158203,99229,0.0,0.0
2022-03-29 00:00:00+00:00,19.578859329223633,19.95606803894043,19.209196090698242,19.744041442871094,455595,0.0,0.0
