TIMESTAMP,CAVADA_OPEN_PRICE_USD,CAVADA_HIGH_PRICE_USD,CAVADA_LOW_PRICE_USD,CAVADA_CLOSE_PRICE_USD,CAVADA_VOLUME_USD,CAVADA_DIVIDENDS_USD,CAVADA_STOCK_SPLITS_USD
2024-03-01 00:00:00+00:00,0.006300999782979488,0.007104999851435423,0.004236000124365091,0.00610999995842576,70522,0.0,0.0
2024-03-02 00:00:00+00:00,0.00610999995842576,0.00610999995842576,0.004815999884158373,0.0050039999186992645,22453,0.0,0.0
2024-03-03 00:00:00+00:00,0.0050039999186992645,0.0060789999552071095,0.004100999794900417,0.004772999789565802,26853,0.0,0.0
2024-03-04 00:00:00+00:00,0.004772999789565802,0.008062000386416912,0.00447099981829524,0.00520800007507205,37618,0.0,0.0
2024-03-05 00:00:00+00:00,0.00520800007507205,0.005683999974280596,0.004404999781399965,0.005115999840199947,114163,0.0,0.0
2024-03-06 00:00:00+00:00,0.005115999840199947,0.006424999795854092,0.003911000210791826,0.004891999997198582,233156,0.0,0.0
2024-03-07 00:00:00+00:00,0.004891999997198582,0.005638999864459038,0.0039029999170452356,0.00430699996650219,142211,0.0,0.0
2024-03-08 00:00:00+00:00,0.00430699996650219,0.004676000215113163,0.004087999928742647,0.0043299999088048935,106159,0.0,0.0
2024-03-09 00:00:00+00:00,0.0043299999088048935,0.005251000169664621,0.0038590000476688147,0.004038000013679266,176655,0.0,0.0
2024-03-10 00:00:00+00:00,0.004038000013679266,0.00481799989938736,0.003897000104188919,0.00417400011792779,115643,0.0,0.0
2024-03-11 00:00:00+00:00,0.00417400011792779,0.004989999812096357,0.0039980001747608185,0.004251000005751848,113896,0.0,0.0
2024-03-12 00:00:00+00:00,0.004251000005751848,0.004342999774962664,0.004110000096261501,0.004151000175625086,145712,0.0,0.0
2024-03-13 00:00:00+00:00,0.004151000175625086,0.00520200002938509,0.0038109999150037766,0.00381199992261827,96030,0.0,0.0
2024-03-14 00:00:00+00:00,0.00381199992261827,0.004098999779671431,0.003737000050023198,0.003877999959513545,76897,0.0,0.0
2024-03-15 00:00:00+00:00,0.003877999959513545,0.004999000113457441,0.0005990000208839774,0.0032870001159608364,110446,0.0,0.0
2024-03-16 00:00:00+00:00,0.0032870001159608364,0.004009000025689602,0.0014199999859556556,0.0030320000369101763,146876,0.0,0.0
2024-03-17 00:00:00+00:00,0.0030320000369101763,0.003496000077575445,0.0028589998837560415,0.0032709999941289425,165742,0.0,0.0
2024-03-18 00:00:00+00:00,0.0033360000234097242,0.0033499998971819878,0.0028359999414533377,0.002885000081732869,77243,0.0,0.0
2024-03-19 00:00:00+00:00,0.002839999971911311,0.0033770001027733088,0.0016080000204965472,0.0022009999956935644,122720,0.0,0.0
2024-03-20 00:00:00+00:00,0.0022009999956935644,0.0033839999232441187,0.0012029999634250998,0.0019600000232458115,102991,0.0,0.0
2024-03-21 00:00:00+00:00,0.0019600000232458115,0.002343999920412898,0.0010760000441223383,0.0019809999503195286,77369,0.0,0.0
2024-03-22 00:00:00+00:00,0.0019809999503195286,0.0019890000112354755,0.001041000010445714,0.0013970000436529517,55844,0.0,0.0
2024-03-23 00:00:00+00:00,0.0013970000436529517,0.002400000113993883,0.001053999993018806,0.0018700000364333391,63763,0.0,0.0
2024-03-24 00:00:00+00:00,0.0018700000364333391,0.002294000005349517,0.0015879999846220016,0.0017859999788925052,64366,0.0,0.0
2024-03-25 00:00:00+00:00,0.0017859999788925052,0.002202000003308058,0.001411000033840537,0.0017819999484345317,71582,0.0,0.0
2024-03-26 00:00:00+00:00,0.0017819999484345317,0.0018500000005587935,0.0013549999566748738,0.0016799999866634607,95596,0.0,0.0
