TIMESTAMP,TESLAI_OPEN_PRICE_USD,TESLAI_HIGH_PRICE_USD,TESLAI_LOW_PRICE_USD,TESLAI_CLOSE_PRICE_USD,TESLAI_VOLUME_USD,TESLAI_DIVIDENDS_USD,TESLAI_STOCK_SPLITS_USD
2023-12-12 00:00:00+00:00,,,,0.0,68081,0.0,0.0
2023-12-13 00:00:00+00:00,,,,0.0,77995,0.0,0.0
2023-12-14 00:00:00+00:00,,,,0.0,898585,0.0,0.0
2023-12-15 00:00:00+00:00,,,,0.0,994437,0.0,0.0
2023-12-16 00:00:00+00:00,,,,0.0,253785,0.0,0.0
2023-12-17 00:00:00+00:00,,,,0.0,210117,0.0,0.0
2023-12-18 00:00:00+00:00,,,,0.0,94596,0.0,0.0
2023-12-19 00:00:00+00:00,,,,0.0,71139,0.0,0.0
2023-12-20 00:00:00+00:00,,,,0.0,43909,0.0,0.0
2023-12-21 00:00:00+00:00,,,,0.0,31701,0.0,0.0
2023-12-22 00:00:00+00:00,,,,0.0,32207,0.0,0.0
2023-12-23 00:00:00+00:00,,,,0.0,54425,0.0,0.0
2023-12-24 00:00:00+00:00,,,,0.0,22732,0.0,0.0
2023-12-25 00:00:00+00:00,,,,0.0,10068,0.0,0.0
2023-12-26 00:00:00+00:00,,,,0.0,9786,0.0,0.0
2023-12-27 00:00:00+00:00,,,,0.0,8276,0.0,0.0
2023-12-28 00:00:00+00:00,,,,0.0,9849,0.0,0.0
2023-12-29 00:00:00+00:00,,,,0.0,7140,0.0,0.0
2023-12-30 00:00:00+00:00,,,,0.0,7067,0.0,0.0
2023-12-31 00:00:00+00:00,,,,0.0,7368,0.0,0.0
2024-01-01 00:00:00+00:00,,,,0.0,7934,0.0,0.0
2024-01-02 00:00:00+00:00,,,,0.0,6221,0.0,0.0
2024-01-03 00:00:00+00:00,,,,0.0,9594,0.0,0.0
2024-01-04 00:00:00+00:00,,,,0.0,6872,0.0,0.0
2024-01-05 00:00:00+00:00,,,,0.0,4669,0.0,0.0
2024-01-06 00:00:00+00:00,,,,0.0,5090,0.0,0.0
2024-01-07 00:00:00+00:00,,,,0.0,2923,0.0,0.0
2024-01-08 00:00:00+00:00,,,,0.0,2367,0.0,0.0
2024-01-09 00:00:00+00:00,,,,0.0,2185,0.0,0.0
2024-01-10 00:00:00+00:00,,,,0.0,2351,0.0,0.0
2024-01-11 00:00:00+00:00,,,,0.0,5145,0.0,0.0
2024-01-12 00:00:00+00:00,,,,0.0,3181,0.0,0.0
2024-01-13 00:00:00+00:00,,,,0.0,3696,0.0,0.0
2024-01-14 00:00:00+00:00,,,,0.0,3502,0.0,0.0
2024-01-15 00:00:00+00:00,,,,0.0,1433,0.0,0.0
2024-01-16 00:00:00+00:00,,,,0.0,1675,0.0,0.0
2024-01-17 00:00:00+00:00,,,,0.0,2265,0.0,0.0
2024-01-18 00:00:00+00:00,,,,0.0,3683,0.0,0.0
2024-01-19 00:00:00+00:00,,,,0.0,1668,0.0,0.0
2024-01-20 00:00:00+00:00,,,,0.0,1459,0.0,0.0
2024-01-21 00:00:00+00:00,,,,0.0,6717,0.0,0.0
2024-01-22 00:00:00+00:00,,,,0.0,6929,0.0,0.0
2024-01-23 00:00:00+00:00,,,,0.0,1578,0.0,0.0
2024-01-24 00:00:00+00:00,,,,0.0,4370,0.0,0.0
2024-01-25 00:00:00+00:00,,,,0.0,1377,0.0,0.0
2024-01-26 00:00:00+00:00,,,,0.0,2279,0.0,0.0
2024-01-27 00:00:00+00:00,,,,0.0,1255,0.0,0.0
2024-01-28 00:00:00+00:00,,,,0.0,430,0.0,0.0
2024-01-29 00:00:00+00:00,,,,0.0,4723,0.0,0.0
2024-01-30 00:00:00+00:00,,,,0.0,5240,0.0,0.0
2024-01-31 00:00:00+00:00,,,,0.0,4891,0.0,0.0
2024-02-01 00:00:00+00:00,,,,0.0,2112,0.0,0.0
2024-02-02 00:00:00+00:00,,,,0.0,1368,0.0,0.0
2024-02-03 00:00:00+00:00,,,,0.0,6209,0.0,0.0
2024-02-04 00:00:00+00:00,,,,0.0,791,0.0,0.0
2024-02-05 00:00:00+00:00,,,,0.0,990,0.0,0.0
2024-02-06 00:00:00+00:00,,,,0.0,924,0.0,0.0
2024-02-07 00:00:00+00:00,,,,0.0,1925,0.0,0.0
2024-02-08 00:00:00+00:00,,,,0.0,3557,0.0,0.0
