,MSE,MAE,RMSE,MAPE,R2
0,0.0008720860335819,0.0229778613954843,0.029531063121667835,0.04217752468702757,0.3960941558787674
1,0.0003101423955208,0.014263262913337932,0.017610850608775434,0.0268416129890012,0.8767347634179873
2,0.0005636637879115333,0.019253794184411668,0.023741601030210568,0.0273042616666634,0.7916873364155442
3,0.0008689536065625,0.021810560928123335,0.02947798757786017,0.03102487323395507,0.6535033135139224
4,0.0010738547046197668,0.026112228462875964,0.032769639415051975,0.028910176315628866,0.8348265294417682
5,0.0010198284227627,0.024825302092878365,0.031934743804844935,0.026450246271009333,0.6995505783930902
6,0.0007176794571454667,0.0191579775113095,0.026789532617557937,0.02518136253049037,0.6159922302986622
7,0.0003523007300619333,0.013040039447966367,0.018769654793740532,0.0209308591990679,0.8851395486543635
8,0.0007880000571098334,0.019429393024586298,0.028071335385316736,0.030848658658615264,0.5201123458227578
9,0.0004728110808791333,0.016414609429331234,0.02174421019423117,0.025578478833789598,0.7852245240419462
10,0.0003071642864397334,0.014137217737803333,0.017526042105352302,0.02239858533037843,0.8132311791964594
11,0.000489745352608,0.016745744492484067,0.022130148548933037,0.0346915260904428,0.8361724061395946
Mean,0.0006530191596002751,0.019013999301716027,0.025008067433628548,0.02852818048383915,0.725689075934572
