,XRP
ETC,0.00017812434253991607
BTS,0.0005712756789939237
XEM,0.000729626229028907
ARK,0.0018148056971835685
MAID,0.0020022365951280576
ZEN,0.005409428559088432
DGB,0.010733135107886467
ETH,0.011915585716101415
KMD,0.019329012869678468
QTUM,0.02060856472978935
BTC,0.024715953530970943
LSK,0.02512235579233607
DOGE,0.03318916712111858
GNO,0.03444838260011193
USDT,0.038021768499431216
SC,0.045741600751162965
SYS,0.045901218181693744
DCR,0.04681125232319534
MONA,0.07612606425444286
ANT,0.10141870223699058
VERI,0.19464902886164398
RLC,0.24236378675329087
STEEM,0.2949864387896743
FIRO,0.43081856176936295
XWC,0.8210814983227411
CON,0.8398651023376082
