,XRP
XEM,5.237433621893566e-21
DOGE,2.3602105144180207e-10
ETC,5.882967056564071e-06
BTS,2.4950119866868835e-05
ARK,8.067875769680435e-05
USDT,8.245497149420361e-05
SC,8.428476487799431e-05
DCR,0.00032256422054335
KMD,0.00042266907685960004
ZEN,0.0006049611800909001
DGB,0.0007720031468981001
MAID,0.0007913418302594
ETH,0.0009894160476454999
QTUM,0.001040710559798
LSK,0.0016351456448361
GNO,0.0018509946369302
SYS,0.007744171049437301
BTC,0.01984908473017425
ANT,0.021629675364136798
MONA,0.04447356865871725
VERI,0.1055270026479795
RLC,0.11294467350323506
STEEM,0.11497860489003206
FIRO,0.433587755832227
XWC,0.8451106453253785
CON,0.8646518032911088
