TIMESTAMP,VCAKE28404_OPEN_PRICE_USD,VCAKE28404_HIGH_PRICE_USD,VCAKE28404_LOW_PRICE_USD,VCAKE28404_CLOSE_PRICE_USD,VCAKE28404_VOLUME_USD,VCAKE28404_DIVIDENDS_USD,VCAKE28404_STOCK_SPLITS_USD
2023-11-14 00:00:00+00:00,0.061420999467372894,0.064860999584198,0.06023399904370308,0.06457100063562393,22886183,0.0,0.0
2023-11-15 00:00:00+00:00,0.06457599997520447,0.07828599959611893,0.06457599997520447,0.07462800294160843,27263705,0.0,0.0
2023-11-16 00:00:00+00:00,0.0746230036020279,0.07575999945402145,0.06822600215673447,0.07039599865674973,26435473,0.0,0.0
2023-11-17 00:00:00+00:00,0.07039500027894974,0.07339800149202347,0.06612999737262726,0.06864800304174423,25540347,0.0,0.0
2023-11-18 00:00:00+00:00,0.06867299973964691,0.06879200041294098,0.06363700330257416,0.06794100254774094,26465864,0.0,0.0
2023-11-19 00:00:00+00:00,0.0679439976811409,0.07023900002241135,0.06692100316286087,0.0699009969830513,26740827,0.0,0.0
2023-11-20 00:00:00+00:00,0.0699009969830513,0.07681900262832642,0.06820499897003174,0.07211200147867203,27433503,0.0,0.0
2023-11-21 00:00:00+00:00,0.07210300117731094,0.07614000141620636,0.062481001019477844,0.06270299851894379,23918616,0.0,0.0
2023-11-22 00:00:00+00:00,0.06269100308418274,0.06853999942541122,0.06255300343036652,0.06802400201559067,25748167,0.0,0.0
2023-11-23 00:00:00+00:00,0.0680219978094101,0.06984300166368484,0.06516999751329422,0.06632500141859055,24957310,0.0,0.0
2023-11-24 00:00:00+00:00,0.06632000207901001,0.06743399798870087,0.06561700254678726,0.06592199951410294,24930437,0.0,0.0
2023-11-25 00:00:00+00:00,0.06592000275850296,0.06816200166940689,0.06557100266218185,0.06696200370788574,25529580,0.0,0.0
2023-11-26 00:00:00+00:00,0.06696200370788574,0.06714700162410736,0.06408499926328659,0.06472600251436234,24707174,0.0,0.0
2023-11-27 00:00:00+00:00,0.0647130012512207,0.06501399725675583,0.0595409981906414,0.060819000005722046,20786959,0.0,0.0
2023-11-28 00:00:00+00:00,0.060819000005722046,0.06306800246238708,0.0594559982419014,0.06214499846100807,21231973,0.0,0.0
2023-11-29 00:00:00+00:00,0.062143001705408096,0.06265900284051895,0.06064999848604202,0.06146400049328804,21322922,0.0,0.0
2023-11-30 00:00:00+00:00,0.061462998390197754,0.0635169968008995,0.061462998390197754,0.06321699917316437,23421145,0.0,0.0
2023-12-01 00:00:00+00:00,0.06321299821138382,0.06491199880838394,0.0628490000963211,0.06468699872493744,26186979,0.0,0.0
2023-12-02 00:00:00+00:00,0.06468299776315689,0.06580899655818939,0.06392499804496765,0.06571099907159805,26797993,0.0,0.0
2023-12-03 00:00:00+00:00,0.06570100039243698,0.06683299690485,0.06479000300168991,0.06513500213623047,26198183,0.0,0.0
