TIMESTAMP,CAPY25076_OPEN_PRICE_USD,CAPY25076_HIGH_PRICE_USD,CAPY25076_LOW_PRICE_USD,CAPY25076_CLOSE_PRICE_USD,CAPY25076_VOLUME_USD,CAPY25076_DIVIDENDS_USD,CAPY25076_STOCK_SPLITS_USD
2023-05-08 00:00:00+00:00,6.299999949987978e-05,0.00010900000052060932,3.199999991920777e-05,9.300000237999484e-05,24174615,0.0,0.0
2023-05-09 00:00:00+00:00,9.300000237999484e-05,0.00020700000459328294,4.8000001697801054e-05,0.0001320000010309741,19450564,0.0,0.0
2023-05-10 00:00:00+00:00,0.00012599999899975955,0.00015900000289548188,5.8000001445179805e-05,7.000000186963007e-05,9820350,0.0,0.0
2023-05-11 00:00:00+00:00,6.900000153109431e-05,7.200000254670158e-05,2.9000000722589903e-05,5.900000178371556e-05,4040171,0.0,0.0
2023-05-12 00:00:00+00:00,5.900000178371556e-05,0.00014400000509340316,4.70000013592653e-05,8.600000001024455e-05,6283908,0.0,0.0
2023-05-13 00:00:00+00:00,8.099999831756577e-05,0.00010699999984353781,4.8000001697801054e-05,5.6000000768108293e-05,3999884,0.0,0.0
2023-05-14 00:00:00+00:00,5.6000000768108293e-05,5.8000001445179805e-05,3.7000001611886546e-05,4.099999932805076e-05,1362128,0.0,0.0
2023-05-15 00:00:00+00:00,4.099999932805076e-05,6.900000153109431e-05,3.7999998312443495e-05,4.199999966658652e-05,1904799,0.0,0.0
2023-05-16 00:00:00+00:00,4.199999966658652e-05,4.70000013592653e-05,1.700000029813964e-05,2.499999936844688e-05,1754814,0.0,0.0
2023-05-17 00:00:00+00:00,2.499999936844688e-05,3.7999998312443495e-05,1.2999999853491317e-05,1.4999999621068127e-05,1193538,0.0,0.0
2023-05-18 00:00:00+00:00,1.4999999621068127e-05,1.8999999156221747e-05,1.2000000424450263e-05,1.5999999959603883e-05,1006930,0.0,0.0
2023-05-19 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.2999999853491317e-05,1.4000000192027073e-05,642529,0.0,0.0
2023-05-20 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,9.999999747378752e-06,1.2999999853491317e-05,764386,0.0,0.0
2023-05-21 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,9.999999747378752e-06,1.1000000085914508e-05,573705,0.0,0.0
2023-05-22 00:00:00+00:00,1.1000000085914508e-05,1.4000000192027073e-05,9.000000318337698e-06,9.999999747378752e-06,741259,0.0,0.0
2023-05-23 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,4.999999873689376e-06,6.000000212225132e-06,552763,0.0,0.0
2023-05-24 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,3.999999989900971e-06,3.999999989900971e-06,382567,0.0,0.0
2023-05-25 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,531227,0.0,0.0
2023-05-26 00:00:00+00:00,4.999999873689376e-06,1.4999999621068127e-05,4.999999873689376e-06,7.999999979801942e-06,1409018,0.0,0.0
2023-05-27 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,6.000000212225132e-06,7.000000096013537e-06,622120,0.0,0.0
2023-05-28 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,543911,0.0,0.0
2023-05-29 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,553422,0.0,0.0
2023-05-30 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,573266,0.0,0.0
2023-05-31 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,542345,0.0,0.0
2023-06-01 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,487163,0.0,0.0
2023-06-02 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,474835,0.0,0.0
2023-06-03 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,493907,0.0,0.0
2023-06-04 00:00:00+00:00,4.999999873689376e-06,9.000000318337698e-06,4.999999873689376e-06,9.000000318337698e-06,821090,0.0,0.0
2023-06-05 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,4.999999873689376e-06,4.999999873689376e-06,422425,0.0,0.0
2023-06-06 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,450211,0.0,0.0
2023-06-07 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,386690,0.0,0.0
2023-06-08 00:00:00+00:00,4.999999873689376e-06,7.000000096013537e-06,4.999999873689376e-06,6.000000212225132e-06,488741,0.0,0.0
2023-06-09 00:00:00+00:00,6.000000212225132e-06,1.1000000085914508e-05,6.000000212225132e-06,7.999999979801942e-06,703715,0.0,0.0
2023-06-10 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,6.000000212225132e-06,6.000000212225132e-06,426537,0.0,0.0
2023-06-11 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,360841,0.0,0.0
