TIMESTAMP,WAVES_OPEN_PRICE_USDT,WAVES_HIGH_PRICE_USDT,WAVES_LOW_PRICE_USDT,WAVES_CLOSE_PRICE_USDT,WAVES_FIRST_TRADE_PRICE_USDT,WAVES_HIGH_TRADE_PRICE_USDT,WAVES_LOW_TRADE_PRICE_USDT,WAVES_LAST_TRADE_PRICE_USDT,WAVES_TOTAL_TRADE_COUNT,WAVES_TOTAL_TRADES_BUY,WAVES_TOTAL_TRADES_SELL,WAVES_VOLUME_USDT,WAVES_QUOTE_VOLUME,WAVES_VOLUME_BUY,WAVES_QUOTE_VOLUME_BUY,WAVES_VOLUME_SELL,WAVES_QUOTE_VOLUME_SELL
2020-02-05,0.9643,1.0097,0.9596,0.9899,0.9643,1.0097,0.9596,0.9899,12486,7716,4770,1265562.98,1255521.129234,694574.04,689531.193282,570988.94,565989.935952
2020-02-06,0.9899,1.0365,0.9714,1.0364,0.9925,1.0365,0.9714,1.0364,8761,4926,3835,1297244.58,1304247.722897,609750.49,614305.112408,687494.09,689942.610489
2020-02-07,1.0364,1.128,1.0236,1.092,1.0343,1.128,1.0236,1.092,43018,28059,14959,3723106.49,4061341.240444,1969126.45,2149746.522286,1753980.04,1911594.718158
2020-02-08,1.092,1.0936,1.0304,1.058,1.092,1.0936,1.0304,1.058,6140,2604,3536,963016.42,1025962.475137,346404.64,369847.671428,616611.78,656114.803709
2020-02-09,1.058,1.1233,1.0549,1.11,1.0577,1.1233,1.0549,1.11,6056,2914,3142,1068408.49,1174284.469585,539281.27,592995.655887,529127.22,581288.813698
2020-02-10,1.11,1.562,1.1063,1.4376,1.1097,1.562,1.1063,1.4376,34196,18282,15914,6379247.43,8536940.277309,3204957.98,4280529.260682,3174289.45,4256411.016627
2020-02-11,1.4376,1.5444,1.31,1.4117,1.4375,1.5444,1.31,1.4117,27995,14092,13903,5209512.0,7434790.803832,2446524.39,3498620.744942,2762987.61,3936170.05889
2020-02-12,1.4117,1.54,1.4074,1.4324,1.4117,1.54,1.4074,1.4324,27517,16364,11153,3117026.45,4588715.623048,1608505.1,2370929.701545,1508521.35,2217785.921503
2020-02-13,1.4324,1.4543,1.3637,1.4038,1.4244,1.4543,1.3637,1.4038,10861,5207,5654,1587248.52,2232197.885649,737848.72,1039205.176116,849399.8,1192992.709533
2020-02-14,1.4038,1.5649,1.3665,1.5529,1.4038,1.5649,1.3665,1.5529,40936,30034,10902,2784939.57,4169051.241024,1612179.36,2414592.624312,1172760.21,1754458.616712
2020-02-15,1.5529,1.72,1.4512,1.4686,1.5529,1.72,1.4512,1.4686,39298,23470,15828,4317756.55,6954475.641863,2119044.06,3410968.593276,2198712.49,3543507.048587
2020-02-16,1.4686,1.4951,1.2766,1.3809,1.4651,1.4951,1.2766,1.3809,15303,9181,6122,1669436.34,2330975.171072,764224.7,1067231.904728,905211.64,1263743.266344
2020-02-17,1.3809,1.3938,1.2107,1.3366,1.3829,1.3938,1.2107,1.3366,31856,22016,9840,1967703.13,2540459.021307,1015635.69,1313826.602213,952067.44,1226632.419094
2020-02-18,1.3366,1.4841,1.3013,1.4693,1.3386,1.4841,1.3013,1.4693,48598,33591,15007,2689734.91,3809104.81587,1381289.94,1959204.018766,1308444.97,1849900.797104
2020-02-19,1.4693,1.5573,1.2872,1.3717,1.4693,1.5573,1.2872,1.3717,49269,35649,13620,2536047.6,3681848.363939,1255583.02,1823286.033281,1280464.58,1858562.330658
2020-02-20,1.3717,1.5151,1.3378,1.4854,1.3717,1.5151,1.3378,1.4854,65332,45259,20073,3743118.56,5388855.716735,1999952.13,2880433.139045,1743166.43,2508422.57769
2020-02-21,1.4854,1.5182,1.4158,1.4459,1.4879,1.5182,1.4158,1.4459,19028,13132,5896,1135473.2,1664866.685806,543285.2,798239.300707,592188.0,866627.385099
2020-02-22,1.4459,1.4538,1.3719,1.4198,1.4461,1.4538,1.3719,1.4198,7423,4484,2939,633201.14,893662.422543,275502.5,389561.149641,357698.64,504101.272902
2020-02-23,1.4198,1.45,1.4008,1.4439,1.4198,1.45,1.4008,1.4439,4007,2396,1611,421051.89,603955.609369,238406.14,342313.8875,182645.75,261641.721869
2020-02-24,1.4439,1.4578,1.3219,1.3735,1.4439,1.4578,1.3219,1.3735,5573,2606,2967,569641.39,795801.102856,254012.69,355988.310661,315628.7,439812.792195
2020-02-25,1.3735,1.3735,1.247,1.3215,1.3671,1.3684,1.247,1.3215,13513,8619,4894,1081059.35,1409798.846447,536007.37,700503.16158,545051.98,709295.684867
2020-02-26,1.3215,1.3483,1.1394,1.1562,1.3165,1.3483,1.1394,1.1562,12989,6645,6344,1442246.02,1792210.498391,652964.37,810136.071498,789281.65,982074.426893
2020-02-27,1.1562,1.2372,1.0974,1.2148,1.159,1.2372,1.0974,1.2148,18007,12718,5289,1391657.96,1646022.65463,740153.35,877238.027099,651504.61,768784.627531
2020-02-28,1.2148,1.2239,1.1106,1.1529,1.222,1.2239,1.1106,1.1529,5287,2542,2745,753780.56,873673.762936,342850.97,397269.286045,410929.59,476404.476891
2020-02-29,1.1529,1.1748,1.1277,1.1317,1.1525,1.1748,1.1277,1.1317,3559,1726,1833,486521.18,559009.63135,205660.28,236485.048955,280860.9,322524.582395
2020-03-01,1.1317,1.1789,1.099,1.1176,1.1317,1.1789,1.099,1.1176,3735,1811,1924,445944.96,506298.952631,219037.72,248640.736918,226907.24,257658.215713
2020-03-02,1.1176,1.2099,1.1076,1.1853,1.1175,1.2099,1.1076,1.1853,6883,3502,3381,853509.63,990207.68001,415890.07,483000.229613,437619.56,507207.450397
2020-03-03,1.1853,1.188,1.1322,1.1639,1.1879,1.188,1.1322,1.1639,5043,2415,2628,725031.08,836583.803439,342904.0,395750.119481,382127.08,440833.683958
2020-03-04,1.1639,1.2122,1.1312,1.1998,1.1645,1.2122,1.1312,1.1998,6575,3120,3455,842275.96,984192.164337,366107.48,428981.864103,476168.48,555210.300234
2020-03-05,1.1998,1.34,1.1872,1.3394,1.2017,1.34,1.1872,1.3394,32682,22053,10629,2717019.85,3431470.087522,1441427.47,1819623.004438,1275592.38,1611847.083084
2020-03-06,1.3394,1.4657,1.2995,1.375,1.3395,1.4657,1.2995,1.375,36792,20442,16350,3493571.85,4823806.490067,1640997.89,2262149.602611,1852573.96,2561656.887456
2020-03-07,1.375,1.3994,1.2807,1.2858,1.375,1.3994,1.2807,1.2858,11853,7302,4551,1093939.3,1467201.801091,505536.46,679660.190121,588402.84,787541.61097
2020-03-08,1.2858,1.2858,1.085,1.0936,1.2805,1.2806,1.085,1.0936,7865,3118,4747,1137377.58,1337240.502221,469209.32,550249.882677,668168.26,786990.619544
2020-03-09,1.0936,1.1265,1.0259,1.0925,1.0986,1.1265,1.0259,1.0925,6924,3646,3278,943307.83,1022680.711566,444182.16,481702.335846,499125.67,540978.37572
2020-03-10,1.0925,1.4979,1.0768,1.2875,1.0945,1.4979,1.0768,1.2875,48118,31593,16525,5558992.28,7279101.032649,2977574.63,3891192.302793,2581417.65,3387908.729856
2020-03-11,1.2875,1.4059,1.1611,1.337,1.2902,1.4059,1.1611,1.337,21887,10771,11116,3517450.96,4562785.069407,1694663.75,2205111.671789,1822787.21,2357673.397618
2020-03-12,1.337,1.366,0.73,0.795,1.3391,1.366,0.73,0.795,33781,18770,15011,4001113.67,4139552.330092,1823565.8,1897327.926261,2177547.87,2242224.403831
2020-03-13,0.795,0.9749,0.5429,0.8707,0.795,0.9749,0.5429,0.8707,21579,12547,9032,2083636.81,1698437.24492,949476.79,773911.380812,1134160.02,924525.864108
2020-03-14,0.8707,0.8932,0.7854,0.805,0.8663,0.8932,0.7854,0.805,7872,4167,3705,1118636.3,949228.579255,589114.34,498440.260804,529521.96,450788.318451
2020-03-15,0.805,0.9429,0.7958,0.8629,0.8038,0.9429,0.7958,0.8629,9936,5131,4805,1197623.18,1040466.229256,563808.43,488902.970669,633814.75,551563.258587
2020-03-16,0.8629,0.8629,0.6575,0.7386,0.8602,0.8602,0.6575,0.7386,8085,3965,4120,1247244.44,957942.922998,609097.12,471146.740475,638147.32,486796.182523
2020-03-17,0.7386,0.9322,0.7247,0.8612,0.7408,0.9322,0.7247,0.8612,34742,25397,9345,2241921.64,1872650.665839,1272909.76,1061043.34184,969011.88,811607.323999
2020-03-18,0.8612,0.94,0.7815,0.8667,0.8608,0.94,0.7815,0.8667,15971,8857,7114,2191156.2,1886915.426741,1130092.82,972318.288425,1061063.38,914597.138316
2020-03-19,0.8667,1.0111,0.8639,0.9516,0.869,1.0111,0.8639,0.9516,11519,5617,5902,1276626.29,1200410.953369,650070.21,609865.832531,626556.08,590545.120838
2020-03-20,0.9516,1.089,0.8627,0.9519,0.9501,1.089,0.8627,0.9519,11683,5849,5834,1485205.28,1460809.974051,731058.72,720228.945867,754146.56,740581.028184
2020-03-21,0.9519,0.9827,0.8844,0.9354,0.9522,0.9827,0.8844,0.9354,6062,3480,2582,594298.39,554103.539191,309142.72,288200.0062,285155.67,265903.532991
2020-03-22,0.9354,0.9579,0.8432,0.8452,0.9321,0.9579,0.8432,0.8452,5294,2597,2697,571523.6,511582.260633,263703.94,236417.624701,307819.66,275164.635932
2020-03-23,0.8452,0.95,0.833,0.9221,0.8452,0.95,0.833,0.9221,5748,2781,2967,729815.83,657038.856917,323196.9,291141.142496,406618.93,365897.714421
2020-03-24,0.9221,0.9469,0.8918,0.9339,0.9221,0.9469,0.8918,0.9339,13934,9434,4500,1151967.68,1062995.094512,580676.36,536569.243639,571291.32,526425.850873
2020-03-25,0.9339,0.94,0.8821,0.8992,0.93,0.94,0.8821,0.8992,6040,2933,3107,717848.29,651968.891769,329588.86,299573.75849,388259.43,352395.133279
2020-03-26,0.8992,0.916,0.88,0.8917,0.901,0.916,0.88,0.8917,5205,2892,2313,607295.03,542915.078672,310874.46,278154.199457,296420.57,264760.879215
2020-03-27,0.8917,0.9196,0.8321,0.859,0.8917,0.9196,0.8321,0.859,5092,2385,2707,513270.63,458685.397182,248798.4,222560.299996,264472.23,236125.097186
2020-03-28,0.859,0.859,0.7963,0.8144,0.8587,0.8587,0.7963,0.8144,6428,3311,3117,705700.64,579149.670772,366815.32,301036.450758,338885.32,278113.220014
2020-03-29,0.8144,0.8202,0.7688,0.771,0.8155,0.8202,0.7688,0.771,3700,1825,1875,389453.52,310039.551742,183321.9,145777.529222,206131.62,164262.02252
2020-03-30,0.771,0.8466,0.7677,0.8262,0.7712,0.8466,0.7677,0.8262,8307,4899,3408,944052.26,768684.893712,480658.37,391323.371334,463393.89,377361.522378
2020-03-31,0.8262,1.1259,0.8141,0.99,0.8238,1.1259,0.8141,0.99,48655,26789,21866,8664763.58,8599524.371522,4401821.03,4349257.582974,4262942.55,4250266.788548
2020-04-01,0.99,1.0238,0.9053,0.9698,0.99,1.0238,0.9053,0.9698,21589,10429,11160,3871047.29,3720828.010582,1833614.2,1764030.335162,2037433.09,1956797.67542
2020-04-02,0.9698,1.011,0.9418,0.9615,0.9699,1.011,0.9418,0.9615,14349,7223,7126,2419945.66,2353572.431607,1163254.9,1132710.519314,1256690.76,1220861.912293
2020-04-03,0.9615,1.0,0.9343,0.9629,0.959,1.0,0.9343,0.9629,11566,5724,5842,1503024.31,1450776.713026,708734.66,685371.519926,794289.65,765405.1931
2020-04-04,0.9629,0.9724,0.9322,0.9505,0.9637,0.9724,0.9322,0.9505,8969,4308,4661,1017668.61,964595.067085,477506.96,453150.798478,540161.65,511444.268607
2020-04-05,0.9505,0.958,0.9235,0.9486,0.9511,0.958,0.9235,0.9486,11128,6787,4341,754532.33,708610.437607,369003.01,346889.398822,385529.32,361721.038785
2020-04-06,0.9486,0.9924,0.936,0.9867,0.9486,0.9924,0.936,0.9867,14812,9181,5631,1782084.84,1725506.076564,884950.69,856668.094038,897134.15,868837.982526
2020-04-07,0.9867,1.0995,0.9653,0.9928,0.9868,1.0995,0.9653,0.9928,17032,8214,8818,2614054.82,2678312.48236,1207352.85,1238923.255437,1406701.97,1439389.226923
2020-04-08,0.9928,1.0282,0.9801,1.0067,0.9925,1.0282,0.9801,1.0067,10980,5033,5947,1451740.56,1456314.857362,624478.62,626765.891794,827261.94,829548.965568
2020-04-09,1.0067,1.0554,0.9805,1.0458,1.0071,1.0554,0.9805,1.0458,14661,8417,6244,1959627.53,2001218.982715,1081540.89,1107467.449302,878086.64,893751.533413
2020-04-10,1.0458,1.1862,0.9871,0.9998,1.0457,1.1862,0.9871,0.9998,44169,22146,22023,7529500.49,8126479.044256,3953791.53,4266907.65047,3575708.96,3859571.393786
2020-04-11,0.9998,1.0373,0.9801,0.9912,1.0011,1.0373,0.9801,0.9912,6483,3006,3477,872678.66,880601.755724,372840.75,376768.765525,499837.91,503832.990199
2020-04-12,0.9912,1.043,0.9666,0.9965,0.9959,1.043,0.9666,0.9965,4459,2244,2215,544851.95,548321.752398,255221.8,256919.365519,289630.15,291402.386879
2020-04-13,0.9965,1.0141,0.9521,0.9991,0.9959,1.0141,0.9521,0.9991,5012,2220,2792,593224.96,586404.472923,246108.66,243459.420535,347116.3,342945.052388
2020-04-14,0.9991,1.0118,0.9769,0.9899,0.9997,1.0118,0.9769,0.9899,3423,1680,1743,385653.49,384303.428427,181801.17,181349.260149,203852.32,202954.168278
2020-04-15,0.9899,1.0199,0.9566,0.959,0.9884,1.0199,0.9566,0.959,4920,2023,2897,744948.99,735703.270654,301929.86,299013.860488,443019.13,436689.410166
2020-04-16,0.959,1.0233,0.9411,1.0056,0.959,1.0233,0.9411,1.0056,7193,3790,3403,940304.79,930029.989091,488978.35,483487.639896,451326.44,446542.349195
2020-04-17,1.0056,1.0202,0.9901,0.9975,1.005,1.0202,0.9901,0.9975,3690,1811,1879,375572.03,376312.938346,182226.65,182846.443909,193345.38,193466.494437
2020-04-18,0.9975,1.0525,0.9974,1.0411,0.9975,1.0525,0.9974,1.0411,6508,3293,3215,1056923.97,1086027.8089,458488.53,471401.124946,598435.44,614626.683954
2020-04-19,1.0411,1.0424,1.01,1.0138,1.0411,1.0424,1.01,1.0138,4360,2138,2222,506379.72,518312.463565,207138.03,212092.387454,299241.69,306220.076111
2020-04-20,1.0138,1.0469,0.9554,0.9731,1.0111,1.0469,0.9554,0.9731,5666,2795,2871,587065.44,586609.161214,265603.86,266603.522483,321461.58,320005.638731
2020-04-21,0.9731,0.9842,0.9454,0.9639,0.9711,0.9842,0.9454,0.9639,4050,1893,2157,452637.85,437589.262724,189219.7,183225.776021,263418.15,254363.486703
2020-04-22,0.9639,0.9987,0.961,0.998,0.9639,0.9987,0.961,0.998,4886,2001,2885,592704.65,581501.340743,233000.43,228830.005674,359704.22,352671.335069
2020-04-23,0.998,1.042,0.9761,1.0074,0.9983,1.042,0.9761,1.0074,7989,3547,4442,1206331.77,1220074.94115,493448.33,499496.163432,712883.44,720578.777718
2020-04-24,1.0074,1.0293,0.9961,1.0107,1.014,1.0293,0.9961,1.0107,7368,4136,3232,1093813.91,1107166.189571,621795.84,629875.591198,472018.07,477290.598373
2020-04-25,1.0107,1.034,1.0025,1.0221,1.012,1.034,1.0025,1.0221,7355,3689,3666,1227625.47,1254505.082426,542663.83,554477.644721,684961.64,700027.437705
2020-04-26,1.0221,1.0552,1.0139,1.0522,1.022,1.0552,1.0139,1.0522,9115,4746,4369,1421971.79,1460859.663509,759073.46,780212.601774,662898.33,680647.061735
2020-04-27,1.0522,1.199,1.0269,1.055,1.0541,1.199,1.0269,1.055,25891,14235,11656,5614348.52,6207420.177297,3264597.43,3623398.838749,2349751.09,2584021.338548
2020-04-28,1.055,1.085,1.0385,1.0534,1.0553,1.085,1.0385,1.0534,9528,5080,4448,1374085.56,1451608.069292,671699.56,709741.001928,702386.0,741867.067364
2020-04-29,1.0534,1.1433,1.0534,1.099,1.0544,1.1433,1.0541,1.099,13537,7734,5803,1876720.72,2054595.305296,1000312.18,1094331.315356,876408.54,960263.98994
2020-04-30,1.099,1.145,1.0492,1.0552,1.0989,1.145,1.0492,1.0552,10671,4890,5781,1401511.78,1522501.312931,606485.68,662293.237889,795026.1,860208.075042
2020-05-01,1.0552,1.0924,1.051,1.0751,1.0513,1.0924,1.051,1.0751,5383,2518,2865,623085.13,671167.878829,308108.13,332296.031306,314977.0,338871.847523
2020-05-02,1.0751,1.0913,1.0669,1.0884,1.0747,1.0913,1.0669,1.0884,4497,2024,2473,487065.58,524955.52029,236404.16,255154.624655,250661.42,269800.895635
2020-05-03,1.0884,1.0967,1.0493,1.0624,1.0897,1.0967,1.0493,1.0624,6017,2585,3432,882692.29,945323.581261,362382.23,388466.277578,520310.06,556857.303683
2020-05-04,1.0624,1.1062,1.0054,1.06,1.063,1.1062,1.0054,1.06,8375,3696,4679,1238084.99,1303586.077158,545468.3,575517.313637,692616.69,728068.763521
2020-05-05,1.06,1.0685,1.0277,1.0517,1.06,1.0685,1.0277,1.0517,5343,2562,2781,737162.03,771329.278441,367244.92,384571.591555,369917.11,386757.686886
2020-05-06,1.0517,1.0584,1.02,1.024,1.049,1.0584,1.02,1.024,4454,2142,2312,529173.68,551294.0443,234545.63,244928.384705,294628.05,306365.659595
2020-05-07,1.024,1.0627,1.0115,1.0444,1.0232,1.0627,1.0115,1.0444,6164,3404,2760,766009.92,788834.195232,422240.83,436023.432794,343769.09,352810.762438
2020-05-08,1.0444,1.0765,1.0114,1.0551,1.0424,1.0765,1.0114,1.0551,6763,3564,3199,858559.36,894794.997602,423655.42,442288.348374,434903.94,452506.649228
2020-05-09,1.0551,1.0683,1.0403,1.0406,1.0551,1.0683,1.0403,1.0406,3439,1723,1716,401525.14,422692.745571,176540.28,186038.831296,224984.86,236653.914275
2020-05-10,1.0406,1.0406,0.9,0.9552,1.0406,1.0406,0.9,0.9552,8381,3962,4419,1370450.56,1320233.858707,610029.82,585542.716194,760420.74,734691.142513
2020-05-11,0.9552,0.9765,0.895,0.931,0.9577,0.9765,0.895,0.931,5468,2670,2798,980803.03,928630.566745,479931.95,455164.178507,500871.08,473466.388238
2020-05-12,0.931,1.1165,0.9275,1.0699,0.9287,1.1165,0.9275,1.0699,16442,8183,8259,3896486.23,4068068.865892,2393318.36,2501544.306961,1503167.87,1566524.558931
2020-05-13,1.0699,1.175,1.0512,1.06,1.0714,1.175,1.0512,1.06,16838,8833,8005,4273422.92,4744744.002148,2469816.56,2743592.589166,1803606.36,2001151.412982
2020-05-14,1.06,1.0799,1.0391,1.0461,1.0614,1.0799,1.0391,1.0461,4885,2120,2765,825120.63,873394.895172,342038.85,362728.544198,483081.78,510666.350974
2020-05-15,1.0461,1.0631,1.0101,1.0298,1.0469,1.0631,1.0101,1.0298,4009,1970,2039,655761.34,682861.27692,287597.26,299665.441417,368164.08,383195.835503
2020-05-16,1.0298,1.0462,1.0144,1.0299,1.0287,1.0462,1.0144,1.0299,2142,1054,1088,387524.1,400066.499492,201668.05,208366.418482,185856.05,191700.08101
2020-05-17,1.0299,1.0936,1.0236,1.0497,1.0299,1.0936,1.0236,1.0497,3357,1708,1649,651974.28,693880.251546,318146.96,338560.053445,333827.32,355320.198101
2020-05-18,1.0497,1.075,1.041,1.0638,1.051,1.075,1.041,1.0638,2741,1255,1486,413610.6,438112.43081,179210.98,189879.968755,234399.62,248232.462055
2020-05-19,1.0638,1.07,1.0385,1.0615,1.0639,1.07,1.0385,1.0615,2362,1199,1163,424002.04,448537.520754,214311.0,226900.062395,209691.04,221637.458359
2020-05-20,1.0615,1.083,1.0309,1.0542,1.0615,1.083,1.0309,1.0542,3062,1413,1649,696417.01,740845.240664,318211.48,339295.682756,378205.53,401549.557908
2020-05-21,1.0542,1.1653,0.9925,1.0167,1.054,1.1653,0.9925,1.0167,9766,5036,4730,2375379.45,2539933.489313,1119930.24,1203315.833182,1255449.21,1336617.656131
2020-05-22,1.0167,1.088,1.003,1.0665,1.0177,1.088,1.003,1.0665,4379,2212,2167,1036120.15,1086243.70722,536646.81,561450.280353,499473.34,524793.426867
2020-05-23,1.0665,1.1,1.0306,1.0699,1.0693,1.1,1.0306,1.0699,3983,2174,1809,913502.99,974569.124113,461302.69,492462.857029,452200.3,482106.267084
2020-05-24,1.0699,1.098,1.0108,1.0117,1.0724,1.098,1.0108,1.0117,4690,2164,2526,1013676.19,1070748.378988,427612.77,452261.604475,586063.42,618486.774513
2020-05-25,1.0117,1.0713,1.0056,1.0576,1.0071,1.0713,1.0056,1.0576,4250,1968,2282,880167.06,914452.731147,397118.82,413214.846755,483048.24,501237.884392
2020-05-26,1.0576,1.1463,1.0438,1.0645,1.0576,1.1463,1.0438,1.0645,14110,7991,6119,2775140.27,3035156.211627,1460948.38,1598141.960463,1314191.89,1437014.251164
2020-05-27,1.0645,1.0872,1.0488,1.0653,1.0661,1.0872,1.0488,1.0653,3627,1739,1888,776355.23,828549.271218,370027.13,395331.95199,406328.1,433217.319228
2020-05-28,1.0653,1.094,1.0556,1.087,1.065,1.094,1.0556,1.087,2537,1395,1142,398456.91,427564.599277,197176.94,211702.959534,201279.97,215861.639743
2020-05-29,1.087,1.1099,1.055,1.0859,1.0875,1.1099,1.055,1.0859,3847,1974,1873,535076.94,578653.580899,239353.34,259585.351628,295723.6,319068.229271
2020-05-30,1.0859,1.1346,1.0762,1.1137,1.0861,1.1346,1.0762,1.1137,5021,2592,2429,904922.98,1003263.774759,449219.28,498505.881173,455703.7,504757.893586
2020-05-31,1.1137,1.1344,1.0861,1.0945,1.1145,1.1344,1.0861,1.0945,3813,1969,1844,710065.99,790097.455501,346896.2,386730.464961,363169.79,403366.99054
2020-06-01,1.0945,1.1564,1.0901,1.1485,1.0922,1.1564,1.0901,1.1485,4588,2487,2101,891661.4,1007926.039449,442255.38,500130.780781,449406.02,507795.258668
2020-06-02,1.1485,1.1579,1.058,1.118,1.1485,1.1579,1.058,1.118,5089,2480,2609,927716.97,1040800.969172,424449.0,475827.659957,503267.97,564973.309215
2020-06-03,1.118,1.1229,1.0924,1.1176,1.12,1.1229,1.0924,1.1176,2854,1547,1307,555258.14,616239.217012,265535.98,295203.747793,289722.16,321035.469219
2020-06-04,1.1176,1.167,1.105,1.1256,1.1178,1.167,1.105,1.1256,4725,2576,2149,862008.64,975569.418007,443071.18,502002.209323,418937.46,473567.208684
2020-06-05,1.1256,1.155,1.1173,1.1305,1.1261,1.155,1.1173,1.1305,4065,1993,2072,767613.45,871015.576284,376924.01,427763.432639,390689.44,443252.143645
2020-06-06,1.1305,1.1918,1.1155,1.1487,1.1303,1.1918,1.1155,1.1487,9813,5868,3945,1663412.96,1924022.777441,888104.18,1027821.773903,775308.78,896201.003538
2020-06-07,1.1487,1.1585,1.1131,1.1443,1.1493,1.1585,1.1131,1.1443,2948,1404,1544,564304.66,640051.763297,282851.49,321475.475025,281453.17,318576.288272
2020-06-08,1.1443,1.21,1.1348,1.1852,1.1442,1.21,1.1348,1.1852,6555,3544,3011,1350029.76,1581588.692469,722525.31,846824.304414,627504.45,734764.388055
2020-06-09,1.1852,1.1869,1.1576,1.1721,1.1855,1.1869,1.1576,1.1721,3204,1244,1960,438412.21,512413.62178,185037.94,216658.279049,253374.27,295755.342731
2020-06-10,1.1721,1.3197,1.168,1.2423,1.1722,1.3197,1.168,1.2423,16667,8145,8522,3169835.38,3970595.904773,1633575.32,2050807.349305,1536260.06,1919788.555468
2020-06-11,1.2423,1.2952,1.1,1.1335,1.2433,1.2952,1.1,1.1335,9114,4255,4859,1639581.6,1995330.352603,752619.84,920484.102233,886961.76,1074846.25037
2020-06-12,1.1335,1.2122,1.13,1.2103,1.1312,1.2122,1.13,1.2103,3736,1857,1879,544268.08,644285.506647,250468.57,296778.083023,293799.51,347507.423624
2020-06-13,1.2103,1.261,1.1832,1.2489,1.2121,1.261,1.1832,1.2489,3990,2329,1661,628653.9,770605.158708,332495.8,407694.659466,296158.1,362910.499242
2020-06-14,1.2489,1.2571,1.1622,1.1748,1.2475,1.2571,1.1622,1.1748,2947,1406,1541,473525.48,569429.443244,219187.08,263967.483802,254338.4,305461.959442
2020-06-15,1.1748,1.1853,1.0912,1.1659,1.1751,1.1853,1.0912,1.1659,4748,2266,2482,779627.52,889603.20612,390495.44,446283.851119,389132.08,443319.355001
2020-06-16,1.1659,1.2999,1.161,1.2563,1.1671,1.2999,1.161,1.2563,9994,4951,5043,2548664.71,3195949.083783,1124759.82,1414412.255338,1423904.89,1781536.828445
2020-06-17,1.2563,1.2924,1.212,1.2609,1.2561,1.2924,1.212,1.2609,4950,2479,2471,760729.36,955177.192273,367267.91,461741.100385,393461.45,493436.091888
2020-06-18,1.2609,1.2646,1.214,1.2375,1.2609,1.2646,1.214,1.2375,2639,1328,1311,433993.44,537244.751204,218241.48,270572.446518,215751.96,266672.304686
2020-06-19,1.2375,1.2513,1.2005,1.2151,1.2332,1.2513,1.2005,1.2151,2357,1115,1242,337658.23,413299.785045,146442.8,179535.56522,191215.43,233764.219825
2020-06-20,1.2151,1.2328,1.1799,1.2023,1.2151,1.2328,1.1799,1.2023,2495,1083,1412,422293.07,508621.266768,175590.02,211475.198112,246703.05,297146.068656
2020-06-21,1.2023,1.2275,1.1961,1.1997,1.2024,1.2275,1.1961,1.1997,1751,748,1003,287048.23,347271.060231,125640.29,151968.848938,161407.94,195302.211293
2020-06-22,1.1997,1.2348,1.1997,1.2258,1.2016,1.2348,1.1997,1.2258,2314,1258,1056,360704.38,441839.37218,184552.21,226143.319014,176152.17,215696.053166
2020-06-23,1.2258,1.263,1.2258,1.239,1.228,1.263,1.2264,1.239,2370,1350,1020,416893.36,518920.566731,225276.8,280544.615639,191616.56,238375.951092
2020-06-24,1.239,1.2475,1.1615,1.1849,1.239,1.2475,1.1615,1.1849,2918,1181,1737,548775.31,662193.652673,234209.15,282854.817762,314566.16,379338.834911
2020-06-25,1.1849,1.191,1.15,1.1848,1.1837,1.191,1.15,1.1848,2197,796,1401,438687.52,512506.886274,189199.81,220914.916682,249487.71,291591.969592
2020-06-26,1.1848,1.1848,1.1497,1.1542,1.1835,1.1835,1.1497,1.1542,1542,709,833,354616.04,411829.653201,159581.85,185254.241604,195034.19,226575.411597
2020-06-27,1.1542,1.1895,1.0701,1.1133,1.1541,1.1895,1.0701,1.1133,2713,1035,1678,448811.69,508794.002325,188986.34,214660.59262,259825.35,294133.409705
2020-06-28,1.1133,1.1395,1.1006,1.1339,1.1133,1.1395,1.1006,1.1339,1158,662,496,185962.93,208057.807702,116836.29,130707.28396,69126.64,77350.523742
2020-06-29,1.1339,1.1498,1.1139,1.141,1.1346,1.1498,1.1139,1.141,1553,889,664,269004.63,304510.871935,124049.53,140596.057762,144955.1,163914.814173
2020-06-30,1.141,1.145,1.1177,1.12,1.145,1.145,1.1177,1.12,1006,474,532,148610.14,167682.029726,73585.32,82959.792348,75024.82,84722.237378
2020-07-01,1.12,1.1659,1.1156,1.1515,1.12,1.1659,1.1156,1.1515,1268,657,611,199224.25,228153.825711,95632.42,109398.634096,103591.83,118755.191615
2020-07-02,1.1515,1.1875,1.1121,1.1258,1.1531,1.1875,1.1121,1.1258,5685,3417,2268,772563.92,897243.26583,332980.81,386517.813872,439583.11,510725.451958
2020-07-03,1.1258,1.1359,1.12,1.121,1.1289,1.1359,1.12,1.121,959,509,450,150254.82,169601.496512,74123.35,83708.026807,76131.47,85893.469705
2020-07-04,1.121,1.134,1.0989,1.1305,1.119,1.134,1.0989,1.1305,993,500,493,143131.31,160610.97593,71732.55,80616.726826,71398.76,79994.249104
2020-07-05,1.1305,1.1309,1.1001,1.116,1.1305,1.1309,1.1001,1.116,1245,638,607,202686.56,226173.851099,102241.79,114162.070059,100444.77,112011.78104
2020-07-06,1.116,1.1597,1.1139,1.1597,1.116,1.1597,1.1139,1.1597,2181,1179,1002,354168.4,403657.920463,178139.41,203330.906505,176028.99,200327.013958
