TIMESTAMP,THAPT_OPEN_PRICE_USD,THAPT_HIGH_PRICE_USD,THAPT_LOW_PRICE_USD,THAPT_CLOSE_PRICE_USD,THAPT_VOLUME_USD,THAPT_DIVIDENDS_USD,THAPT_STOCK_SPLITS_USD
2024-12-30 00:00:00+00:00,9.986207962036133,10.432852745056152,9.809136390686035,9.925447463989258,7423,0.0,0.0
2024-12-31 00:00:00+00:00,9.925447463989258,10.123819351196289,9.690842628479004,9.72084903717041,105372,0.0,0.0
2025-01-01 00:00:00+00:00,9.72084903717041,10.13172721862793,9.420309066772461,10.130290031433105,205680,0.0,0.0
2025-01-02 00:00:00+00:00,10.130290031433105,10.547455787658691,10.098241806030273,10.37387752532959,33780,0.0,0.0
2025-01-03 00:00:00+00:00,10.37387752532959,11.0393648147583,10.270909309387207,10.975892066955566,1641,0.0,0.0
2025-01-04 00:00:00+00:00,10.975892066955566,11.212196350097656,10.86269760131836,11.106162071228027,1533,0.0,0.0
2025-01-05 00:00:00+00:00,11.106162071228027,11.364375114440918,10.967350006103516,11.345663070678711,821,0.0,0.0
2025-01-06 00:00:00+00:00,11.345663070678711,11.548755645751953,11.051573753356934,11.382851600646973,1770,0.0,0.0
2025-01-07 00:00:00+00:00,11.382851600646973,11.924851417541504,10.83933162689209,10.845288276672363,1989,0.0,0.0
2025-01-08 00:00:00+00:00,10.845288276672363,10.883519172668457,9.73243522644043,10.163785934448242,3784,0.0,0.0
2025-01-09 00:00:00+00:00,10.163785934448242,10.220069885253906,9.593310356140137,9.678438186645508,955,0.0,0.0
2025-01-10 00:00:00+00:00,9.678438186645508,10.252142906188965,9.678438186645508,10.23654556274414,7170,0.0,0.0
2025-01-11 00:00:00+00:00,10.23654556274414,10.316704750061035,9.892269134521484,10.207449913024902,3347,0.0,0.0
2025-01-12 00:00:00+00:00,10.207449913024902,10.207449913024902,9.990700721740723,10.085318565368652,724,0.0,0.0
2025-01-13 00:00:00+00:00,10.085318565368652,10.085318565368652,9.00141716003418,9.447516441345215,483,0.0,0.0
2025-01-14 00:00:00+00:00,9.447516441345215,9.995295524597168,9.415904998779297,9.995295524597168,10823,0.0,0.0
2025-01-15 00:00:00+00:00,9.995295524597168,10.640433311462402,9.841423034667969,10.640433311462402,480,0.0,0.0
2025-01-16 00:00:00+00:00,10.640433311462402,10.640433311462402,10.052512168884277,10.290976524353027,8535,0.0,0.0
2025-01-17 00:00:00+00:00,10.290976524353027,10.946114540100098,10.290955543518066,10.820296287536621,659,0.0,0.0
2025-01-18 00:00:00+00:00,10.820296287536621,10.896291732788086,10.052961349487305,10.274273872375488,1944,0.0,0.0
2025-01-19 00:00:00+00:00,10.274273872375488,10.626788139343262,9.487317085266113,9.487317085266113,2725,0.0,0.0
2025-01-20 00:00:00+00:00,9.487317085266113,10.298184394836426,9.255229949951172,9.526874542236328,761,0.0,0.0
2025-01-21 00:00:00+00:00,9.526874542236328,9.946120262145996,9.07241153717041,9.784290313720703,3494,0.0,0.0
2025-01-22 00:00:00+00:00,9.784290313720703,10.050050735473633,9.538190841674805,9.543249130249023,2991,0.0,0.0
2025-01-23 00:00:00+00:00,9.543249130249023,9.588932991027832,9.106520652770996,9.335395812988281,1285,0.0,0.0
2025-01-24 00:00:00+00:00,9.335395812988281,9.611577987670898,9.110172271728516,9.194799423217773,2014,0.0,0.0
