,XMR
XEM,4.307919575295163e-05
ACES,8.716460878676322e-05
LTCR,0.00010081328776866691
IMS,0.00039317560596039997
IBANK,0.00040742546685195
USDT,0.00043977066995
BITS,0.00103963198659615
RLC,0.0012971151392151999
PUT,0.0015033096894753
TRST,0.00198341321667475
DIME,0.0028067517518736
SWING,0.0028167393731283004
VIDZ,0.0030843363441720997
WDC,0.00364899402755625
GRS,0.0038773177346573
BAT,0.00590442304262425
RBT,0.00628727854247445
ZUR,0.00689038190551935
QTUM,0.0094478960680344
VEC2,0.009751479048876549
MOTO,0.01113659299409275
UNIT,0.015896136601888752
XLM,0.017407586344253302
HBD,0.0176973535561506
C2,0.01823476579144955
EVIL,0.02001386881347405
LTC,0.0200876230729737
XRP,0.020966661450106748
DGB,0.0231277157944177
ICON,0.0253029218804723
ZET,0.0303740340396167
VLT,0.03294010826068675
TAJ,0.04188567959463975
ENT,0.0424110505818812
PXI,0.045256975962173
DASH,0.04661114491086505
DOGE,0.04886601758654614
GBYTE,0.05379693296312025
BTC,0.0584965117221615
NEWB,0.059337321432718804
CAB,0.059883695609874055
CJ,0.06321235889829885
KOBO,0.06810091717177286
EUC,0.0737172921838663
BTS,0.0778120593259355
XTO,0.07819299328499366
AV,0.07911297151037086
ZEC,0.08003654784873235
BERN,0.08824466152814395
SYS,0.09098997412720711
XHI,0.10218685408477154
WYZ,0.10485001979453021
HVCO,0.10965420706178475
KIN,0.11217790937552691
WAVES,0.1227100188128237
CARBON,0.1241890355385484
CREVA,0.12452128240330106
VAL,0.12676820163516533
NMC,0.1268850339064736
FRN,0.13631405077691605
SPR,0.13681199669802
TAB,0.1413887819324092
WBB,0.14139691411546135
ARK,0.14483730717284216
XWC,0.1457028412582132
ETC,0.15003780597262584
XPM,0.152209673703711
MONA,0.1620864596672712
SKR,0.1778244960996886
XMS,0.18374481262933595
VTC,0.18479035927206033
AE,0.18923541305629282
SIGNA,0.20179759518058799
QBC,0.20457884065245824
NAV,0.20471881975663858
ACOIN,0.2088634809481982
BLU,0.20973998848792713
LOOK,0.21211476825241077
SILK,0.2124589317096957
SANDG,0.216044176682595
XPY,0.2161295069050562
IFC,0.21655800512238135
PZM,0.21839078811291202
OPAL,0.2206009055259297
PAK,0.22066600850445975
DCR,0.22282303322918784
START,0.2239079725112132
ARGUS,0.23750952326944946
XPX,0.23891259022161596
LUNC,0.24158913965248635
WGR,0.24373454367444009
XDN,0.2474417752729663
BCN,0.24779310842038865
ANT,0.24813316744196853
LOG,0.2547234441183849
NOBL,0.25485870806277217
GNO,0.255076246345011
PPC,0.25713050046749014
SC,0.2595142063219634
SKULL,0.2650025947219798
SXC,0.2660075720089828
LSK,0.2693172291263396
ETH,0.2735173518888443
FIRO,0.27576925586919276
PXC,0.28335304559407903
SLS,0.2839382056446611
KURT,0.28584451465278116
ZEN,0.28595001833558575
KMD,0.28728286703566
JLP,0.3052753670396308
ADZ,0.3158128515347945
GAS,0.3181670485239091
IOTA,0.32536660986170535
ADC,0.33579084822458466
ZCL,0.336458471154899
ZOOM,0.35491366231232746
SWT,0.35522057962895637
POST,0.3619569425836401
TECH,0.3627230267591125
DCY,0.3629383591129839
STEEM,0.3698454157346238
MAY,0.37048585070847384
CYT,0.3815416639251935
PIVX,0.3815917899147676
DCT,0.384726221894287
PLU,0.38717866118967303
IXC,0.38719246458851186
CKC,0.3964899108767632
LUN,0.3982527914366607
RBY,0.4299262622847616
NXS,0.4352417121223197
RRT,0.4491919705584203
ICOB,0.45177222060931516
CETI,0.4689849278702045
DEM,0.47062665571039575
EDRC,0.47419700488220223
ZENI,0.47772798021041063
AGRS,0.49079443430149217
EQB,0.505131619424048
AXIOM,0.5111926632542463
XQN,0.5113701905129284
SIB,0.511979399428196
XCP,0.5192227679628714
BLAZR,0.5199308099551088
BTB,0.5296044342891488
MCN,0.5339075770980932
AMS,0.5364432384815456
CF,0.5423358385686938
CSC,0.5457234570529174
LAMB,0.5480897532148559
NETKO,0.5514797767675257
MAID,0.553873173369396
FRC,0.5575535023485627
LDOGE,0.5608266000676476
RBIES,0.5618498691240769
GLC,0.5652641173903644
HBN,0.5656379797305452
XPTX,0.573691245101048
