TIMESTAMP,CREPE36649_OPEN_PRICE_USD,CREPE36649_HIGH_PRICE_USD,CREPE36649_LOW_PRICE_USD,CREPE36649_CLOSE_PRICE_USD,Adj Close,CREPE36649_VOLUME_USD,CREPE36649_DIVIDENDS_USD,CREPE36649_STOCK_SPLITS_USD
,4.1492924651720386e-07,4.5910815060778987e-07,3.4555677075331914e-07,3.7350807247094053e-07,,69026.0,0.0,0.0
