TIMESTAMP,SOCCER_OPEN_PRICE_USD,SOCCER_HIGH_PRICE_USD,SOCCER_LOW_PRICE_USD,SOCCER_CLOSE_PRICE_USD,SOCCER_VOLUME_USD,SOCCER_DIVIDENDS_USD,SOCCER_STOCK_SPLITS_USD
2022-10-14 00:00:00+00:00,,,,0.0,153209,0.0,0.0
2022-10-15 00:00:00+00:00,,,,0.0,102321,0.0,0.0
2022-10-16 00:00:00+00:00,,,,0.0,40805,0.0,0.0
2022-10-17 00:00:00+00:00,,,,0.0,47058,0.0,0.0
2022-10-18 00:00:00+00:00,,,,0.0,52447,0.0,0.0
2022-10-19 00:00:00+00:00,,,,0.0,17023,0.0,0.0
2022-10-20 00:00:00+00:00,,,,0.0,22577,0.0,0.0
2022-10-21 00:00:00+00:00,,,,0.0,27182,0.0,0.0
2022-10-22 00:00:00+00:00,,,,0.0,6691,0.0,0.0
2022-10-23 00:00:00+00:00,,,,0.0,6383,0.0,0.0
2022-10-24 00:00:00+00:00,,,,0.0,6033,0.0,0.0
2022-10-25 00:00:00+00:00,,,,0.0,7450,0.0,0.0
2022-10-26 00:00:00+00:00,,,,0.0,4244,0.0,0.0
2022-10-27 00:00:00+00:00,,,,0.0,6953,0.0,0.0
2022-10-28 00:00:00+00:00,,,,0.0,8098,0.0,0.0
2022-10-29 00:00:00+00:00,,,,0.0,4488,0.0,0.0
2022-10-30 00:00:00+00:00,,,,0.0,3563,0.0,0.0
2022-10-31 00:00:00+00:00,,,,0.0,5519,0.0,0.0
2022-11-01 00:00:00+00:00,,,,0.0,6106,0.0,0.0
2022-11-02 00:00:00+00:00,,,,0.0,1610,0.0,0.0
2022-11-03 00:00:00+00:00,,,,0.0,2193,0.0,0.0
2022-11-04 00:00:00+00:00,,,,0.0,1525,0.0,0.0
2022-11-05 00:00:00+00:00,,,,0.0,2225,0.0,0.0
2022-11-06 00:00:00+00:00,,,,0.0,2083,0.0,0.0
2022-11-07 00:00:00+00:00,,,,0.0,4362,0.0,0.0
2022-11-08 00:00:00+00:00,,,,0.0,3169,0.0,0.0
2022-11-09 00:00:00+00:00,,,,0.0,5839,0.0,0.0
2022-11-10 00:00:00+00:00,,,,0.0,3562,0.0,0.0
2022-11-11 00:00:00+00:00,,,,0.0,1792,0.0,0.0
2022-11-12 00:00:00+00:00,,,,0.0,1667,0.0,0.0
2022-11-13 00:00:00+00:00,,,,0.0,7267,0.0,0.0
2022-11-14 00:00:00+00:00,,,,0.0,10577,0.0,0.0
2022-11-15 00:00:00+00:00,,,,0.0,17666,0.0,0.0
2022-11-16 00:00:00+00:00,,,,0.0,72125,0.0,0.0
2022-11-17 00:00:00+00:00,,,,0.0,13963,0.0,0.0
2022-11-18 00:00:00+00:00,,,,0.0,39515,0.0,0.0
2022-11-19 00:00:00+00:00,,,,0.0,6702,0.0,0.0
2022-11-20 00:00:00+00:00,,,,0.0,8511,0.0,0.0
2022-11-21 00:00:00+00:00,,,,0.0,18349,0.0,0.0
2022-11-22 00:00:00+00:00,,,,0.0,8838,0.0,0.0
2022-11-23 00:00:00+00:00,,,,0.0,7396,0.0,0.0
2022-11-24 00:00:00+00:00,,,,0.0,3809,0.0,0.0
2022-11-25 00:00:00+00:00,,,,0.0,54370,0.0,0.0
2022-11-26 00:00:00+00:00,,,,0.0,151056,0.0,0.0
2022-11-27 00:00:00+00:00,,,,0.0,18441,0.0,0.0
2022-11-28 00:00:00+00:00,,,,0.0,30848,0.0,0.0
