TIMESTAMP,BTCDRAGON_OPEN_PRICE_USD,BTCDRAGON_HIGH_PRICE_USD,BTCDRAGON_LOW_PRICE_USD,BTCDRAGON_CLOSE_PRICE_USD,BTCDRAGON_VOLUME_USD,BTCDRAGON_DIVIDENDS_USD,BTCDRAGON_STOCK_SPLITS_USD
2024-05-24 00:00:00+00:00,,,,0.0,15877,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,1733,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,1138,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,1848,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,728,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,156,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,986,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,630,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,1139,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,388,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,338,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,367,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,1761,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,489,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,587,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,97,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,162,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,1455,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,50,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,794,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,150,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,229,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,81,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,66,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,376,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,86,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,171,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,153,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,196,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,218,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,17,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,532,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,237,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,29,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,309,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,359,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,424,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,632,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,143,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,328,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,129,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,96,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,263,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,310,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,399,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,46,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,92,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,209,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,117,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,94,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,160,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,57,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,33,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,815,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,474,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,391,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,134,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,254,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,265,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,184,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,71,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,96,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,15,0.0,0.0
