TIMESTAMP,DIO_OPEN_PRICE_USD,DIO_HIGH_PRICE_USD,DIO_LOW_PRICE_USD,DIO_CLOSE_PRICE_USD,DIO_VOLUME_USD,DIO_DIVIDENDS_USD,DIO_STOCK_SPLITS_USD
2021-12-27 00:00:00+00:00,,,,0.0,2177,0.0,0.0
2021-12-28 00:00:00+00:00,,,,0.0,1071,0.0,0.0
2021-12-29 00:00:00+00:00,,,,0.0,3616,0.0,0.0
2021-12-30 00:00:00+00:00,,,,0.0,7390,0.0,0.0
2021-12-31 00:00:00+00:00,,,,0.0,4517,0.0,0.0
2022-01-01 00:00:00+00:00,,,,0.0,676,0.0,0.0
2022-01-02 00:00:00+00:00,,,,0.0,579,0.0,0.0
2022-01-03 00:00:00+00:00,,,,0.0,1073,0.0,0.0
2022-01-04 00:00:00+00:00,,,,0.0,1788,0.0,0.0
2022-01-05 00:00:00+00:00,,,,0.0,395,0.0,0.0
2022-01-06 00:00:00+00:00,,,,0.0,127,0.0,0.0
2022-01-07 00:00:00+00:00,,,,0.0,84,0.0,0.0
2022-01-08 00:00:00+00:00,,,,0.0,53,0.0,0.0
2022-01-10 00:00:00+00:00,,,,0.0,197,0.0,0.0
2022-01-11 00:00:00+00:00,,,,0.0,44,0.0,0.0
2022-01-13 00:00:00+00:00,,,,0.0,38,0.0,0.0
2022-01-14 00:00:00+00:00,,,,0.0,73,0.0,0.0
2022-01-15 00:00:00+00:00,,,,0.0,135,0.0,0.0
2022-01-16 00:00:00+00:00,,,,0.0,5,0.0,0.0
2022-01-17 00:00:00+00:00,,,,0.0,42,0.0,0.0
2022-01-18 00:00:00+00:00,,,,0.0,53,0.0,0.0
2022-01-19 00:00:00+00:00,,,,0.0,23,0.0,0.0
2022-01-20 00:00:00+00:00,,,,0.0,16,0.0,0.0
2022-01-21 00:00:00+00:00,,,,0.0,25,0.0,0.0
2022-01-22 00:00:00+00:00,,,,0.0,182,0.0,0.0
2022-01-23 00:00:00+00:00,,,,0.0,26,0.0,0.0
2022-01-24 00:00:00+00:00,,,,0.0,22,0.0,0.0
2022-01-25 00:00:00+00:00,,,,0.0,106,0.0,0.0
2022-01-26 00:00:00+00:00,,,,0.0,292,0.0,0.0
2022-01-27 00:00:00+00:00,,,,0.0,42,0.0,0.0
2022-01-28 00:00:00+00:00,,,,0.0,154,0.0,0.0
2022-01-29 00:00:00+00:00,,,,0.0,94,0.0,0.0
2022-01-30 00:00:00+00:00,,,,0.0,29,0.0,0.0
2022-01-31 00:00:00+00:00,,,,0.0,1120,0.0,0.0
2022-02-01 00:00:00+00:00,,,,0.0,1308,0.0,0.0
2022-02-02 00:00:00+00:00,,,,0.0,74,0.0,0.0
2022-02-03 00:00:00+00:00,,,,0.0,325,0.0,0.0
2022-02-04 00:00:00+00:00,,,,0.0,102,0.0,0.0
2022-02-05 00:00:00+00:00,,,,0.0,50,0.0,0.0
2022-02-08 00:00:00+00:00,,,,0.0,21,0.0,0.0
2022-02-09 00:00:00+00:00,,,,0.0,14,0.0,0.0
2022-02-10 00:00:00+00:00,,,,0.0,28,0.0,0.0
2022-02-11 00:00:00+00:00,,,,0.0,20,0.0,0.0
2022-02-12 00:00:00+00:00,,,,0.0,6,0.0,0.0
2022-02-15 00:00:00+00:00,,,,0.0,104,0.0,0.0
2022-02-16 00:00:00+00:00,,,,0.0,318,0.0,0.0
2022-02-17 00:00:00+00:00,,,,0.0,319,0.0,0.0
2022-02-18 00:00:00+00:00,,,,0.0,14,0.0,0.0
2022-02-19 00:00:00+00:00,,,,0.0,1001,0.0,0.0
2022-02-20 00:00:00+00:00,,,,0.0,232,0.0,0.0
2022-02-22 00:00:00+00:00,,,,0.0,77,0.0,0.0
2022-02-23 00:00:00+00:00,,,,0.0,199,0.0,0.0
2022-02-24 00:00:00+00:00,,,,0.0,6,0.0,0.0
2022-02-28 00:00:00+00:00,,,,0.0,44,0.0,0.0
2022-03-01 00:00:00+00:00,,,,0.0,102,0.0,0.0
2022-03-02 00:00:00+00:00,,,,0.0,10,0.0,0.0
2022-03-03 00:00:00+00:00,,,,0.0,3,0.0,0.0
2022-03-07 00:00:00+00:00,,,,0.0,250,0.0,0.0
2022-03-09 00:00:00+00:00,,,,0.0,6,0.0,0.0
2022-03-11 00:00:00+00:00,,,,0.0,3,0.0,0.0
2022-03-12 00:00:00+00:00,,,,0.0,11,0.0,0.0
2022-03-16 00:00:00+00:00,,,,0.0,55,0.0,0.0
2022-03-17 00:00:00+00:00,,,,0.0,34,0.0,0.0
2022-03-18 00:00:00+00:00,,,,0.0,27,0.0,0.0
2022-03-19 00:00:00+00:00,,,,0.0,7,0.0,0.0
2022-03-20 00:00:00+00:00,,,,0.0,9,0.0,0.0
2022-03-24 00:00:00+00:00,,,,0.0,3,0.0,0.0
2022-03-25 00:00:00+00:00,,,,0.0,188,0.0,0.0
2022-03-26 00:00:00+00:00,,,,0.0,51,0.0,0.0
2022-03-27 00:00:00+00:00,,,,0.0,210,0.0,0.0
2022-03-28 00:00:00+00:00,,,,0.0,58,0.0,0.0
2022-03-30 00:00:00+00:00,,,,0.0,20,0.0,0.0
2022-03-31 00:00:00+00:00,,,,0.0,44,0.0,0.0
2022-04-01 00:00:00+00:00,,,,0.0,11,0.0,0.0
2022-04-02 00:00:00+00:00,,,,0.0,11,0.0,0.0
2022-04-03 00:00:00+00:00,,,,0.0,71,0.0,0.0
2022-04-05 00:00:00+00:00,,,,0.0,37,0.0,0.0
2022-04-06 00:00:00+00:00,,,,0.0,3,0.0,0.0
2022-04-08 00:00:00+00:00,,,,0.0,28,0.0,0.0
2022-04-09 00:00:00+00:00,,,,0.0,18,0.0,0.0
2022-04-11 00:00:00+00:00,,,,0.0,6,0.0,0.0
2022-04-12 00:00:00+00:00,,,,0.0,24,0.0,0.0
2022-04-16 00:00:00+00:00,,,,0.0,3,0.0,0.0
2022-04-24 00:00:00+00:00,,,,0.0,3,0.0,0.0
2022-04-26 00:00:00+00:00,,,,0.0,15,0.0,0.0
2022-05-01 00:00:00+00:00,,,,0.0,39,0.0,0.0
2022-05-02 00:00:00+00:00,,,,0.0,13,0.0,0.0
2022-05-03 00:00:00+00:00,,,,0.0,12,0.0,0.0
2022-05-06 00:00:00+00:00,,,,0.0,9,0.0,0.0
2022-05-07 00:00:00+00:00,,,,0.0,29,0.0,0.0
2022-05-08 00:00:00+00:00,,,,0.0,20,0.0,0.0
2022-05-17 00:00:00+00:00,0.06484100222587585,0.06534600257873535,0.060155998915433884,0.060426998883485794,384743,0.0,0.0
2022-05-18 00:00:00+00:00,0.060426998883485794,0.06233000010251999,0.05891599878668785,0.05935100093483925,688056,0.0,0.0
2022-05-19 00:00:00+00:00,0.05964399874210358,0.06168900057673454,0.059234000742435455,0.060176998376846313,246901,0.0,0.0
2022-05-20 00:00:00+00:00,0.060175999999046326,0.0610009990632534,0.055667001754045486,0.056106001138687134,1146639,0.0,0.0
2022-05-21 00:00:00+00:00,0.05621200054883957,0.05908999964594841,0.05581500008702278,0.05799100175499916,515971,0.0,0.0
2022-05-22 00:00:00+00:00,0.057989999651908875,0.06195899844169617,0.05725900083780289,0.05938100069761276,460223,0.0,0.0
2022-05-23 00:00:00+00:00,0.05938100069761276,0.06221799924969673,0.058522000908851624,0.06076600030064583,362311,0.0,0.0
2022-05-24 00:00:00+00:00,0.060763999819755554,0.06183699890971184,0.05446099862456322,0.0576540008187294,317742,0.0,0.0
2022-05-25 00:00:00+00:00,0.057652998715639114,0.05998300015926361,0.05497699975967407,0.0556039996445179,485176,0.0,0.0
2022-05-26 00:00:00+00:00,0.05560300126671791,0.06077300012111664,0.055208999663591385,0.06077300012111664,605243,0.0,0.0
