TIMESTAMP,MGKL_OPEN_PRICE_USD,MGKL_HIGH_PRICE_USD,MGKL_LOW_PRICE_USD,MGKL_CLOSE_PRICE_USD,MGKL_VOLUME_USD,MGKL_DIVIDENDS_USD,MGKL_STOCK_SPLITS_USD
2023-03-28 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,1620982,0.0,0.0
2023-03-29 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,927461,0.0,0.0
2023-03-30 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,271433,0.0,0.0
2023-03-31 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,125597,0.0,0.0
2023-04-01 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,125054,0.0,0.0
2023-04-02 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,50871,0.0,0.0
2023-04-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,66413,0.0,0.0
2023-04-04 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,87024,0.0,0.0
2023-04-05 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,118728,0.0,0.0
2023-04-06 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,39307,0.0,0.0
2023-04-07 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,37526,0.0,0.0
2023-04-08 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,24210,0.0,0.0
2023-04-09 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,25325,0.0,0.0
2023-04-10 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,67868,0.0,0.0
2023-04-11 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,24667,0.0,0.0
2023-04-12 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,33275,0.0,0.0
2023-04-13 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,64073,0.0,0.0
2023-04-14 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,50531,0.0,0.0
2023-04-15 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,15168,0.0,0.0
2023-04-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,32773,0.0,0.0
2023-04-17 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,47532,0.0,0.0
2023-04-18 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,41142,0.0,0.0
2023-04-19 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,73841,0.0,0.0
2023-04-20 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,27153,0.0,0.0
2023-04-21 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,14121,0.0,0.0
2023-04-22 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,12702,0.0,0.0
2023-04-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,24055,0.0,0.0
2023-04-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,28248,0.0,0.0
2023-04-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,29062,0.0,0.0
2023-04-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,21742,0.0,0.0
2023-04-27 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,12985,0.0,0.0
2023-04-28 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,20555,0.0,0.0
2023-04-29 00:00:00+00:00,,,,0.0,178507,0.0,0.0
2023-04-30 00:00:00+00:00,,,,0.0,67708,0.0,0.0
2023-05-01 00:00:00+00:00,,,,0.0,47907,0.0,0.0
2023-05-02 00:00:00+00:00,,,,0.0,38421,0.0,0.0
2023-05-03 00:00:00+00:00,,,,0.0,20468,0.0,0.0
2023-05-04 00:00:00+00:00,,,,0.0,24368,0.0,0.0
2023-05-05 00:00:00+00:00,,,,0.0,15651,0.0,0.0
2023-05-06 00:00:00+00:00,,,,0.0,11864,0.0,0.0
2023-05-07 00:00:00+00:00,,,,0.0,11400,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,14231,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,14030,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,8563,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,7277,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,11007,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,7785,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,7820,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,5576,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,10005,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,11491,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,8077,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,6181,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,4890,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,8827,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,9127,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,7135,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,13887,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,13917,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,9793,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,7634,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,20853,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,11116,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,12213,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,9331,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,9227,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,8580,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,7779,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,8026,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,9025,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,7021,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,8498,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,12129,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,17936,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,9792,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,6870,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,5473,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,21879,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,9355,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,11372,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,4406,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,8346,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,26041,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,15827,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,7751,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,12356,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,6875,0.0,0.0
