TIMESTAMP,BUMP_OPEN_PRICE_USD,BUMP_HIGH_PRICE_USD,BUMP_LOW_PRICE_USD,BUMP_CLOSE_PRICE_USD,BUMP_VOLUME_USD,BUMP_DIVIDENDS_USD,BUMP_STOCK_SPLITS_USD
2021-12-17 00:00:00+00:00,0.4368239939212799,0.4463390111923218,0.22346000373363495,0.35169100761413574,566515,0.0,0.0
2021-12-18 00:00:00+00:00,0.35173800587654114,0.35505300760269165,0.058295998722314835,0.2686609923839569,312473,0.0,0.0
2021-12-19 00:00:00+00:00,0.2686559855937958,0.2694459855556488,0.21270999312400818,0.22276699542999268,152392,0.0,0.0
2021-12-20 00:00:00+00:00,0.22275899350643158,0.2379949986934662,0.21839100122451782,0.2324109971523285,114680,0.0,0.0
2021-12-21 00:00:00+00:00,0.23236100375652313,0.2619679868221283,0.22967499494552612,0.2535899877548218,79711,0.0,0.0
2021-12-22 00:00:00+00:00,0.2534460127353668,0.26744401454925537,0.23712900280952454,0.26617100834846497,59461,0.0,0.0
2021-12-23 00:00:00+00:00,0.2662560045719147,0.26657500863075256,0.23761600255966187,0.2463729977607727,29520,0.0,0.0
2021-12-24 00:00:00+00:00,0.246288001537323,0.24718700349330902,0.22122600674629211,0.22254499793052673,38941,0.0,0.0
2021-12-25 00:00:00+00:00,0.2226710021495819,0.22780799865722656,0.2120639979839325,0.21456700563430786,24521,0.0,0.0
2021-12-26 00:00:00+00:00,0.21398800611495972,0.21440500020980835,0.1931450068950653,0.19414299726486206,42324,0.0,0.0
2021-12-27 00:00:00+00:00,0.1941629946231842,0.19584299623966217,0.1675650030374527,0.19416700303554535,44566,0.0,0.0
2021-12-28 00:00:00+00:00,0.1941629946231842,0.1942259967327118,0.1503099948167801,0.1770160049200058,54016,0.0,0.0
2021-12-29 00:00:00+00:00,0.1770009994506836,0.17709000408649445,0.14336200058460236,0.16444599628448486,33775,0.0,0.0
2021-12-30 00:00:00+00:00,0.16421900689601898,0.16814100742340088,0.15104299783706665,0.15278199315071106,28603,0.0,0.0
2021-12-31 00:00:00+00:00,0.15281899273395538,0.15405400097370148,0.13842999935150146,0.14058199524879456,18190,0.0,0.0
2022-01-01 00:00:00+00:00,0.14058199524879456,0.1607619971036911,0.14000700414180756,0.1482509970664978,15831,0.0,0.0
2022-01-02 00:00:00+00:00,0.1482509970664978,0.18231500685214996,0.14720399677753448,0.18231500685214996,17604,0.0,0.0
2022-01-03 00:00:00+00:00,0.18231500685214996,0.1863439977169037,0.17935800552368164,0.1830340027809143,13377,0.0,0.0
2022-01-04 00:00:00+00:00,0.1830340027809143,0.18963900208473206,0.18071900308132172,0.18507300317287445,5842,0.0,0.0
2022-01-05 00:00:00+00:00,0.18507300317287445,0.18827199935913086,0.13048000633716583,0.13495899736881256,50060,0.0,0.0
2022-01-06 00:00:00+00:00,0.13495899736881256,0.16354699432849884,0.13377900421619415,0.16246500611305237,22923,0.0,0.0
2022-01-07 00:00:00+00:00,0.16246500611305237,0.16255499422550201,0.13574500381946564,0.1398950070142746,14279,0.0,0.0
2022-01-08 00:00:00+00:00,0.1398950070142746,0.1435679942369461,0.1291940063238144,0.13479800522327423,14242,0.0,0.0
2022-01-09 00:00:00+00:00,0.13479800522327423,0.13797399401664734,0.12057700008153915,0.12396600097417831,18834,0.0,0.0
2022-01-10 00:00:00+00:00,0.12396600097417831,0.13300999999046326,0.11218699812889099,0.11715199798345566,17943,0.0,0.0
2022-01-11 00:00:00+00:00,0.11715199798345566,0.13263100385665894,0.10864699631929398,0.13248200714588165,18968,0.0,0.0
2022-01-12 00:00:00+00:00,0.13248200714588165,0.13276900351047516,0.1127379983663559,0.11308199912309647,14584,0.0,0.0
2022-01-13 00:00:00+00:00,0.11308199912309647,0.12066800147294998,0.11104200035333633,0.11795700341463089,5454,0.0,0.0
2022-01-14 00:00:00+00:00,0.11795700341463089,0.1432349979877472,0.1145389974117279,0.14223100244998932,13952,0.0,0.0
2022-01-15 00:00:00+00:00,0.14223100244998932,0.15908099710941315,0.13077299296855927,0.13088500499725342,22357,0.0,0.0
2022-01-16 00:00:00+00:00,0.13088500499725342,0.1308860033750534,0.12474600225687027,0.1259479969739914,2769,0.0,0.0
2022-01-17 00:00:00+00:00,0.1259479969739914,0.1270499974489212,0.11567000299692154,0.11573900282382965,3865,0.0,0.0
2022-01-18 00:00:00+00:00,0.11573900282382965,0.14729200303554535,0.10574200004339218,0.14566799998283386,83105,0.0,0.0
2022-01-19 00:00:00+00:00,0.14566799998283386,0.1459909975528717,0.1352500021457672,0.13538700342178345,11250,0.0,0.0
2022-01-20 00:00:00+00:00,0.13538700342178345,0.1463329941034317,0.13363899290561676,0.13363899290561676,6198,0.0,0.0
2022-01-21 00:00:00+00:00,0.13363100588321686,0.134785994887352,0.09362299740314484,0.09609799832105637,30932,0.0,0.0
2022-01-22 00:00:00+00:00,0.09609799832105637,0.10210900008678436,0.08633899688720703,0.09989900141954422,15708,0.0,0.0
2022-01-23 00:00:00+00:00,0.09989900141954422,0.10619299858808517,0.08818399906158447,0.09444300085306168,23205,0.0,0.0
2022-01-24 00:00:00+00:00,0.09444300085306168,0.09718900173902512,0.08016099780797958,0.09685800224542618,13659,0.0,0.0
2022-01-25 00:00:00+00:00,0.09685800224542618,0.10470200330018997,0.09484399855136871,0.10465200245380402,18160,0.0,0.0
2022-01-26 00:00:00+00:00,0.10465200245380402,0.11212799698114395,0.10031799972057343,0.10267700254917145,4877,0.0,0.0
2022-01-27 00:00:00+00:00,0.10267700254917145,0.10371199995279312,0.09615200012922287,0.10198400169610977,2443,0.0,0.0
2022-01-28 00:00:00+00:00,0.10198400169610977,0.10755400359630585,0.09946899861097336,0.1072549968957901,1322,0.0,0.0
2022-01-29 00:00:00+00:00,0.10725799947977066,0.11329899728298187,0.10648699849843979,0.11170200258493423,4607,0.0,0.0
2022-01-30 00:00:00+00:00,0.11170200258493423,0.11288099735975266,0.10412999987602234,0.10638400167226791,7570,0.0,0.0
2022-01-31 00:00:00+00:00,0.10638400167226791,0.1107809990644455,0.10148099809885025,0.11043400317430496,2018,0.0,0.0
2022-02-01 00:00:00+00:00,0.11043400317430496,0.11395499855279922,0.10780700296163559,0.10893300175666809,9294,0.0,0.0
2022-02-02 00:00:00+00:00,0.10893300175666809,0.10894700139760971,0.10113900154829025,0.10316000133752823,1673,0.0,0.0
2022-02-03 00:00:00+00:00,0.10316000133752823,0.10448600351810455,0.08014100044965744,0.09207800030708313,59715,0.0,0.0
