TIMESTAMP,MOJO32142_OPEN_PRICE_USD,MOJO32142_HIGH_PRICE_USD,MOJO32142_LOW_PRICE_USD,MOJO32142_CLOSE_PRICE_USD,MOJO32142_VOLUME_USD,MOJO32142_DIVIDENDS_USD,MOJO32142_STOCK_SPLITS_USD
2024-07-08 00:00:00+00:00,,,,0.0,2966160,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,2493525,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,1822003,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,673286,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,478167,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,1331902,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,457287,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,360806,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,255343,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,251858,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,254418,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,179102,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,133513,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,101423,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,95808,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,80745,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,32997,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,54167,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,74291,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,206501,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,56080,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,81417,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,29484,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,24255,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,44518,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,21894,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,9158,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,12539,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,13326,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,16604,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,20271,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,19664,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,3725,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,9118,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,3704,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,3834,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,601,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,15763,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,7667,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,4423,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,14657,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,23429,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,11370,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,10051,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,3499,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,2502,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,6107,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,37557,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,10176,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,3370,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,2349,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,3472,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,7186,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,6464,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,1081,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,3515,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,255,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,361,0.0,0.0
