TIMESTAMP,SONIC29005_OPEN_PRICE_USD,SONIC29005_HIGH_PRICE_USD,SONIC29005_LOW_PRICE_USD,SONIC29005_CLOSE_PRICE_USD,SONIC29005_VOLUME_USD,SONIC29005_DIVIDENDS_USD,SONIC29005_STOCK_SPLITS_USD
2024-01-11 00:00:00+00:00,0.6250039935112,0.6777639985084534,0.5373830199241638,0.597603976726532,68183,0.0,0.0
2024-01-12 00:00:00+00:00,0.597603976726532,0.7176259756088257,0.4566110074520111,0.6678500175476074,108252,0.0,0.0
2024-01-13 00:00:00+00:00,0.6678500175476074,0.7363049983978271,0.6134290099143982,0.720333993434906,52336,0.0,0.0
2024-01-14 00:00:00+00:00,0.720333993434906,0.8217200040817261,0.720333993434906,0.7371370196342468,38443,0.0,0.0
2024-01-15 00:00:00+00:00,0.7371370196342468,0.7893120050430298,0.6163730025291443,0.6913890242576599,65350,0.0,0.0
2024-01-16 00:00:00+00:00,0.6913890242576599,0.7016149759292603,0.5662819743156433,0.6335840225219727,75474,0.0,0.0
2024-01-17 00:00:00+00:00,0.6335840225219727,0.6396179795265198,0.5864589810371399,0.6196550130844116,21083,0.0,0.0
2024-01-18 00:00:00+00:00,0.6196550130844116,0.6652160286903381,0.5588020086288452,0.569225013256073,25847,0.0,0.0
2024-01-19 00:00:00+00:00,0.569225013256073,0.6041820049285889,0.5247809886932373,0.5674149990081787,24421,0.0,0.0
2024-01-20 00:00:00+00:00,0.5674149990081787,0.7297869920730591,0.5554490089416504,0.6869009733200073,59540,0.0,0.0
2024-01-21 00:00:00+00:00,0.6869009733200073,0.6899150013923645,0.6058120131492615,0.6431660056114197,31864,0.0,0.0
2024-01-22 00:00:00+00:00,0.6431660056114197,0.656889021396637,0.5897700190544128,0.5976740121841431,13993,0.0,0.0
2024-01-23 00:00:00+00:00,0.5976740121841431,0.6354429721832275,0.5668140053749084,0.6333910226821899,17132,0.0,0.0
2024-01-24 00:00:00+00:00,0.6333910226821899,0.6758729815483093,0.6150090098381042,0.6617419719696045,23177,0.0,0.0
2024-01-25 00:00:00+00:00,0.6617419719696045,0.6900650262832642,0.5290240049362183,0.5746889710426331,56052,0.0,0.0
2024-01-26 00:00:00+00:00,0.5746889710426331,0.6720770001411438,0.5621650218963623,0.6464660167694092,23814,0.0,0.0
2024-01-27 00:00:00+00:00,0.6464660167694092,0.689378023147583,0.6070230007171631,0.6363630294799805,30951,0.0,0.0
2024-01-28 00:00:00+00:00,0.6363630294799805,0.6576229929924011,0.6251659989356995,0.6409289836883545,9170,0.0,0.0
2024-01-29 00:00:00+00:00,0.6409289836883545,0.6565049886703491,0.582165002822876,0.6479830145835876,29487,0.0,0.0
2024-01-30 00:00:00+00:00,0.6479830145835876,0.7076699733734131,0.576246976852417,0.5778110027313232,39665,0.0,0.0
2024-01-31 00:00:00+00:00,0.5778110027313232,0.6061180233955383,0.546845018863678,0.5580729842185974,35402,0.0,0.0
2024-02-01 00:00:00+00:00,0.5586100220680237,0.5885980129241943,0.5454570055007935,0.5654839873313904,17386,0.0,0.0
2024-02-02 00:00:00+00:00,0.5654889941215515,0.6225759983062744,0.5466039776802063,0.6065689921379089,25783,0.0,0.0
2024-02-03 00:00:00+00:00,0.6065689921379089,0.6455050110816956,0.5870169997215271,0.6053770184516907,22776,0.0,0.0
2024-02-04 00:00:00+00:00,0.6053770184516907,0.6292549967765808,0.5288310050964355,0.6167929768562317,41659,0.0,0.0
2024-02-05 00:00:00+00:00,0.6167929768562317,0.6291390061378479,0.5445910096168518,0.5585470199584961,13154,0.0,0.0
2024-02-06 00:00:00+00:00,0.5585470199584961,0.5674890279769897,0.5410869717597961,0.5566400289535522,4039,0.0,0.0
2024-02-07 00:00:00+00:00,0.5566400289535522,0.5962569713592529,0.5274379849433899,0.5936070084571838,15142,0.0,0.0
