TIMESTAMP,COPE23212_OPEN_PRICE_USD,COPE23212_HIGH_PRICE_USD,COPE23212_LOW_PRICE_USD,COPE23212_CLOSE_PRICE_USD,COPE23212_VOLUME_USD,COPE23212_DIVIDENDS_USD,COPE23212_STOCK_SPLITS_USD
2023-01-17 00:00:00+00:00,,,,0.0,698265,0.0,0.0
2023-01-18 00:00:00+00:00,,,,0.0,322374,0.0,0.0
2023-01-19 00:00:00+00:00,,,,0.0,88142,0.0,0.0
2023-01-25 00:00:00+00:00,,,,0.0,15309,0.0,0.0
2023-01-26 00:00:00+00:00,,,,0.0,21187,0.0,0.0
2023-01-27 00:00:00+00:00,,,,0.0,17746,0.0,0.0
2023-01-28 00:00:00+00:00,,,,0.0,13318,0.0,0.0
2023-01-29 00:00:00+00:00,,,,0.0,9317,0.0,0.0
2023-01-30 00:00:00+00:00,,,,0.0,8469,0.0,0.0
2023-01-31 00:00:00+00:00,,,,0.0,7642,0.0,0.0
2023-02-01 00:00:00+00:00,,,,0.0,4017,0.0,0.0
2023-02-02 00:00:00+00:00,,,,0.0,9675,0.0,0.0
2023-02-03 00:00:00+00:00,,,,0.0,73476,0.0,0.0
2023-02-04 00:00:00+00:00,,,,0.0,8424,0.0,0.0
2023-02-05 00:00:00+00:00,,,,0.0,5629,0.0,0.0
2023-02-06 00:00:00+00:00,,,,0.0,4671,0.0,0.0
2023-02-07 00:00:00+00:00,,,,0.0,2474,0.0,0.0
2023-02-08 00:00:00+00:00,,,,0.0,4527,0.0,0.0
2023-02-09 00:00:00+00:00,,,,0.0,4494,0.0,0.0
2023-02-10 00:00:00+00:00,,,,0.0,2043,0.0,0.0
2023-02-11 00:00:00+00:00,,,,0.0,4195,0.0,0.0
2023-02-12 00:00:00+00:00,,,,0.0,1215,0.0,0.0
2023-02-13 00:00:00+00:00,,,,0.0,1545,0.0,0.0
2023-02-14 00:00:00+00:00,,,,0.0,9409,0.0,0.0
2023-02-15 00:00:00+00:00,,,,0.0,5340,0.0,0.0
2023-02-16 00:00:00+00:00,,,,0.0,2136,0.0,0.0
2023-02-17 00:00:00+00:00,,,,0.0,2579,0.0,0.0
2023-02-18 00:00:00+00:00,,,,0.0,1737,0.0,0.0
2023-02-19 00:00:00+00:00,,,,0.0,1485,0.0,0.0
2023-02-20 00:00:00+00:00,,,,0.0,1995,0.0,0.0
2023-02-21 00:00:00+00:00,,,,0.0,622,0.0,0.0
2023-02-22 00:00:00+00:00,,,,0.0,3840,0.0,0.0
2023-02-23 00:00:00+00:00,,,,0.0,2115,0.0,0.0
2023-02-24 00:00:00+00:00,,,,0.0,803,0.0,0.0
2023-02-25 00:00:00+00:00,,,,0.0,403,0.0,0.0
2023-02-26 00:00:00+00:00,,,,0.0,676,0.0,0.0
2023-02-27 00:00:00+00:00,,,,0.0,1195,0.0,0.0
2023-02-28 00:00:00+00:00,,,,0.0,496,0.0,0.0
2023-03-01 00:00:00+00:00,,,,0.0,450,0.0,0.0
2023-03-02 00:00:00+00:00,,,,0.0,713,0.0,0.0
2023-03-03 00:00:00+00:00,,,,0.0,1245,0.0,0.0
2023-03-04 00:00:00+00:00,,,,0.0,644,0.0,0.0
2023-03-05 00:00:00+00:00,,,,0.0,2653,0.0,0.0
2023-03-06 00:00:00+00:00,,,,0.0,1763,0.0,0.0
2023-03-07 00:00:00+00:00,,,,0.0,562,0.0,0.0
2023-03-08 00:00:00+00:00,,,,0.0,1566,0.0,0.0
2023-03-09 00:00:00+00:00,,,,0.0,614,0.0,0.0
2023-03-10 00:00:00+00:00,,,,0.0,2408,0.0,0.0
2023-03-11 00:00:00+00:00,,,,0.0,3576,0.0,0.0
2023-03-12 00:00:00+00:00,,,,0.0,704,0.0,0.0
2023-03-13 00:00:00+00:00,,,,0.0,687,0.0,0.0
2023-03-14 00:00:00+00:00,,,,0.0,136,0.0,0.0
2023-03-15 00:00:00+00:00,,,,0.0,264,0.0,0.0
2023-03-16 00:00:00+00:00,,,,0.0,111,0.0,0.0
2023-03-17 00:00:00+00:00,,,,0.0,41,0.0,0.0
2023-03-18 00:00:00+00:00,,,,0.0,644,0.0,0.0
2023-03-19 00:00:00+00:00,,,,0.0,234,0.0,0.0
2023-03-20 00:00:00+00:00,,,,0.0,344,0.0,0.0
2023-03-21 00:00:00+00:00,,,,0.0,254,0.0,0.0
2023-03-22 00:00:00+00:00,,,,0.0,348,0.0,0.0
2023-03-23 00:00:00+00:00,,,,0.0,256,0.0,0.0
2023-03-24 00:00:00+00:00,,,,0.0,601,0.0,0.0
2023-03-25 00:00:00+00:00,,,,0.0,1612,0.0,0.0
2023-03-26 00:00:00+00:00,,,,0.0,600,0.0,0.0
2023-03-27 00:00:00+00:00,,,,0.0,139,0.0,0.0
2023-03-28 00:00:00+00:00,,,,0.0,345,0.0,0.0
2023-03-29 00:00:00+00:00,,,,0.0,580,0.0,0.0
2023-03-30 00:00:00+00:00,,,,0.0,481,0.0,0.0
2023-03-31 00:00:00+00:00,,,,0.0,4537,0.0,0.0
2023-04-01 00:00:00+00:00,,,,0.0,3401,0.0,0.0
2023-04-02 00:00:00+00:00,,,,0.0,14581,0.0,0.0
2023-04-03 00:00:00+00:00,,,,0.0,106683,0.0,0.0
2023-04-04 00:00:00+00:00,,,,0.0,91134,0.0,0.0
2023-04-05 00:00:00+00:00,,,,0.0,49085,0.0,0.0
2023-04-06 00:00:00+00:00,,,,0.0,77716,0.0,0.0
2023-04-07 00:00:00+00:00,,,,0.0,53539,0.0,0.0
2023-04-08 00:00:00+00:00,,,,0.0,58309,0.0,0.0
2023-04-09 00:00:00+00:00,,,,0.0,49149,0.0,0.0
2023-04-10 00:00:00+00:00,,,,0.0,11445,0.0,0.0
2023-04-11 00:00:00+00:00,,,,0.0,11880,0.0,0.0
2023-04-12 00:00:00+00:00,,,,0.0,21658,0.0,0.0
2023-04-13 00:00:00+00:00,,,,0.0,30078,0.0,0.0
2023-04-14 00:00:00+00:00,,,,0.0,17338,0.0,0.0
