TIMESTAMP,KNDX_OPEN_PRICE_USD,KNDX_HIGH_PRICE_USD,KNDX_LOW_PRICE_USD,KNDX_CLOSE_PRICE_USD,KNDX_VOLUME_USD,KNDX_DIVIDENDS_USD,KNDX_STOCK_SPLITS_USD
2023-05-23 00:00:00+00:00,0.00508200004696846,0.005115000065416098,0.004350000061094761,0.0043680001981556416,46577,0.0,0.0
2023-05-24 00:00:00+00:00,0.004366000182926655,0.004372000228613615,0.0034209999721497297,0.003765000030398369,44586,0.0,0.0
2023-05-25 00:00:00+00:00,0.003766000038012862,0.006126000080257654,0.0037479999009519815,0.0056570000015199184,108462,0.0,0.0
2023-05-26 00:00:00+00:00,0.0056570000015199184,0.006446999963372946,0.005429000128060579,0.005963000003248453,66678,0.0,0.0
2023-05-27 00:00:00+00:00,0.005963000003248453,0.005963000003248453,0.004693000111728907,0.004708999767899513,32072,0.0,0.0
2023-05-28 00:00:00+00:00,0.004708999767899513,0.0057760002091526985,0.00469700014218688,0.005710999947041273,38331,0.0,0.0
2023-05-29 00:00:00+00:00,0.005710999947041273,0.005714999977499247,0.005011000204831362,0.005014999769628048,18162,0.0,0.0
2023-05-30 00:00:00+00:00,0.0050119999796152115,0.005030000116676092,0.004532999824732542,0.004639999940991402,17392,0.0,0.0
2023-05-31 00:00:00+00:00,0.004641000181436539,0.004664999898523092,0.003938000183552504,0.0039530000649392605,20219,0.0,0.0
2023-06-01 00:00:00+00:00,0.0039530000649392605,0.004261000081896782,0.0038850000128149986,0.004162999801337719,13463,0.0,0.0
2023-06-02 00:00:00+00:00,0.004162000026553869,0.004302999936044216,0.0035019998904317617,0.003780999919399619,34775,0.0,0.0
2023-06-03 00:00:00+00:00,0.003780999919399619,0.0042489999905228615,0.0037670000456273556,0.004248000215739012,14254,0.0,0.0
2023-06-04 00:00:00+00:00,0.004246999975293875,0.004255000036209822,0.0036800000816583633,0.0037360000424087048,20829,0.0,0.0
2023-06-05 00:00:00+00:00,0.0037360000424087048,0.004246999975293875,0.003275000024586916,0.003275000024586916,47209,0.0,0.0
2023-06-06 00:00:00+00:00,0.003275000024586916,0.003306000027805567,0.0028510000556707382,0.002856000093743205,31481,0.0,0.0
2023-06-07 00:00:00+00:00,0.002856000093743205,0.0028780000284314156,0.0025210001040250063,0.002563999965786934,19034,0.0,0.0
2023-06-08 00:00:00+00:00,0.0025649999734014273,0.002638000063598156,0.0025629999581724405,0.0026279999874532223,1979,0.0,0.0
2023-06-09 00:00:00+00:00,0.0026279999874532223,0.0026310000102967024,0.0022909999825060368,0.0023060000967234373,11440,0.0,0.0
2023-06-10 00:00:00+00:00,0.002305000089108944,0.002309999894350767,0.0020729999523609877,0.0021069999784231186,3661,0.0,0.0
2023-06-11 00:00:00+00:00,0.002107999986037612,0.002139999996870756,0.0020890000741928816,0.0021009999327361584,1056,0.0,0.0
2023-06-12 00:00:00+00:00,0.0021019999403506517,0.0022040000185370445,0.002068999921903014,0.002202000003308058,6049,0.0,0.0
2023-06-13 00:00:00+00:00,0.002202000003308058,0.0022249999456107616,0.0021250001154839993,0.0021299999207258224,4032,0.0,0.0
2023-06-14 00:00:00+00:00,0.0021299999207258224,0.0021410000044852495,0.0019549999851733446,0.0019759999122470617,1850,0.0,0.0
2023-06-15 00:00:00+00:00,0.0019759999122470617,0.0019829999655485153,0.001921999966725707,0.001969000091776252,1465,0.0,0.0
2023-06-16 00:00:00+00:00,0.001970000099390745,0.0020349998958408833,0.0019209999591112137,0.0020260000601410866,3036,0.0,0.0
2023-06-17 00:00:00+00:00,0.0020260000601410866,0.002065999899059534,0.0020099999383091927,0.00203000009059906,849,0.0,0.0
2023-06-18 00:00:00+00:00,0.00203000009059906,0.0020840000361204147,0.002013999968767166,0.0020169999916106462,3272,0.0,0.0
2023-06-19 00:00:00+00:00,0.0020169999916106462,0.002025000052526593,0.0019330000504851341,0.0019379999721422791,3055,0.0,0.0
2023-06-20 00:00:00+00:00,0.0019389999797567725,0.00229199999012053,0.0018919999711215496,0.0022750000935047865,11577,0.0,0.0
2023-06-21 00:00:00+00:00,0.002274000085890293,0.0024049999192357063,0.002259999979287386,0.0023980000987648964,5908,0.0,0.0
2023-06-22 00:00:00+00:00,0.002397000091150403,0.0024840000551193953,0.0023880000226199627,0.002397000091150403,1237,0.0,0.0
2023-06-23 00:00:00+00:00,0.0023980000987648964,0.002432999899610877,0.0023499999660998583,0.002366000087931752,2317,0.0,0.0
2023-06-24 00:00:00+00:00,0.0023670000955462456,0.0023719999007880688,0.0023240000009536743,0.002334000077098608,327,0.0,0.0
2023-06-25 00:00:00+00:00,0.0023330000694841146,0.002397000091150403,0.002326000016182661,0.0023429999127984047,635,0.0,0.0
2023-06-26 00:00:00+00:00,0.0023429999127984047,0.002345999935641885,0.0022299999836832285,0.0022330000065267086,2176,0.0,0.0
2023-06-27 00:00:00+00:00,0.0022330000065267086,0.0022640000097453594,0.002216000109910965,0.0022249999456107616,1482,0.0,0.0
2023-06-28 00:00:00+00:00,0.0022249999456107616,0.0022249999456107616,0.002107999986037612,0.002116000046953559,1271,0.0,0.0
2023-06-29 00:00:00+00:00,0.002116000046953559,0.00215300009585917,0.0020280000753700733,0.002032000105828047,3465,0.0,0.0
2023-06-30 00:00:00+00:00,0.0020310000982135534,0.0021059999708086252,0.0020200000144541264,0.0020989999175071716,810,0.0,0.0
2023-07-01 00:00:00+00:00,0.0020989999175071716,0.002107999986037612,0.0019890000112354755,0.0019920000340789557,3623,0.0,0.0
2023-07-02 00:00:00+00:00,0.0019920000340789557,0.001993000041693449,0.0018949999939650297,0.001918999943882227,2960,0.0,0.0
2023-07-03 00:00:00+00:00,0.001918999943882227,0.0019890000112354755,0.0018939999863505363,0.001972000114619732,4341,0.0,0.0
2023-07-04 00:00:00+00:00,0.001972000114619732,0.001998000079765916,0.001959000015631318,0.0019630000460892916,1061,0.0,0.0
2023-07-05 00:00:00+00:00,0.0019630000460892916,0.0019680000841617584,0.001934999949298799,0.0019529999699443579,720,0.0,0.0
2023-07-06 00:00:00+00:00,0.0019529999699443579,0.0019529999699443579,0.0018289999570697546,0.0018289999570697546,2959,0.0,0.0
2023-07-07 00:00:00+00:00,0.0018289999570697546,0.0018319999799132347,0.0017800000496208668,0.0017960000550374389,2079,0.0,0.0
2023-07-08 00:00:00+00:00,0.0017960000550374389,0.0018119999440386891,0.00177800003439188,0.001803999999538064,1344,0.0,0.0
2023-07-09 00:00:00+00:00,0.001803999999538064,0.0018080000299960375,0.001744000008329749,0.0017470000311732292,3821,0.0,0.0
2023-07-10 00:00:00+00:00,0.0017470000311732292,0.0017790000420063734,0.0017359999474138021,0.0017480000387877226,878,0.0,0.0
