TIMESTAMP,IZZY_OPEN_PRICE_USD,IZZY_HIGH_PRICE_USD,IZZY_LOW_PRICE_USD,IZZY_CLOSE_PRICE_USD,IZZY_VOLUME_USD,IZZY_DIVIDENDS_USD,IZZY_STOCK_SPLITS_USD
2024-10-03 00:00:00+00:00,4.999999873689376e-06,7.000000096013537e-06,3.000000106112566e-06,3.999999989900971e-06,5684875,0.0,0.0
2024-10-04 00:00:00+00:00,3.999999989900971e-06,9.000000318337698e-06,9.999999974752427e-07,1.9999999949504854e-06,2353892,0.0,0.0
2024-10-05 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,9.999999974752427e-07,9.999999974752427e-07,622815,0.0,0.0
2024-10-06 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,292671,0.0,0.0
2024-10-07 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,360197,0.0,0.0
2024-10-08 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,339981,0.0,0.0
2024-10-09 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,56883,0.0,0.0
2024-10-10 00:00:00+00:00,9.999999974752427e-07,3.999999989900971e-06,9.999999974752427e-07,3.000000106112566e-06,1017630,0.0,0.0
2024-10-11 00:00:00+00:00,3.000000106112566e-06,7.999999979801942e-06,1.9999999949504854e-06,6.000000212225132e-06,1568892,0.0,0.0
2024-10-12 00:00:00+00:00,6.000000212225132e-06,7.999999979801942e-06,3.999999989900971e-06,3.999999989900971e-06,897503,0.0,0.0
2024-10-13 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.000000106112566e-06,3.999999989900971e-06,596439,0.0,0.0
2024-10-14 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,1.9999999949504854e-06,3.000000106112566e-06,381529,0.0,0.0
2024-10-15 00:00:00+00:00,3.000000106112566e-06,4.999999873689376e-06,1.9999999949504854e-06,3.999999989900971e-06,491221,0.0,0.0
2024-10-16 00:00:00+00:00,3.999999989900971e-06,7.000000096013537e-06,3.000000106112566e-06,4.999999873689376e-06,856709,0.0,0.0
2024-10-17 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,3.999999989900971e-06,3.999999989900971e-06,314084,0.0,0.0
2024-10-18 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,156064,0.0,0.0
2024-10-19 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,158391,0.0,0.0
2024-10-20 00:00:00+00:00,3.000000106112566e-06,7.999999979801942e-06,3.000000106112566e-06,7.999999979801942e-06,982551,0.0,0.0
2024-10-21 00:00:00+00:00,7.999999979801942e-06,1.5999999959603883e-05,4.999999873689376e-06,1.4000000192027073e-05,2036447,0.0,0.0
2024-10-22 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,9.000000318337698e-06,1.1000000085914508e-05,1043382,0.0,0.0
2024-10-23 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,6.000000212225132e-06,7.000000096013537e-06,1067715,0.0,0.0
2024-10-24 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,3.999999989900971e-06,4.999999873689376e-06,550618,0.0,0.0
2024-10-25 00:00:00+00:00,4.999999873689376e-06,7.999999979801942e-06,3.999999989900971e-06,7.000000096013537e-06,533231,0.0,0.0
2024-10-26 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,4.999999873689376e-06,4.999999873689376e-06,214801,0.0,0.0
2024-10-27 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,159894,0.0,0.0
2024-10-28 00:00:00+00:00,4.999999873689376e-06,7.000000096013537e-06,3.999999989900971e-06,4.999999873689376e-06,285322,0.0,0.0
2024-10-29 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,191943,0.0,0.0
2024-10-30 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,115332,0.0,0.0
2024-10-31 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,183804,0.0,0.0
2024-11-01 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,113200,0.0,0.0
2024-11-02 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,129520,0.0,0.0
2024-11-03 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,109427,0.0,0.0
2024-11-04 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,42666,0.0,0.0
2024-11-05 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,43560,0.0,0.0
2024-11-06 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,134394,0.0,0.0
2024-11-07 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,56357,0.0,0.0
2024-11-08 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,95143,0.0,0.0
2024-11-09 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,81930,0.0,0.0
