TIMESTAMP,FROC_OPEN_PRICE_USD,FROC_HIGH_PRICE_USD,FROC_LOW_PRICE_USD,FROC_CLOSE_PRICE_USD,FROC_VOLUME_USD,FROC_DIVIDENDS_USD,FROC_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.4999999621068127e-05,1.4999999621068127e-05,4847942,0.0,0.0
2025-04-02 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.2999999853491317e-05,1.2999999853491317e-05,8644987,0.0,0.0
2025-04-03 00:00:00+00:00,1.2999999853491317e-05,1.4999999621068127e-05,1.2000000424450263e-05,1.4000000192027073e-05,6203670,0.0,0.0
2025-04-04 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.4000000192027073e-05,1.4999999621068127e-05,7335068,0.0,0.0
2025-04-05 00:00:00+00:00,1.4999999621068127e-05,1.4999999621068127e-05,1.4000000192027073e-05,1.4999999621068127e-05,2699594,0.0,0.0
2025-04-06 00:00:00+00:00,1.4999999621068127e-05,1.4999999621068127e-05,1.2000000424450263e-05,1.2000000424450263e-05,6489626,0.0,0.0
2025-04-07 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,9.999999747378752e-06,1.2000000424450263e-05,16090796,0.0,0.0
2025-04-08 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,9.000000318337698e-06,9.000000318337698e-06,5341280,0.0,0.0
2025-04-09 00:00:00+00:00,9.000000318337698e-06,1.2000000424450263e-05,9.000000318337698e-06,1.2000000424450263e-05,11504884,0.0,0.0
2025-04-10 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,9.999999747378752e-06,9.999999747378752e-06,5555749,0.0,0.0
2025-04-11 00:00:00+00:00,9.999999747378752e-06,1.2000000424450263e-05,9.999999747378752e-06,1.1000000085914508e-05,4237970,0.0,0.0
2025-04-12 00:00:00+00:00,1.1000000085914508e-05,1.2999999853491317e-05,1.1000000085914508e-05,1.2999999853491317e-05,4366202,0.0,0.0
2025-04-13 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,9.999999747378752e-06,1.1000000085914508e-05,4475338,0.0,0.0
2025-04-14 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,9.999999747378752e-06,9.999999747378752e-06,4984194,0.0,0.0
2025-04-15 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,7.999999979801942e-06,9.000000318337698e-06,3675837,0.0,0.0
2025-04-16 00:00:00+00:00,9.000000318337698e-06,1.1000000085914508e-05,9.000000318337698e-06,9.000000318337698e-06,4306483,0.0,0.0
2025-04-17 00:00:00+00:00,9.000000318337698e-06,1.1000000085914508e-05,9.000000318337698e-06,9.000000318337698e-06,3183228,0.0,0.0
2025-04-18 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,9.000000318337698e-06,3586928,0.0,0.0
2025-04-19 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,7.999999979801942e-06,9.000000318337698e-06,2486216,0.0,0.0
2025-04-20 00:00:00+00:00,9.000000318337698e-06,1.1000000085914508e-05,9.000000318337698e-06,1.1000000085914508e-05,3521947,0.0,0.0
2025-04-21 00:00:00+00:00,1.1000000085914508e-05,1.2999999853491317e-05,9.000000318337698e-06,1.1000000085914508e-05,4200814,0.0,0.0
2025-04-22 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,9.000000318337698e-06,1.2000000424450263e-05,7701873,0.0,0.0
2025-04-23 00:00:00+00:00,1.2000000424450263e-05,1.4000000192027073e-05,9.999999747378752e-06,1.1000000085914508e-05,7386590,0.0,0.0
2025-04-24 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,9.000000318337698e-06,9.999999747378752e-06,5316404,0.0,0.0
2025-04-25 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,9.999999747378752e-06,9.999999747378752e-06,7594135,0.0,0.0
2025-04-26 00:00:00+00:00,9.999999747378752e-06,1.2999999853491317e-05,9.999999747378752e-06,1.1000000085914508e-05,8100827,0.0,0.0
2025-04-27 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,9.999999747378752e-06,9.999999747378752e-06,4608663,0.0,0.0
2025-04-28 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,9.000000318337698e-06,9.000000318337698e-06,6630334,0.0,0.0
2025-04-29 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,9.000000318337698e-06,9.000000318337698e-06,5635239,0.0,0.0
2025-04-30 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,9.000000318337698e-06,4523880,0.0,0.0
2025-05-01 00:00:00+00:00,9.000000318337698e-06,1.1000000085914508e-05,9.000000318337698e-06,9.999999747378752e-06,5214013,0.0,0.0
2025-05-02 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,9.000000318337698e-06,9.000000318337698e-06,3781185,0.0,0.0
2025-05-03 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,7.999999979801942e-06,3079358,0.0,0.0
2025-05-04 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,3377013,0.0,0.0
2025-05-05 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,4314188,0.0,0.0
2025-05-06 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,4011472,0.0,0.0
2025-05-07 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,3494217,0.0,0.0
2025-05-08 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,6.000000212225132e-06,9.000000318337698e-06,11328242,0.0,0.0
2025-05-09 00:00:00+00:00,9.000000318337698e-06,1.1000000085914508e-05,9.000000318337698e-06,1.1000000085914508e-05,18659733,0.0,0.0
2025-05-10 00:00:00+00:00,1.1000000085914508e-05,1.8000000636675395e-05,1.1000000085914508e-05,1.5999999959603883e-05,21362483,0.0,0.0
2025-05-11 00:00:00+00:00,1.5999999959603883e-05,5.0999999075429514e-05,1.4000000192027073e-05,3.899999865097925e-05,30349083,0.0,0.0
2025-05-12 00:00:00+00:00,3.899999865097925e-05,5.6000000768108293e-05,3.099999958067201e-05,3.899999865097925e-05,24765713,0.0,0.0
2025-05-13 00:00:00+00:00,3.899999865097925e-05,4.999999873689376e-05,3.600000127335079e-05,4.999999873689376e-05,18536713,0.0,0.0
2025-05-14 00:00:00+00:00,4.999999873689376e-05,5.0999999075429514e-05,3.300000025774352e-05,3.5000000934815034e-05,8376781,0.0,0.0
2025-05-15 00:00:00+00:00,3.5000000934815034e-05,3.7000001611886546e-05,2.499999936844688e-05,2.700000004551839e-05,8625840,0.0,0.0
2025-05-16 00:00:00+00:00,2.700000004551839e-05,3.400000059627928e-05,2.700000004551839e-05,2.9000000722589903e-05,4852715,0.0,0.0
2025-05-17 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.2000000171829015e-05,2.499999936844688e-05,5005462,0.0,0.0
2025-05-18 00:00:00+00:00,2.499999936844688e-05,2.700000004551839e-05,2.300000051036477e-05,2.4000000848900527e-05,7089132,0.0,0.0
2025-05-19 00:00:00+00:00,2.4000000848900527e-05,2.5999999706982635e-05,2.099999983329326e-05,2.5999999706982635e-05,7021106,0.0,0.0
2025-05-20 00:00:00+00:00,2.5999999706982635e-05,3.199999991920777e-05,2.4000000848900527e-05,3.199999991920777e-05,5497493,0.0,0.0
2025-05-21 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,2.5999999706982635e-05,3.099999958067201e-05,10139300,0.0,0.0
2025-05-22 00:00:00+00:00,3.099999958067201e-05,3.199999991920777e-05,2.700000004551839e-05,2.8000000384054147e-05,8315743,0.0,0.0
2025-05-23 00:00:00+00:00,2.8000000384054147e-05,2.9000000722589903e-05,2.4000000848900527e-05,2.4000000848900527e-05,12879375,0.0,0.0
2025-05-24 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,2.300000051036477e-05,2.4000000848900527e-05,3718303,0.0,0.0
2025-05-25 00:00:00+00:00,2.4000000848900527e-05,2.4000000848900527e-05,2.2000000171829015e-05,2.300000051036477e-05,5204979,0.0,0.0
2025-05-26 00:00:00+00:00,2.300000051036477e-05,2.499999936844688e-05,2.300000051036477e-05,2.300000051036477e-05,4001749,0.0,0.0
2025-05-27 00:00:00+00:00,2.300000051036477e-05,2.4000000848900527e-05,2.2000000171829015e-05,2.2000000171829015e-05,5350516,0.0,0.0
2025-05-28 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,1.700000029813964e-05,1.8000000636675395e-05,3540025,0.0,0.0
2025-05-29 00:00:00+00:00,1.8000000636675395e-05,1.9999999494757503e-05,1.700000029813964e-05,1.8999999156221747e-05,5641597,0.0,0.0
2025-05-30 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.5999999959603883e-05,1.5999999959603883e-05,9137702,0.0,0.0
2025-05-31 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.5999999959603883e-05,1.700000029813964e-05,5682912,0.0,0.0
2025-06-01 00:00:00+00:00,1.722561864880845e-05,1.7342654246021993e-05,1.6633657651254907e-05,1.673329279583413e-05,3076588,0.0,0.0
