TIMESTAMP,IYKYK_OPEN_PRICE_USD,IYKYK_HIGH_PRICE_USD,IYKYK_LOW_PRICE_USD,IYKYK_CLOSE_PRICE_USD,IYKYK_VOLUME_USD,IYKYK_DIVIDENDS_USD,IYKYK_STOCK_SPLITS_USD
2023-04-25 00:00:00+00:00,,,,0.0,12032446,0.0,0.0
2023-04-26 00:00:00+00:00,,,,0.0,4555023,0.0,0.0
2023-04-27 00:00:00+00:00,,,,0.0,1681232,0.0,0.0
2023-04-28 00:00:00+00:00,,,,0.0,558175,0.0,0.0
2023-04-29 00:00:00+00:00,,,,0.0,323197,0.0,0.0
2023-04-30 00:00:00+00:00,,,,0.0,467734,0.0,0.0
2023-05-01 00:00:00+00:00,,,,0.0,526903,0.0,0.0
2023-05-02 00:00:00+00:00,,,,0.0,642627,0.0,0.0
2023-05-03 00:00:00+00:00,,,,0.0,935733,0.0,0.0
2023-05-04 00:00:00+00:00,,,,0.0,501154,0.0,0.0
2023-05-05 00:00:00+00:00,,,,0.0,172822,0.0,0.0
2023-05-06 00:00:00+00:00,,,,0.0,200468,0.0,0.0
2023-05-07 00:00:00+00:00,,,,0.0,226054,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,144015,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,225613,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,156766,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,81908,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,115394,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,53074,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,113503,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,167084,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,159427,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,45229,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,36629,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,42030,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,76647,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,96473,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,84523,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,76318,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,10975,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,27931,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,11380,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,756,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,5892,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,8876,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,803,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,15294,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,4264,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,569,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,1736,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,3338,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,1741,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,905,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,1006,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,3936,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,2241,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,1351,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,1329,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,760,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,3279,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,2754,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,824,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,11327,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,8699,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,709,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,4555,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,2913,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,316,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,109,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,117,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,32,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,17,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,1909,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,336,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,10,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,28,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,881,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,171,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,165,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,38,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,87,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,315,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,31,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,31,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,27,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,29,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,7,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,2121,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,4306,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,2502,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,3468,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,114,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,185,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,247,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,279,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,115,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,262,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,171,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,188,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,11,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,452,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,531,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,435,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,52,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,27,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,41,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,63,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,171,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,111,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,24,0.0,0.0
