TIMESTAMP,DOGEFATHER_OPEN_PRICE_USD,DOGEFATHER_HIGH_PRICE_USD,DOGEFATHER_LOW_PRICE_USD,DOGEFATHER_CLOSE_PRICE_USD,DOGEFATHER_VOLUME_USD,DOGEFATHER_DIVIDENDS_USD,DOGEFATHER_STOCK_SPLITS_USD
2024-10-17 00:00:00+00:00,,,,0.0,131741,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,28406,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,5929,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,3897,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,10581,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,1728,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,480,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,1656,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,612,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,1053,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,1536,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,533,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,910,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,64,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,210,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,253,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,222,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,874,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,114,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,255,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,935,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,2745,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,1223,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,700,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,284,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,1900,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,2223,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,120567,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,159641,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,26648,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,11900,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,19307,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,13694,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,698803,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,21781,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,11261,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,45519,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,15153,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,30386,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,9201,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,20034,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,7429,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,2285,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,3020,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,2482,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,8739,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,78482,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,10378,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,10500,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,9128,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,5731,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,16033,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,6168,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,8865,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,4294,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,4436,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,3774,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,957,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,1261,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,1557,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,1842,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,925,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,561,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,1053,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,1178,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,307,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,1603,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,3287,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,521,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,680,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,716,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,436,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,129,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,103,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,641,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,7237,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,1553,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,1386,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,30,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,604,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,2599,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,9868,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,485,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,133,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,2394,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,418,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,721,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,911,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,1957,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,2160,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,2501,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,775,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,1452,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,2687,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,4894,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,5591,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,3967,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,761,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,31,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,2131,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,247,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,2970,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,324,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,168,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,125,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,1002,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,1968,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,632,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,344,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,851,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,1273,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,4531,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,722,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,1721,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,3426,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,371,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,252,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,120,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,255,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,986,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,882,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,330,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,158,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,295,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,610,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,119,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,2973,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,10676,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,420,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,838,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,1555,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,400,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,283,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,901,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,389,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,136,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,93,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,1306,0.0,0.0
2025-03-05 00:00:00+00:00,,,,0.0,360,0.0,0.0
2025-03-12 00:00:00+00:00,,,,0.0,438,0.0,0.0
2025-03-13 00:00:00+00:00,,,,0.0,47,0.0,0.0
2025-03-18 00:00:00+00:00,,,,0.0,273,0.0,0.0
2025-03-20 00:00:00+00:00,,,,0.0,137,0.0,0.0
2025-03-22 00:00:00+00:00,,,,0.0,182,0.0,0.0
2025-03-25 00:00:00+00:00,,,,0.0,371,0.0,0.0
2025-03-27 00:00:00+00:00,,,,0.0,335,0.0,0.0
2025-03-31 00:00:00+00:00,,,,0.0,71,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,109,0.0,0.0
2025-04-16 00:00:00+00:00,,,,0.0,1284,0.0,0.0
2025-06-01 00:00:00+00:00,2.398469877568088e-13,2.6991600686303296e-13,2.398469877568088e-13,2.699156544973269e-13,18,0.0,0.0
