TIMESTAMP,TRENCHAI_OPEN_PRICE_USD,TRENCHAI_HIGH_PRICE_USD,TRENCHAI_LOW_PRICE_USD,TRENCHAI_CLOSE_PRICE_USD,TRENCHAI_VOLUME_USD,TRENCHAI_DIVIDENDS_USD,TRENCHAI_STOCK_SPLITS_USD
2025-02-16 00:00:00+00:00,0.0008880000095814466,0.0009270000155083835,0.0008110000053420663,0.0008340000058524311,676314,0.0,0.0
2025-02-17 00:00:00+00:00,0.0008340000058524311,0.0008609999786131084,0.0006249999860301614,0.0006539999740198255,1044775,0.0,0.0
2025-02-18 00:00:00+00:00,0.0006539999740198255,0.0006590000120922923,0.0005169999785721302,0.0005319999763742089,1212812,0.0,0.0
2025-02-19 00:00:00+00:00,0.0005319999763742089,0.0006220000213943422,0.0005019999807700515,0.0005579999997280538,1310543,0.0,0.0
2025-02-20 00:00:00+00:00,0.0005579999997280538,0.0006569999968633056,0.0005370000144466758,0.0006389999762177467,1139002,0.0,0.0
2025-02-21 00:00:00+00:00,0.0006389999762177467,0.0007409999961964786,0.0006000000284984708,0.0006500000017695129,1027829,0.0,0.0
2025-02-22 00:00:00+00:00,0.0006500000017695129,0.000661000027321279,0.0005890000029467046,0.0006350000039674342,979236,0.0,0.0
2025-02-23 00:00:00+00:00,0.0006350000039674342,0.0006360000115819275,0.0005259999888949096,0.0005380000220611691,1208146,0.0,0.0
2025-02-24 00:00:00+00:00,0.0005380000220611691,0.00056900002527982,0.00041599999531172216,0.0004299999854993075,1314819,0.0,0.0
2025-02-25 00:00:00+00:00,0.0004299999854993075,0.0004710000066552311,0.0003330000035930425,0.00037799999699927866,1463207,0.0,0.0
2025-02-26 00:00:00+00:00,0.00037799999699927866,0.00042100000428035855,0.00032699998700991273,0.0003349999897181988,1536561,0.0,0.0
2025-02-27 00:00:00+00:00,0.0003349999897181988,0.0003969999961555004,0.00029799999902024865,0.00038300000596791506,1554772,0.0,0.0
2025-02-28 00:00:00+00:00,0.00038300000596791506,0.00042100000428035855,0.0003330000035930425,0.00041599999531172216,1540339,0.0,0.0
2025-03-01 00:00:00+00:00,0.00041599999531172216,0.00041700000292621553,0.00036299999919719994,0.0003760000108741224,1535246,0.0,0.0
2025-03-02 00:00:00+00:00,0.0003760000108741224,0.0007329999934881926,0.00035799999022856355,0.0007149999728426337,1425838,0.0,0.0
2025-03-03 00:00:00+00:00,0.0007149999728426337,0.0007220000261440873,0.00043700000969693065,0.00046499999007210135,1136635,0.0,0.0
2025-03-04 00:00:00+00:00,0.00046499999007210135,0.0005290000117383897,0.0004349999944679439,0.0005200000014156103,1288509,0.0,0.0
2025-03-05 00:00:00+00:00,0.0005200000014156103,0.0005569999921135604,0.00047900000936351717,0.0005370000144466758,1250814,0.0,0.0
2025-03-06 00:00:00+00:00,0.0005370000144466758,0.0006760000251233578,0.0004959999932907522,0.0005450000171549618,1178793,0.0,0.0
2025-03-07 00:00:00+00:00,0.0005450000171549618,0.0005859999801032245,0.0004980000085197389,0.0005290000117383897,1288849,0.0,0.0
2025-03-08 00:00:00+00:00,0.0005290000117383897,0.0005489999894052744,0.0004970000009052455,0.0005099999834783375,1292636,0.0,0.0
2025-03-09 00:00:00+00:00,0.0005099999834783375,0.0005380000220611691,0.00036299999919719994,0.0004199999966658652,1320952,0.0,0.0
2025-03-10 00:00:00+00:00,0.0004199999966658652,0.00046300000394694507,0.0003699999942909926,0.0004039999912492931,1356180,0.0,0.0
2025-03-11 00:00:00+00:00,0.0004039999912492931,0.0004299999854993075,0.00037299998803064227,0.0004239999980200082,1358819,0.0,0.0
2025-03-12 00:00:00+00:00,0.0004239999980200082,0.0005409999866969883,0.0003760000108741224,0.0004939999780617654,1467424,0.0,0.0
2025-03-13 00:00:00+00:00,0.0004939999780617654,0.0005619999719783664,0.00046499999007210135,0.0005119999987073243,1272274,0.0,0.0
2025-03-14 00:00:00+00:00,0.0005119999987073243,0.0005339999916031957,0.000450999999884516,0.0005239999736659229,1310535,0.0,0.0
2025-03-15 00:00:00+00:00,0.0005239999736659229,0.000577000027988106,0.0004830000107176602,0.0005310000269673765,1322934,0.0,0.0
2025-03-16 00:00:00+00:00,0.0005310000269673765,0.0006559999892488122,0.0005300000193528831,0.0006130000110715628,1182993,0.0,0.0
2025-03-17 00:00:00+00:00,0.0006130000110715628,0.0008740000193938613,0.0006070000235922635,0.000699999975040555,1041075,0.0,0.0
2025-03-18 00:00:00+00:00,0.000699999975040555,0.0007280000136233866,0.0005879999953322113,0.0006350000039674342,993032,0.0,0.0
2025-03-19 00:00:00+00:00,0.0006350000039674342,0.000691999972332269,0.0006050000083632767,0.0006629999843426049,1035867,0.0,0.0
2025-03-20 00:00:00+00:00,0.0006629999843426049,0.000707999977748841,0.0006089999806135893,0.0006220000213943422,976052,0.0,0.0
2025-03-21 00:00:00+00:00,0.0006220000213943422,0.000699999975040555,0.0006019999855197966,0.0006629999843426049,1020108,0.0,0.0
2025-03-22 00:00:00+00:00,0.0006629999843426049,0.0006939999875612557,0.0005910000181756914,0.0006280000088736415,993171,0.0,0.0
2025-03-23 00:00:00+00:00,0.0006280000088736415,0.0007009999826550484,0.0006000000284984708,0.0006750000175088644,307337,0.0,0.0
2025-03-24 00:00:00+00:00,0.0006750000175088644,0.0007510000141337514,0.0006639999919570982,0.0006939999875612557,204733,0.0,0.0
