TIMESTAMP,AKITAX_OPEN_PRICE_USD,AKITAX_HIGH_PRICE_USD,AKITAX_LOW_PRICE_USD,AKITAX_CLOSE_PRICE_USD,AKITAX_VOLUME_USD,AKITAX_DIVIDENDS_USD,AKITAX_STOCK_SPLITS_USD
2022-01-26 00:00:00+00:00,0.003019999945536256,0.003976000007241964,0.0024510000366717577,0.002940000034868717,574165,0.0,0.0
2022-01-27 00:00:00+00:00,0.002940000034868717,0.0030950000509619713,0.0024770000018179417,0.0025160000659525394,219791,0.0,0.0
2022-01-28 00:00:00+00:00,0.0025160000659525394,0.002859999891370535,0.0016690000193193555,0.0018230000277981162,308378,0.0,0.0
2022-01-29 00:00:00+00:00,0.0018230000277981162,0.0019320000428706408,0.0014220000011846423,0.001496999990195036,153704,0.0,0.0
2022-01-30 00:00:00+00:00,0.001496999990195036,0.001984999980777502,0.0012710000155493617,0.0013210000470280647,231164,0.0,0.0
2022-01-31 00:00:00+00:00,0.0013210000470280647,0.0013299999991431832,0.0012039999710395932,0.001256000017747283,55433,0.0,0.0
2022-02-01 00:00:00+00:00,0.001256000017747283,0.0014489999739453197,0.0012250000145286322,0.0012870000209659338,68509,0.0,0.0
2022-02-02 00:00:00+00:00,0.0012870000209659338,0.0014799999771639705,0.0012700000079348683,0.0013129999861121178,59767,0.0,0.0
2022-02-03 00:00:00+00:00,0.0013129999861121178,0.001398000051267445,0.00120599998626858,0.0012519999872893095,44059,0.0,0.0
2022-02-04 00:00:00+00:00,0.0012519999872893095,0.0013989999424666166,0.0012509999796748161,0.0012639999622479081,49474,0.0,0.0
2022-02-05 00:00:00+00:00,0.0012639999622479081,0.0013940000208094716,0.001214000047184527,0.0012639999622479081,35331,0.0,0.0
2022-02-06 00:00:00+00:00,0.0012639999622479081,0.0012919999426230788,0.0011269999668002129,0.0012290000449866056,46499,0.0,0.0
2022-02-07 00:00:00+00:00,0.0012290000449866056,0.001339999958872795,0.0011889999732375145,0.0013070000568404794,54826,0.0,0.0
2022-02-08 00:00:00+00:00,0.0013070000568404794,0.0014430000446736813,0.0012509999796748161,0.001290000043809414,71101,0.0,0.0
2022-02-09 00:00:00+00:00,0.001290000043809414,0.0013180000241845846,0.001246000058017671,0.0012610000558197498,55081,0.0,0.0
2022-02-10 00:00:00+00:00,0.0012610000558197498,0.0013439999893307686,0.0011099999537691474,0.0011859999503940344,75685,0.0,0.0
2022-02-11 00:00:00+00:00,0.0011859999503940344,0.0012700000079348683,0.0010049999691545963,0.001019999966956675,40867,0.0,0.0
2022-02-12 00:00:00+00:00,0.001019999966956675,0.0010229999898001552,0.0008280000183731318,0.0008839999791234732,11600,0.0,0.0
2022-02-13 00:00:00+00:00,0.0008839999791234732,0.000901999999769032,0.0008290000259876251,0.0008479999960400164,6993,0.0,0.0
2022-02-14 00:00:00+00:00,0.0008479999960400164,0.0008769999840296805,0.0008290000259876251,0.0008290000259876251,6771,0.0,0.0
2022-02-15 00:00:00+00:00,0.0008290000259876251,0.0009110000100918114,0.0008290000259876251,0.0008420000085607171,11251,0.0,0.0
2022-02-16 00:00:00+00:00,0.0008420000085607171,0.0010400000028312206,0.0007830000249668956,0.0010290000354871154,39638,0.0,0.0
2022-02-17 00:00:00+00:00,0.0010290000354871154,0.001041000010445714,0.0009250000002793968,0.0009410000056959689,15782,0.0,0.0
2022-02-18 00:00:00+00:00,0.0009410000056959689,0.0009850000496953726,0.0009169999975711107,0.0009410000056959689,12828,0.0,0.0
2022-02-19 00:00:00+00:00,0.0009410000056959689,0.0009510000236332417,0.0008900000248104334,0.0009379999828524888,5779,0.0,0.0
2022-02-20 00:00:00+00:00,0.0009379999828524888,0.0009379999828524888,0.0007919999770820141,0.0007919999770820141,71314,0.0,0.0
