TIMESTAMP,DIGI36152_OPEN_PRICE_USD,DIGI36152_HIGH_PRICE_USD,DIGI36152_LOW_PRICE_USD,DIGI36152_CLOSE_PRICE_USD,DIGI36152_VOLUME_USD,DIGI36152_DIVIDENDS_USD,DIGI36152_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,,,,0.0,859901,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,774065,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,776194,0.0,0.0
2025-04-04 00:00:00+00:00,,,,0.0,771302,0.0,0.0
2025-04-05 00:00:00+00:00,,,,0.0,738793,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,741651,0.0,0.0
2025-04-07 00:00:00+00:00,,,,0.0,799550,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,718600,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,727673,0.0,0.0
2025-04-10 00:00:00+00:00,,,,0.0,734722,0.0,0.0
2025-04-11 00:00:00+00:00,,,,0.0,732729,0.0,0.0
2025-04-12 00:00:00+00:00,,,,0.0,756411,0.0,0.0
2025-04-13 00:00:00+00:00,,,,0.0,731768,0.0,0.0
2025-04-14 00:00:00+00:00,,,,0.0,724169,0.0,0.0
2025-04-15 00:00:00+00:00,,,,0.0,765155,0.0,0.0
2025-04-16 00:00:00+00:00,,,,0.0,726421,0.0,0.0
2025-04-17 00:00:00+00:00,,,,0.0,746581,0.0,0.0
2025-04-18 00:00:00+00:00,,,,0.0,747184,0.0,0.0
2025-04-19 00:00:00+00:00,,,,0.0,708142,0.0,0.0
2025-04-20 00:00:00+00:00,,,,0.0,734871,0.0,0.0
2025-04-21 00:00:00+00:00,,,,0.0,728628,0.0,0.0
2025-04-22 00:00:00+00:00,,,,0.0,704384,0.0,0.0
2025-04-23 00:00:00+00:00,,,,0.0,738703,0.0,0.0
2025-04-24 00:00:00+00:00,,,,0.0,732847,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,782474,0.0,0.0
2025-04-26 00:00:00+00:00,,,,0.0,721787,0.0,0.0
2025-04-27 00:00:00+00:00,,,,0.0,715775,0.0,0.0
2025-04-28 00:00:00+00:00,,,,0.0,726662,0.0,0.0
2025-04-29 00:00:00+00:00,,,,0.0,719350,0.0,0.0
2025-04-30 00:00:00+00:00,,,,0.0,714283,0.0,0.0
2025-05-01 00:00:00+00:00,,,,0.0,828551,0.0,0.0
2025-05-02 00:00:00+00:00,,,,0.0,765168,0.0,0.0
2025-05-03 00:00:00+00:00,,,,0.0,724732,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,714091,0.0,0.0
2025-05-05 00:00:00+00:00,,,,0.0,720707,0.0,0.0
2025-05-06 00:00:00+00:00,,,,0.0,728204,0.0,0.0
2025-05-07 00:00:00+00:00,,,,0.0,704651,0.0,0.0
2025-05-08 00:00:00+00:00,,,,0.0,727949,0.0,0.0
2025-05-09 00:00:00+00:00,,,,0.0,745774,0.0,0.0
2025-05-10 00:00:00+00:00,,,,0.0,748492,0.0,0.0
2025-05-11 00:00:00+00:00,,,,0.0,764497,0.0,0.0
2025-05-12 00:00:00+00:00,,,,0.0,704377,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,702278,0.0,0.0
2025-05-14 00:00:00+00:00,,,,0.0,703078,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,698292,0.0,0.0
2025-05-16 00:00:00+00:00,,,,0.0,720975,0.0,0.0
2025-05-17 00:00:00+00:00,,,,0.0,710437,0.0,0.0
2025-05-18 00:00:00+00:00,,,,0.0,700729,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,689418,0.0,0.0
2025-05-20 00:00:00+00:00,,,,0.0,738435,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,696416,0.0,0.0
2025-05-22 00:00:00+00:00,,,,0.0,696154,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,210339,0.0,0.0
2025-05-24 00:00:00+00:00,,,,0.0,224764,0.0,0.0
2025-05-25 00:00:00+00:00,,,,0.0,223104,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,237950,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,200943,0.0,0.0
2025-05-28 00:00:00+00:00,,,,0.0,210355,0.0,0.0
2025-05-29 00:00:00+00:00,,,,0.0,211764,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,219709,0.0,0.0
2025-05-31 00:00:00+00:00,,,,0.0,184459,0.0,0.0
2025-06-01 00:00:00+00:00,4.72849208676962e-08,4.7519751689151235e-08,4.52171597942197e-08,4.70319179157741e-08,194867,0.0,0.0
