TIMESTAMP,2MOON_OPEN_PRICE_USD,2MOON_HIGH_PRICE_USD,2MOON_LOW_PRICE_USD,2MOON_CLOSE_PRICE_USD,2MOON_VOLUME_USD,2MOON_DIVIDENDS_USD,2MOON_STOCK_SPLITS_USD
2024-04-15 00:00:00+00:00,0.00010399999882793054,0.00012799999967683107,0.00010399999882793054,0.0001049999991664663,101059,0.0,0.0
2024-04-16 00:00:00+00:00,0.00011000000085914508,0.00014400000509340316,0.0001049999991664663,0.00011500000255182385,68100,0.0,0.0
2024-04-17 00:00:00+00:00,0.00011100000119768083,0.00014600000577047467,0.00010800000018207356,0.00011700000322889537,78221,0.0,0.0
2024-04-18 00:00:00+00:00,0.00011700000322889537,0.00013899999612476677,0.00011600000289035961,0.0001320000010309741,72186,0.0,0.0
2024-04-19 00:00:00+00:00,0.0001320000010309741,0.00013299999409355223,0.00011600000289035961,0.00012199999764561653,60213,0.0,0.0
2024-04-20 00:00:00+00:00,0.00012199999764561653,0.00013000000035390258,0.00011100000119768083,0.00011999999696854502,60182,0.0,0.0
2024-04-21 00:00:00+00:00,0.00011899999663000926,0.00014899999951012433,0.00011100000119768083,0.00012700000661425292,64856,0.0,0.0
2024-04-22 00:00:00+00:00,0.00012799999967683107,0.00013299999409355223,0.00011899999663000926,0.00012099999730708078,59903,0.0,0.0
2024-04-23 00:00:00+00:00,0.00012099999730708078,0.0001289999927394092,0.00011200000153621659,0.00011500000255182385,58302,0.0,0.0
2024-04-24 00:00:00+00:00,0.00011700000322889537,0.00012099999730708078,0.00010900000052060932,0.00010900000052060932,62978,0.0,0.0
2024-04-25 00:00:00+00:00,0.00010900000052060932,0.00011300000187475234,0.0001049999991664663,0.00011000000085914508,63579,0.0,0.0
2024-04-26 00:00:00+00:00,0.00011000000085914508,0.00011000000085914508,0.00010199999815085903,0.00010399999882793054,55166,0.0,0.0
2024-04-27 00:00:00+00:00,0.00010399999882793054,0.00010699999984353781,0.00010399999882793054,0.0001049999991664663,61542,0.0,0.0
2024-04-28 00:00:00+00:00,0.0001049999991664663,0.00011000000085914508,0.00010299999848939478,0.00010399999882793054,59450,0.0,0.0
2024-04-29 00:00:00+00:00,0.00010399999882793054,0.0001049999991664663,9.699999645818025e-05,0.00010399999882793054,58831,0.0,0.0
2024-04-30 00:00:00+00:00,0.00010399999882793054,0.0001049999991664663,9.899999713525176e-05,0.00010299999848939478,66194,0.0,0.0
2024-05-01 00:00:00+00:00,0.00010299999848939478,0.0001049999991664663,9.999999747378752e-05,0.00010099999781232327,44518,0.0,0.0
2024-05-02 00:00:00+00:00,0.00010099999781232327,0.00010099999781232327,9.999999747378752e-05,9.999999747378752e-05,56743,0.0,0.0
