TIMESTAMP,XFUND_OPEN_PRICE_USD,XFUND_HIGH_PRICE_USD,XFUND_LOW_PRICE_USD,XFUND_CLOSE_PRICE_USD,XFUND_VOLUME_USD,XFUND_DIVIDENDS_USD,XFUND_STOCK_SPLITS_USD
2021-01-27 00:00:00+00:00,681.7318115234375,964.6488037109375,515.7522583007812,771.4064331054688,1838500,0.0,0.0
2021-01-28 00:00:00+00:00,771.3240966796875,1357.141357421875,760.3223266601562,1079.579345703125,1356114,0.0,0.0
2021-01-29 00:00:00+00:00,1079.5921630859375,1228.8909912109375,760.0923461914062,928.8623046875,1041561,0.0,0.0
2021-01-30 00:00:00+00:00,928.8574829101562,1029.560302734375,607.2453002929688,787.6834106445312,1067049,0.0,0.0
2021-01-31 00:00:00+00:00,787.6808471679688,857.1963500976562,528.992431640625,580.3995361328125,443020,0.0,0.0
2021-02-01 00:00:00+00:00,580.3922119140625,786.820556640625,482.80859375,692.1315307617188,686235,0.0,0.0
2021-02-02 00:00:00+00:00,691.6360473632812,1055.17919921875,691.4573364257812,1047.4656982421875,604086,0.0,0.0
2021-02-03 00:00:00+00:00,1044.276611328125,1044.2984619140625,662.920166015625,721.6824340820312,492886,0.0,0.0
2021-02-04 00:00:00+00:00,721.68603515625,856.61572265625,585.6477661132812,768.2088623046875,202748,0.0,0.0
2021-02-05 00:00:00+00:00,768.2074584960938,871.453857421875,588.9579467773438,758.4510498046875,397500,0.0,0.0
2021-02-06 00:00:00+00:00,758.448974609375,1333.5457763671875,690.6713256835938,1082.1134033203125,703387,0.0,0.0
2021-02-07 00:00:00+00:00,1082.1072998046875,1194.09033203125,869.9795532226562,870.0693969726562,408376,0.0,0.0
2021-02-08 00:00:00+00:00,870.0673828125,1141.7010498046875,709.7760009765625,880.2182006835938,366384,0.0,0.0
2021-02-09 00:00:00+00:00,880.2413940429688,886.2388916015625,706.9158935546875,792.0028686523438,292643,0.0,0.0
2021-02-10 00:00:00+00:00,791.9598388671875,888.162109375,646.2052001953125,708.3386840820312,176500,0.0,0.0
2021-02-11 00:00:00+00:00,708.32763671875,932.650634765625,707.008544921875,793.8362426757812,192637,0.0,0.0
2021-02-12 00:00:00+00:00,793.8482666015625,890.8095703125,715.2019653320312,843.2315673828125,105519,0.0,0.0
2021-02-13 00:00:00+00:00,843.2299194335938,951.5565795898438,823.5137329101562,828.2472534179688,160998,0.0,0.0
2021-02-14 00:00:00+00:00,828.24609375,991.3236083984375,777.1828002929688,866.5391235351562,182885,0.0,0.0
2021-02-15 00:00:00+00:00,866.5498046875,1082.8980712890625,779.62060546875,888.2164916992188,347654,0.0,0.0
2021-02-16 00:00:00+00:00,888.2162475585938,1223.399658203125,788.38427734375,1215.999267578125,570178,0.0,0.0
2021-02-17 00:00:00+00:00,1216.0230712890625,1702.8875732421875,974.3267822265625,1351.1717529296875,1068955,0.0,0.0
2021-02-18 00:00:00+00:00,1351.1788330078125,1402.529052734375,1144.7156982421875,1279.76513671875,396160,0.0,0.0
2021-02-19 00:00:00+00:00,1279.78466796875,1414.390625,1168.6864013671875,1175.431640625,261500,0.0,0.0
2021-02-20 00:00:00+00:00,1175.44775390625,1194.1900634765625,953.8240966796875,1100.20947265625,167170,0.0,0.0
2021-02-21 00:00:00+00:00,1100.218017578125,1104.5830078125,993.5975952148438,1079.810302734375,157843,0.0,0.0
2021-02-22 00:00:00+00:00,1079.7845458984375,1120.0045166015625,828.8958129882812,902.7560424804688,134390,0.0,0.0
